rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
1,Dane69,1930,13,11,6,38,44,95%,5%,-,10 Aug 2015,03 Oct 2017,15:21
2,ekan,1821,10,7,3,15,22,95%,5%,-,17 May 2016,03 Oct 2017,15:21
3,Heezer1,1810,10,5,2,19,25,100%,-,-,01 Nov 2015,03 Oct 2017,15:21
4,NannyFeathers,1770,9,5,3,23,27,100%,-,-,28 Nov 2015,03 Oct 2017,15:21
5,Kjking,1768,7,8,2,14,20,100%,-,-,01 Apr 2016,03 Oct 2017,15:21
6,Mccormdr,1754,21,34,12,93,104,89%,7%,4%,15 Apr 2016,03 Oct 2017,15:21
7,AdmiralAdama,1752,32,18,10,81,103,83%,13%,4%,21 Mar 2015,03 Oct 2017,15:21
8,kspace,1745,20,11,1,29,44,98%,2%,-,17 Oct 2015,03 Oct 2017,15:21
9,STAD,1742,16,4,-,13,22,95%,5%,-,10 Apr 2016,03 Oct 2017,15:21
10,Erokk,1742,15,13,8,66,73,89%,1%,10%,04 Nov 2015,03 Oct 2017,15:21
11,Goatplus,1741,35,20,8,48,83,94%,5%,1%,26 Oct 2015,03 Oct 2017,15:21
12,Thunder,1736,17,12,5,46,63,78%,21%,2%,23 Oct 2015,03 Oct 2017,15:21
13,mm1menace,1732,17,13,5,27,61,84%,11%,5%,31 Jan 2016,03 Oct 2017,15:21
14,SirRobin,1725,19,13,10,24,56,93%,5%,2%,06 Mar 2016,03 Oct 2017,15:21
15,T0mmyb0y7,1702,10,8,6,29,39,92%,3%,5%,29 Oct 2015,03 Oct 2017,15:21
16,ayrm,1698,20,17,9,89,96,72%,18%,10%,24 Oct 2015,03 Oct 2017,15:21
17,Spolage,1689,6,6,4,24,31,100%,-,-,29 Nov 2016,03 Oct 2017,15:21
18,Dinelli,1686,13,4,1,29,31,97%,3%,-,25 Dec 2015,03 Oct 2017,15:21
19,Flappie,1686,10,8,6,48,56,86%,14%,-,09 Dec 2016,03 Oct 2017,15:21
20,GeneralOdell,1685,9,6,10,28,32,100%,-,-,25 Dec 2015,03 Oct 2017,15:21
21,Roozbeh,1684,19,3,3,18,45,82%,11%,7%,15 Jan 2016,03 Oct 2017,15:21
22,RedQueenn,1680,17,10,2,24,44,95%,5%,-,18 Oct 2015,03 Oct 2017,15:21
23,Awen,1678,20,16,6,54,64,95%,5%,-,17 Nov 2016,03 Oct 2017,15:21
24,Samson,1676,31,6,4,47,62,92%,6%,2%,25 Oct 2015,03 Oct 2017,15:21
25,PanzerKosstra,1675,27,20,14,104,126,80%,4%,16%,30 Oct 2015,03 Oct 2017,15:21
26,PudgyNinja,1661,9,-,1,11,12,100%,-,-,21 Oct 2015,03 Oct 2017,15:21
27,GreatGia,1655,13,9,7,26,36,100%,-,-,15 Oct 2015,03 Oct 2017,15:21
28,Darkhorse,1654,13,4,3,21,29,93%,3%,3%,14 Nov 2015,03 Oct 2017,15:21
29,oz0n3,1653,9,3,4,19,25,92%,8%,-,16 Oct 2015,03 Oct 2017,15:21
30,Mackbluey,1653,5,5,1,15,17,100%,-,-,14 Apr 2017,03 Oct 2017,15:21
31,_Blackout_,1652,8,4,-,24,25,96%,4%,-,01 Jul 2016,03 Oct 2017,15:21
32,Rappo,1652,6,2,1,10,10,100%,-,-,04 May 2017,03 Oct 2017,15:21
33,Nightwind,1650,9,15,8,38,43,100%,-,-,09 Feb 2017,03 Oct 2017,15:21
34,McCoolxxx,1647,13,8,7,45,60,82%,7%,12%,19 Feb 2016,03 Oct 2017,15:21
35,SexxxyBastard69,1646,6,3,2,10,13,100%,-,-,07 Apr 2016,03 Oct 2017,15:21
36,Hazelsmasher,1642,11,4,-,18,22,86%,14%,-,24 Oct 2015,03 Oct 2017,15:21
37,Captain_Simian,1641,14,5,5,32,38,92%,5%,3%,25 Oct 2015,03 Oct 2017,15:21
38,Jimidy,1640,5,2,5,12,14,100%,-,-,27 Oct 2015,03 Oct 2017,15:21
39,ephogy,1638,16,4,3,27,43,79%,14%,7%,20 Oct 2015,03 Oct 2017,15:21
40,JimLeyland,1636,4,10,1,18,19,100%,-,-,20 Jan 2016,03 Oct 2017,15:21
41,Bunker_900,1634,4,8,5,20,27,89%,7%,4%,23 Oct 2015,03 Oct 2017,15:21
42,BigKillaB,1633,14,17,11,18,48,100%,-,-,14 Nov 2015,03 Oct 2017,15:21
43,Manager,1633,11,15,3,32,47,91%,6%,2%,01 Aug 2015,03 Oct 2017,15:21
44,Centralized,1633,3,2,3,10,10,100%,-,-,09 Feb 2017,03 Oct 2017,15:21
45,alexcata,1631,18,3,2,21,37,97%,3%,-,23 Oct 2015,03 Oct 2017,15:21
46,fox-alpha-one,1631,15,14,5,57,77,86%,10%,4%,26 Dec 2015,03 Oct 2017,15:21
47,Niverio,1630,40,34,18,69,174,83%,13%,4%,26 Oct 2015,03 Oct 2017,15:21
48,Psychodelic,1628,34,16,19,86,122,87%,11%,2%,24 May 2016,03 Oct 2017,15:21
49,broesph,1621,9,7,4,20,27,85%,4%,11%,08 Nov 2015,03 Oct 2017,15:21
50,Denzalo,1620,30,8,2,50,62,79%,19%,2%,22 Oct 2015,03 Oct 2017,15:21
51,FleetAdmiralShanley,1620,19,22,10,35,66,91%,9%,-,29 Dec 2015,03 Oct 2017,15:21
52,Flintstones,1620,18,1,1,19,27,81%,11%,7%,17 Oct 2015,03 Oct 2017,15:21
53,Seethestar,1617,12,-,-,11,13,100%,-,-,15 Oct 2015,03 Oct 2017,15:21
54,SuddenDeath,1617,7,10,7,25,41,85%,10%,5%,12 Nov 2015,03 Oct 2017,15:21
55,Danh81,1616,23,11,6,38,54,89%,2%,9%,02 Nov 2015,03 Oct 2017,15:21
56,TwoLAgit2q,1616,9,10,12,60,80,86%,11%,3%,08 Apr 2016,03 Oct 2017,15:21
57,Japes,1616,9,4,3,19,21,90%,-,10%,17 Feb 2016,03 Oct 2017,15:21
58,KevlarGolem,1616,9,4,1,11,17,94%,6%,-,24 Oct 2015,03 Oct 2017,15:21
59,pscottwi,1615,8,6,6,15,24,100%,-,-,14 Oct 2015,03 Oct 2017,15:21
60,AdmNimitz,1613,10,9,16,39,46,100%,-,-,25 Oct 2015,03 Oct 2017,15:21
61,Eziekiel665,1609,11,5,3,29,31,90%,10%,-,21 Feb 2016,03 Oct 2017,15:21
62,Sydogg,1609,9,8,6,35,41,80%,12%,7%,26 Oct 2015,03 Oct 2017,15:21
63,Superclix,1608,27,14,12,45,76,91%,4%,5%,26 Mar 2016,03 Oct 2017,15:21
64,JohnnyMacDaddy,1604,8,-,-,7,9,100%,-,-,04 Oct 2016,03 Oct 2017,15:21
65,Ghetojunky,1602,13,2,-,11,18,89%,6%,6%,16 Oct 2015,03 Oct 2017,15:21
66,Yammy,1601,10,12,6,29,52,69%,4%,27%,14 Oct 2015,03 Oct 2017,15:21
67,pagsus,1600,14,11,5,43,59,90%,8%,2%,25 Jun 2016,03 Oct 2017,15:21
68,UMPUSTEN,1599,10,9,4,33,59,81%,17%,2%,24 Jun 2015,03 Oct 2017,15:21
69,aaronpuj,1598,18,16,8,66,71,87%,7%,6%,16 Nov 2015,03 Oct 2017,15:21
70,Thebigbob,1598,9,13,3,25,33,91%,9%,-,23 Oct 2015,03 Oct 2017,15:21
71,Fibonacci,1598,6,5,3,18,25,100%,-,-,19 Oct 2015,03 Oct 2017,15:21
72,dasAndy,1595,37,18,7,61,83,90%,4%,6%,29 Aug 2016,03 Oct 2017,15:21
73,Jkatsalis,1595,17,9,5,25,36,97%,-,3%,17 Oct 2015,03 Oct 2017,15:21
74,PerAspera,1595,11,2,1,14,18,100%,-,-,06 Aug 2016,03 Oct 2017,15:21
75,Sadams25,1594,10,1,1,11,16,88%,6%,6%,17 Jan 2016,03 Oct 2017,15:21
76,ATulkki,1592,17,16,7,43,64,94%,6%,-,24 Oct 2016,03 Oct 2017,15:21
77,nevalken,1590,9,3,4,15,22,100%,-,-,14 Oct 2015,03 Oct 2017,15:21
78,1008001,1588,15,5,13,34,50,86%,14%,-,24 Oct 2015,03 Oct 2017,15:21
79,Aqeel,1588,4,3,1,7,8,100%,-,-,27 Nov 2015,03 Oct 2017,15:21
80,Samborin,1587,11,-,-,10,12,100%,-,-,17 Oct 2015,03 Oct 2017,15:21
81,boondockbear,1587,10,3,2,19,24,96%,4%,-,17 Dec 2015,03 Oct 2017,15:21
82,Bubbling,1584,10,10,5,26,33,94%,3%,3%,01 Dec 2016,03 Oct 2017,15:21
83,Axl24Lax,1582,27,11,4,53,63,90%,2%,8%,07 Nov 2015,03 Oct 2017,15:21
84,Thydeon,1581,19,-,1,12,24,92%,8%,-,14 Jan 2016,03 Oct 2017,15:21
85,A  Noose,1581,16,5,3,23,28,89%,7%,4%,19 Oct 2015,03 Oct 2017,15:21
86,SadikJason,1581,6,19,3,36,43,81%,12%,7%,08 Nov 2015,03 Oct 2017,15:21
87,Erik,1580,20,10,2,12,33,100%,-,-,22 May 2016,03 Oct 2017,15:21
88,ida1,1579,8,1,1,16,18,100%,-,-,17 Dec 2016,03 Oct 2017,15:21
89,Radioactivity,1577,24,15,13,76,110,85%,8%,6%,20 Oct 2015,03 Oct 2017,15:21
90,dustin722,1576,14,6,4,29,39,92%,3%,5%,24 Oct 2015,03 Oct 2017,15:21
91,Fear the Sea,1575,24,23,9,121,137,89%,11%,-,18 Oct 2015,03 Oct 2017,15:21
92,Lagrangian,1574,9,2,-,12,19,100%,-,-,07 Dec 2016,03 Oct 2017,15:21
93,Nabby19,1573,12,3,2,16,23,87%,13%,-,16 Feb 2016,03 Oct 2017,15:21
94,TheStash,1572,16,10,3,19,51,84%,4%,12%,27 Apr 2015,03 Oct 2017,15:21
95,ProfessorMurder,1570,5,3,1,11,15,93%,-,7%,22 Nov 2015,03 Oct 2017,15:21
96,BitterBlade72,1569,7,1,1,14,25,44%,12%,44%,27 Oct 2015,03 Oct 2017,15:21
97,Traph,1569,5,7,1,14,20,100%,-,-,25 Oct 2015,03 Oct 2017,15:21
98,Dasit,1567,2,1,3,11,14,93%,-,7%,02 Dec 2016,03 Oct 2017,15:21
99,Daines,1565,9,6,-,17,19,95%,5%,-,26 Jun 2016,03 Oct 2017,15:21
100,Bungholio,1565,7,13,4,31,39,87%,8%,5%,07 Mar 2016,03 Oct 2017,15:21
101,outof,1565,7,4,2,9,16,100%,-,-,05 Oct 2015,03 Oct 2017,15:21
102,eramag,1564,20,11,7,33,48,96%,4%,-,02 Nov 2015,03 Oct 2017,15:21
103,Ghengis Don,1564,7,7,7,32,39,95%,3%,3%,15 Oct 2015,03 Oct 2017,15:21
104,Vodonos,1564,7,4,1,10,15,100%,-,-,25 Jan 2016,03 Oct 2017,15:21
105,Ember,1564,4,1,6,15,15,100%,-,-,24 Apr 2016,03 Oct 2017,15:21
106,pafepe,1564,2,4,4,11,29,41%,10%,48%,27 Oct 2015,03 Oct 2017,15:21
107,dengzi,1562,25,8,6,28,74,88%,12%,-,19 Feb 2015,03 Oct 2017,15:21
108,Life-Water-Rainbow,1562,12,5,4,15,36,75%,14%,11%,08 Dec 2015,03 Oct 2017,15:21
109,crunchfactor,1561,10,12,10,40,42,98%,2%,-,23 Jan 2016,03 Oct 2017,15:21
110,HoodedKangaroo,1561,7,6,8,34,39,90%,10%,-,19 Oct 2015,03 Oct 2017,15:21
111,The_Force,1560,7,8,2,21,29,93%,7%,-,25 Nov 2015,03 Oct 2017,15:21
112,Reynard,1559,3,5,1,15,17,94%,6%,-,04 Mar 2016,03 Oct 2017,15:21
113,SirGAZmbe,1558,1,8,8,20,24,92%,4%,4%,19 Feb 2017,03 Oct 2017,15:21
114,dannyb2325,1557,23,12,21,92,106,90%,8%,2%,29 Oct 2015,03 Oct 2017,15:21
115,Hispanico,1557,19,12,2,26,41,95%,5%,-,22 Jan 2016,03 Oct 2017,15:21
116,ColonelBlair,1557,11,-,2,9,14,93%,7%,-,23 Nov 2015,03 Oct 2017,15:21
117,Deal_guy,1557,4,4,2,12,14,93%,7%,-,20 Mar 2016,03 Oct 2017,15:21
118,merekjackals,1557,3,7,7,31,33,91%,9%,-,26 Dec 2015,03 Oct 2017,15:21
119,Greystone,1556,16,6,5,32,40,88%,13%,-,23 Oct 2015,03 Oct 2017,15:21
120,Tooony,1555,2,4,2,14,17,94%,6%,-,17 Nov 2015,03 Oct 2017,15:21
121,Captain Moon,1554,9,4,1,8,16,100%,-,-,25 Apr 2016,03 Oct 2017,15:21
122,Scotwithonet,1553,10,6,3,24,30,93%,7%,-,17 Aug 2016,03 Oct 2017,15:21
123,Plutonium238,1553,5,9,4,17,27,81%,4%,15%,28 Dec 2015,03 Oct 2017,15:21
124,Rum Runner,1552,20,14,9,70,78,87%,10%,3%,15 Oct 2015,03 Oct 2017,15:21
125,Cavko,1552,12,10,5,13,33,97%,3%,-,02 Nov 2015,03 Oct 2017,15:21
126,BenOhBee,1552,11,3,5,9,30,93%,3%,3%,13 Jan 2016,03 Oct 2017,15:21
127,BattleFrog,1552,8,9,7,12,34,88%,3%,9%,28 Mar 2016,03 Oct 2017,15:21
128,BrAKeR,1552,8,2,-,10,17,76%,-,24%,22 Oct 2015,03 Oct 2017,15:21
129,Galiom,1550,11,4,2,9,21,100%,-,-,23 Oct 2016,03 Oct 2017,15:21
130,HMAS TKRS,1549,5,6,7,12,21,95%,-,5%,29 Sep 2016,03 Oct 2017,15:21
131,dodo3442,1548,19,3,1,22,33,88%,12%,-,08 Jul 2016,03 Oct 2017,15:21
132,scoie,1548,12,7,8,23,44,93%,7%,-,05 Apr 2016,03 Oct 2017,15:21
133,FlorinTheBaron,1548,3,5,5,18,24,96%,-,4%,23 Oct 2015,03 Oct 2017,15:21
134,Redneck Empire,1547,12,15,9,44,52,94%,6%,-,23 Oct 2015,03 Oct 2017,15:21
135,scottagibson,1547,10,11,2,21,33,91%,6%,3%,30 Oct 2015,03 Oct 2017,15:21
136,MartinMartyMarshall,1547,10,4,2,11,24,100%,-,-,07 Jan 2016,03 Oct 2017,15:21
137,BuffinMuffalo,1546,3,2,1,9,10,90%,-,10%,07 Jul 2016,03 Oct 2017,15:21
138,comradecaglar,1542,12,4,1,12,28,82%,4%,14%,10 Jun 2016,03 Oct 2017,15:21
139,bolminator,1541,12,4,1,16,28,93%,7%,-,26 Nov 2014,03 Oct 2017,15:21
140,Mcgrathe,1541,5,10,7,23,40,88%,10%,3%,19 Oct 2015,03 Oct 2017,15:21
141,Iceburg33,1540,10,9,11,52,63,76%,24%,-,26 Mar 2016,03 Oct 2017,15:21
142,BigD,1540,7,8,3,25,49,86%,10%,4%,27 Apr 2015,03 Oct 2017,15:21
143,ginco,1540,6,6,-,12,22,77%,-,23%,17 Oct 2015,03 Oct 2017,15:21
144,PelicanEAD,1539,11,11,8,22,50,94%,-,6%,26 Dec 2015,03 Oct 2017,15:21
145,Balalaika,1539,8,5,4,23,29,97%,3%,-,31 Dec 2015,03 Oct 2017,15:21
146,rayywan,1538,3,6,5,13,20,90%,-,10%,07 Dec 2015,03 Oct 2017,15:21
147,Senor D,1537,4,8,4,10,20,95%,5%,-,29 Oct 2015,03 Oct 2017,15:21
148,Das Stildo,1536,8,8,8,28,36,86%,11%,3%,19 Oct 2015,03 Oct 2017,15:21
149,Intrepid_,1536,5,9,6,32,38,79%,8%,13%,15 Dec 2015,03 Oct 2017,15:21
150,Lord Akkrand,1534,15,6,3,28,41,95%,5%,-,07 Oct 2015,03 Oct 2017,15:21
151,CallmeSIFU,1534,10,3,2,8,17,100%,-,-,07 Dec 2015,03 Oct 2017,15:21
152,Brsku3,1534,4,11,17,45,52,85%,13%,2%,24 Oct 2015,03 Oct 2017,15:21
153,ConMan,1533,25,1,2,26,36,92%,-,8%,23 Feb 2016,03 Oct 2017,15:21
154,Thanabur,1533,12,11,4,17,33,88%,6%,6%,19 Feb 2016,03 Oct 2017,15:21
155,Dixinormus,1532,13,9,2,17,31,90%,6%,3%,17 Feb 2017,03 Oct 2017,15:21
156,RedsCommando,1532,13,3,8,23,35,94%,3%,3%,22 Nov 2015,03 Oct 2017,15:21
157,Ttalaric,1532,7,4,4,16,28,75%,18%,7%,25 Oct 2015,03 Oct 2017,15:21
158,Slayer15359,1532,6,3,1,11,15,93%,-,7%,18 Mar 2017,03 Oct 2017,15:21
159,MightyDoc,1531,10,21,6,19,46,96%,-,4%,11 Nov 2015,03 Oct 2017,15:21
160,DarkCityStrings,1531,10,6,1,21,26,88%,12%,-,18 Oct 2015,03 Oct 2017,15:21
161,Aj149,1531,8,9,7,26,48,79%,10%,10%,29 May 2016,03 Oct 2017,15:21
162,Sukarr,1530,27,10,1,18,56,84%,-,16%,21 Aug 2016,03 Oct 2017,15:21
163,Styxandstones,1530,6,10,7,67,72,82%,18%,-,12 Nov 2016,03 Oct 2017,15:21
164,Artie Cash,1529,9,5,2,16,25,96%,-,4%,19 Oct 2015,03 Oct 2017,15:21
165,Trent,1527,4,5,8,26,31,94%,6%,-,16 Oct 2015,03 Oct 2017,15:21
166,CrustyPlums,1526,9,8,3,13,22,100%,-,-,25 Oct 2015,03 Oct 2017,15:21
167,Krink,1525,11,8,6,12,32,91%,-,9%,05 Mar 2016,03 Oct 2017,15:21
168,DarthNinjaJesus,1525,10,6,5,18,27,96%,4%,-,14 Nov 2016,03 Oct 2017,15:21
169,Kynuren,1525,10,2,2,9,15,100%,-,-,23 May 2016,03 Oct 2017,15:21
170,eemoo,1525,7,-,-,8,11,82%,9%,9%,31 Dec 2015,03 Oct 2017,15:21
171,Zannalb,1525,5,3,3,7,15,100%,-,-,17 Oct 2015,03 Oct 2017,15:21
172,enterthefoo,1524,23,22,22,71,125,88%,10%,2%,26 Dec 2015,03 Oct 2017,15:21
173,freonsk,1524,12,6,3,25,35,89%,11%,-,17 Oct 2015,03 Oct 2017,15:21
174,Neoxxus,1524,6,3,-,12,12,50%,-,50%,24 Oct 2016,03 Oct 2017,15:21
175,extracheez,1524,5,2,-,6,9,89%,11%,-,09 Jul 2017,03 Oct 2017,15:21
176,EZup,1523,8,9,2,22,26,88%,12%,-,18 Oct 2015,03 Oct 2017,15:21
177,Samtheawesome1,1522,17,9,13,26,75,77%,11%,12%,14 Feb 2016,03 Oct 2017,15:21
178,Agro_vacation,1522,8,4,1,14,18,100%,-,-,19 Dec 2015,03 Oct 2017,15:21
179,Shun79,1521,16,2,1,8,22,100%,-,-,26 Dec 2015,03 Oct 2017,15:21
180,Fred,1520,14,4,1,30,36,86%,6%,8%,20 Oct 2015,03 Oct 2017,15:21
181,Calvoria,1520,4,2,-,4,6,100%,-,-,22 Aug 2016,03 Oct 2017,15:21
182,Pancho Villa,1520,3,6,5,19,21,90%,10%,-,19 Oct 2015,03 Oct 2017,15:21
183,Nojo34,1518,23,31,33,29,186,82%,15%,3%,02 Jan 2016,03 Oct 2017,15:21
184,Futceez,1518,5,3,2,7,13,100%,-,-,05 Dec 2016,03 Oct 2017,15:21
185,Watermelone,1517,6,4,3,15,23,91%,-,9%,19 Nov 2015,03 Oct 2017,15:21
186,heyitsthatguy,1516,9,11,5,37,43,95%,5%,-,07 Sep 2016,03 Oct 2017,15:21
187,Daviant,1516,2,2,1,13,21,67%,10%,24%,27 Oct 2015,03 Oct 2017,15:21
188,Thomaro,1515,9,7,13,30,44,93%,7%,-,18 Nov 2015,03 Oct 2017,15:21
189,ONEQUIK7,1515,4,6,4,8,16,81%,-,19%,24 Oct 2015,03 Oct 2017,15:21
190,Rykerfell,1514,8,3,5,9,19,100%,-,-,24 Dec 2015,03 Oct 2017,15:21
191,Alphago,1514,8,2,5,28,33,85%,15%,-,12 Mar 2016,03 Oct 2017,15:21
192,Ser Flx,1514,5,6,5,27,31,87%,13%,-,18 Oct 2015,03 Oct 2017,15:21
193,PEBL,1513,7,7,5,27,40,75%,15%,10%,01 Dec 2016,03 Oct 2017,15:21
194,WhiteJesus,1513,3,5,2,15,16,94%,-,6%,10 Jan 2017,03 Oct 2017,15:21
195,Silverberg,1512,12,5,6,10,48,83%,15%,2%,09 Feb 2016,03 Oct 2017,15:21
196,Wtt2b,1512,4,6,1,7,13,92%,8%,-,05 Apr 2017,03 Oct 2017,15:21
197,Questionable Karma,1511,4,6,1,12,17,76%,6%,18%,19 Mar 2017,03 Oct 2017,15:21
198,minemarco,1511,4,5,2,18,21,95%,5%,-,17 Oct 2015,03 Oct 2017,15:21
199,oNare,1510,23,7,2,14,39,85%,5%,10%,22 Dec 2015,03 Oct 2017,15:21
200,bnte,1510,10,7,3,39,50,82%,16%,2%,10 Jan 2016,03 Oct 2017,15:21
201,dnmart,1510,6,10,12,11,29,97%,-,3%,06 May 2016,03 Oct 2017,15:21
202,yimmarans,1510,6,5,8,28,36,86%,14%,-,11 Dec 2015,03 Oct 2017,15:21
203,TimberWolf,1510,3,1,3,15,16,75%,-,25%,11 Mar 2016,03 Oct 2017,15:21
204,ArchieBold,1509,1,7,2,11,18,83%,6%,11%,03 Jul 2016,03 Oct 2017,15:21
205,Hator Tots,1508,41,10,13,29,110,86%,5%,9%,06 Nov 2015,03 Oct 2017,15:21
206,TheodorusBear,1508,16,10,10,36,84,92%,7%,1%,19 Mar 2016,03 Oct 2017,15:21
207,Lallante,1508,8,4,-,11,18,83%,17%,-,19 Dec 2016,03 Oct 2017,15:21
208,kelin10dragon,1506,32,22,15,30,107,82%,12%,6%,19 Oct 2015,03 Oct 2017,15:21
209,Gitel,1506,14,-,1,19,26,81%,19%,-,28 Jun 2016,03 Oct 2017,15:21
210,RicGold,1505,14,14,13,54,72,99%,1%,-,22 Oct 2015,03 Oct 2017,15:21
211,Ehmer,1505,12,1,-,5,15,87%,7%,7%,20 Nov 2015,03 Oct 2017,15:21
212,Monkeymofo,1505,5,10,22,63,76,80%,18%,1%,20 May 2016,03 Oct 2017,15:21
213,Huntch,1505,4,1,2,7,8,88%,13%,-,08 Sep 2016,03 Oct 2017,15:21
214,Phil t,1504,8,6,3,23,26,81%,15%,4%,26 Oct 2015,03 Oct 2017,15:21
215,Maxatrillion,1504,6,5,-,4,12,92%,-,8%,21 Feb 2016,03 Oct 2017,15:21
216,General Castro,1504,5,7,4,16,29,76%,7%,17%,05 Dec 2016,03 Oct 2017,15:21
217,GoBills2016,1504,5,3,2,17,19,89%,5%,5%,09 Dec 2015,03 Oct 2017,15:21
218,Aegon,1504,3,1,1,12,16,75%,19%,6%,29 Feb 2016,03 Oct 2017,15:21
219,BlueSpheal,1503,22,7,6,11,40,98%,3%,-,20 May 2016,03 Oct 2017,15:21
220,Strooch,1503,18,3,2,5,39,85%,8%,8%,13 Nov 2016,03 Oct 2017,15:21
221,Hurricane,1503,12,3,1,11,24,88%,8%,4%,11 Dec 2015,03 Oct 2017,15:21
222,Lotgewjai,1503,4,6,-,11,16,94%,6%,-,24 Oct 2015,03 Oct 2017,15:21
223,Slayer22,1503,4,4,-,11,15,80%,13%,7%,12 Jul 2017,03 Oct 2017,15:21
224,FutureKat,1502,7,14,17,46,72,85%,10%,6%,26 Jul 2016,03 Oct 2017,15:21
225,Gatornation,1501,2,2,-,7,7,100%,-,-,27 Jun 2017,03 Oct 2017,15:21
226,SteveO,1500,10,7,5,13,38,92%,3%,5%,21 May 2015,03 Oct 2017,15:21
227,Ascot Hammers,1499,11,7,4,26,43,72%,21%,7%,08 Mar 2016,03 Oct 2017,15:21
228,Jacksonisboss,1498,7,1,-,9,12,92%,8%,-,03 Apr 2017,03 Oct 2017,15:21
229,patriots,1497,16,13,10,55,68,90%,10%,-,20 Jan 2016,03 Oct 2017,15:21
230,Muckdog21,1496,11,10,6,29,42,79%,14%,7%,05 Nov 2015,03 Oct 2017,15:21
231,Dr SynisteR,1495,48,43,34,32,177,85%,14%,2%,15 Jan 2016,03 Oct 2017,15:21
232,TommyGun,1494,12,3,-,12,18,89%,-,11%,17 Oct 2015,03 Oct 2017,15:21
233,nmaloney,1494,1,5,7,8,20,85%,10%,5%,19 Jan 2016,03 Oct 2017,15:21
234,Skae,1493,6,5,3,24,31,77%,13%,10%,09 May 2016,03 Oct 2017,15:21
235,Don SelHari,1493,-,8,1,10,11,91%,9%,-,16 Jul 2017,03 Oct 2017,15:21
236,Acuavit,1492,3,2,4,8,14,71%,14%,14%,28 Oct 2015,03 Oct 2017,15:21
237,AngryGnat,1491,15,10,7,48,61,95%,5%,-,16 Oct 2015,03 Oct 2017,15:21
238,jonny red,1491,13,13,6,22,48,90%,8%,2%,16 Dec 2015,03 Oct 2017,15:21
239,TheBlazer,1491,8,12,-,12,25,96%,4%,-,16 Oct 2015,03 Oct 2017,15:21
240,viceview51,1491,6,3,9,19,26,96%,4%,-,05 Oct 2015,03 Oct 2017,15:21
241,DonShotty,1491,4,2,-,5,7,100%,-,-,17 Mar 2016,03 Oct 2017,15:21
242,KrisZ,1491,1,4,3,7,10,100%,-,-,24 Dec 2015,03 Oct 2017,15:21
243,Entrican,1490,7,7,2,15,22,91%,9%,-,28 Jul 2015,03 Oct 2017,15:21
244,Rellim,1490,5,9,3,8,24,83%,8%,8%,23 Oct 2015,03 Oct 2017,15:21
245,theZissou,1490,2,2,5,19,23,78%,9%,13%,31 Aug 2016,03 Oct 2017,15:21
246,sufyuf,1489,29,21,12,26,90,91%,9%,-,16 May 2016,03 Oct 2017,15:21
247,Bigbk90210,1489,21,14,5,70,88,72%,25%,3%,27 Mar 2016,03 Oct 2017,15:21
248,Dweenig,1489,8,3,2,6,24,88%,4%,8%,25 Mar 2017,03 Oct 2017,15:21
249,Tsunami-,1489,6,5,2,6,14,100%,-,-,28 May 2017,03 Oct 2017,15:21
250,kdtallllll,1488,12,23,9,11,52,90%,10%,-,16 Oct 2015,03 Oct 2017,15:21
251,Grelkara,1488,4,6,2,17,22,86%,9%,5%,14 Oct 2015,03 Oct 2017,15:21
252,Juan,1487,8,3,-,7,24,63%,8%,29%,19 Jan 2015,03 Oct 2017,15:21
253,Mason240,1487,7,2,1,13,16,69%,13%,19%,14 Oct 2015,03 Oct 2017,15:21
254,Bignastey,1487,5,2,1,10,13,62%,-,38%,02 Nov 2015,03 Oct 2017,15:21
255,MisfitToys,1485,10,3,1,17,25,100%,-,-,16 Oct 2015,03 Oct 2017,15:21
256,Aslamlevy,1484,20,9,5,38,55,91%,9%,-,11 Nov 2015,03 Oct 2017,15:21
257,Toughcity,1484,10,7,8,36,51,82%,16%,2%,31 Jan 2016,03 Oct 2017,15:21
258,asdf,1484,8,4,1,8,21,81%,5%,14%,31 Jan 2015,03 Oct 2017,15:21
259,Aerial Assault,1483,-,1,4,10,13,100%,-,-,31 May 2016,03 Oct 2017,15:21
260,Otherguy,1482,8,-,3,11,16,81%,13%,6%,01 Jun 2016,03 Oct 2017,15:21
261,Dandale,1482,6,4,8,43,46,89%,2%,9%,03 Dec 2016,03 Oct 2017,15:21
262,Azureangel,1482,5,5,1,15,20,90%,5%,5%,16 Oct 2015,03 Oct 2017,15:21
263,Spy3,1480,15,1,2,13,21,90%,10%,-,15 Oct 2015,03 Oct 2017,15:21
264,mduban4,1480,12,5,1,17,27,100%,-,-,21 Oct 2015,03 Oct 2017,15:21
265,ZekeShepLinc,1479,28,7,11,73,82,67%,18%,15%,23 Oct 2015,03 Oct 2017,15:21
266,Chensta,1479,8,3,-,15,15,87%,7%,7%,24 Feb 2016,03 Oct 2017,15:21
267,Felisens,1479,5,1,1,6,9,100%,-,-,28 Oct 2015,03 Oct 2017,15:21
268,kpav04,1479,4,1,1,6,9,100%,-,-,10 Apr 2016,03 Oct 2017,15:21
269,Forefall,1479,2,2,3,7,8,100%,-,-,18 Oct 2015,03 Oct 2017,15:21
270,RoadRash333,1479,1,6,-,10,13,69%,8%,23%,23 Nov 2015,03 Oct 2017,15:21
