rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
1385,Jonponder,1305,2,2,-,2,9,89%,-,11%,28 Nov 2016,03 Oct 2017,15:21
1386,D4N M0R435,1305,2,-,1,2,4,75%,-,25%,15 Oct 2015,03 Oct 2017,15:21
1387,Mikebozo,1305,1,2,-,2,5,80%,-,20%,20 Mar 2017,03 Oct 2017,15:21
1388,subterfugeforblood,1305,-,2,-,3,4,75%,-,25%,26 Oct 2015,03 Oct 2017,15:21
1389,Terje,1305,-,1,2,4,6,83%,17%,-,25 Jun 2016,03 Oct 2017,15:21
1390,Pldoom,1304,13,9,7,12,42,81%,19%,-,31 Aug 2016,03 Oct 2017,15:21
1391,Glioseth,1304,6,6,6,7,30,67%,20%,13%,27 Aug 2016,03 Oct 2017,15:21
1392,DragArse,1304,6,2,1,19,25,88%,4%,8%,24 Nov 2015,03 Oct 2017,15:21
1393,TeenierTub,1304,5,6,4,8,34,65%,15%,21%,21 Oct 2015,03 Oct 2017,15:21
1394,Angelofruin,1304,4,4,1,13,16,81%,13%,6%,15 Oct 2015,03 Oct 2017,15:21
1395,Lmox,1304,4,1,2,3,13,85%,-,15%,12 Aug 2016,03 Oct 2017,15:21
1396,H2S Mayhem,1304,4,-,2,9,24,50%,33%,17%,22 Apr 2016,03 Oct 2017,15:21
1397,Dragonsget,1304,3,1,2,6,8,88%,13%,-,14 Mar 2016,03 Oct 2017,15:21
1398,bARTon,1304,3,1,-,6,9,78%,22%,-,24 Jan 2017,03 Oct 2017,15:21
1399,Hardoosty,1304,3,-,-,1,3,100%,-,-,04 Nov 2015,03 Oct 2017,15:21
1400,La Mano Negra,1304,2,3,3,8,14,93%,-,7%,07 Nov 2015,03 Oct 2017,15:21
1401,Rock7dmc,1304,2,-,2,5,10,70%,30%,-,24 Oct 2016,03 Oct 2017,15:21
1402,Croatt,1304,-,3,3,5,12,58%,17%,25%,05 Feb 2017,03 Oct 2017,15:21
1403,elskevdv,1304,-,3,2,6,10,80%,10%,10%,17 Dec 2015,03 Oct 2017,15:21
1404,luisenpc,1304,-,2,3,4,6,100%,-,-,29 Jul 2015,03 Oct 2017,15:21
1405,Imperious22,1304,-,1,2,4,6,67%,17%,17%,10 Nov 2015,03 Oct 2017,15:21
1406,lacosamx,1303,8,-,3,10,24,71%,29%,-,25 Jan 2016,03 Oct 2017,15:21
1407,LLCOOLDL,1303,6,5,3,13,20,75%,10%,15%,15 Oct 2015,03 Oct 2017,15:21
1408,SpencerIP,1303,3,4,3,17,38,71%,29%,-,27 Aug 2016,03 Oct 2017,15:21
1409,T-Dog_Trumbo,1303,2,6,6,31,35,71%,23%,6%,29 Oct 2015,03 Oct 2017,15:21
1410,Argento,1303,2,2,-,11,15,53%,47%,-,18 May 2017,03 Oct 2017,15:21
1411,RSuave,1303,2,1,2,11,14,86%,14%,-,10 Apr 2016,03 Oct 2017,15:21
1412,yongqi,1303,1,2,2,6,10,70%,20%,10%,23 Jul 2016,03 Oct 2017,15:21
1413,Kibb,1302,11,2,5,7,31,94%,3%,3%,09 Dec 2016,03 Oct 2017,15:21
1414,XxWarlordxX,1302,8,5,3,26,28,82%,18%,-,03 Mar 2016,03 Oct 2017,15:21
1415,Jordann,1302,8,3,1,2,13,92%,8%,-,21 Sep 2016,03 Oct 2017,15:21
1416,Sephi,1302,7,5,2,4,22,95%,-,5%,13 Feb 2016,03 Oct 2017,15:21
1417,J_ShipD,1302,6,7,1,20,31,81%,16%,3%,21 Oct 2016,03 Oct 2017,15:21
1418,GidBob,1302,6,6,3,29,35,60%,31%,9%,23 Oct 2015,03 Oct 2017,15:21
1419,Artorias,1302,3,6,-,6,14,86%,-,14%,20 Oct 2015,03 Oct 2017,15:21
1420,AlgoFl4sh,1302,3,4,-,5,9,100%,-,-,28 Jan 2016,03 Oct 2017,15:21
1421,BuddyMonkey,1302,3,2,2,13,15,53%,40%,7%,14 Mar 2016,03 Oct 2017,15:21
1422,Tingledik,1302,3,1,-,1,6,83%,17%,-,21 Jul 2016,03 Oct 2017,15:21
1423,jenny-_-Talls,1302,2,1,1,8,12,83%,17%,-,21 Oct 2015,03 Oct 2017,15:21
1424,Bpattav1,1301,16,25,6,15,66,95%,2%,3%,21 Oct 2015,03 Oct 2017,15:21
1425,matusli,1301,6,3,2,7,25,80%,8%,12%,31 Dec 2015,03 Oct 2017,15:21
1426,Onor,1301,5,1,-,9,11,73%,18%,9%,16 Oct 2015,03 Oct 2017,15:21
1427,stuartreid,1301,4,1,-,7,7,71%,-,29%,24 Aug 2015,03 Oct 2017,15:21
1428,Clem Rigger,1301,3,1,1,5,8,100%,-,-,19 Dec 2015,03 Oct 2017,15:21
1429,One-Eyed King,1301,3,1,1,3,7,100%,-,-,27 Jul 2017,03 Oct 2017,15:21
1430,DJ-571,1301,2,3,2,7,9,89%,11%,-,05 Nov 2015,03 Oct 2017,15:21
1431,MildSwearwords,1301,2,1,4,5,11,91%,9%,-,18 Oct 2015,03 Oct 2017,15:21
1432,Jooder492,1301,2,1,1,3,7,71%,29%,-,03 Jan 2016,03 Oct 2017,15:21
1433,Adam,1301,1,3,1,7,9,78%,22%,-,13 Oct 2015,03 Oct 2017,15:21
1434,saji,1301,1,2,4,4,14,86%,-,14%,03 Dec 2015,03 Oct 2017,15:21
1435,DarkShadowOhOne,1301,1,1,5,6,14,79%,14%,7%,15 Oct 2015,03 Oct 2017,15:21
1436,Uppy,1301,1,1,2,3,4,100%,-,-,19 Oct 2015,03 Oct 2017,15:21
1437,Firebird1029,1301,1,-,2,2,4,75%,-,25%,21 Oct 2015,03 Oct 2017,15:21
1438,Jpaik,1301,-,1,1,2,2,100%,-,-,07 Oct 2015,03 Oct 2017,15:21
1439,Lord Nay,1300,11,7,4,1,44,75%,14%,11%,12 Jul 2016,03 Oct 2017,15:21
1440,Vaginal Discharge,1300,10,7,8,39,60,75%,17%,8%,21 Nov 2016,03 Oct 2017,15:21
1441,Vesperal,1300,8,8,12,55,66,77%,21%,2%,30 Nov 2015,03 Oct 2017,15:21
1442,Le Boeff,1300,8,-,-,9,16,81%,6%,13%,16 Oct 2015,03 Oct 2017,15:21
1443,Churchill,1300,7,8,5,36,47,72%,21%,6%,18 Oct 2015,03 Oct 2017,15:21
1444,Pizzahead,1300,6,6,-,26,37,78%,19%,3%,22 Oct 2015,03 Oct 2017,15:21
1445,yannoloco,1300,5,3,1,2,10,100%,-,-,18 Oct 2015,03 Oct 2017,15:21
1446,TheRealTOB,1300,3,1,3,15,20,55%,35%,10%,28 Nov 2016,03 Oct 2017,15:21
1447,Edd_,1300,2,5,-,3,9,89%,-,11%,02 Apr 2017,03 Oct 2017,15:21
1448,medoc,1300,2,2,-,1,4,100%,-,-,17 Nov 2015,03 Oct 2017,15:21
1449,Uglygirl,1300,2,-,-,2,4,75%,-,25%,14 Nov 2015,03 Oct 2017,15:21
1450,Eltronco,1300,1,5,1,7,14,86%,7%,7%,29 Jan 2016,03 Oct 2017,15:21
1451,Anakinso,1300,1,2,2,5,8,88%,13%,-,04 Nov 2015,03 Oct 2017,15:21
1452,Toyz,1300,1,1,5,4,13,92%,-,8%,19 Oct 2015,03 Oct 2017,15:21
1453,yordun,1300,1,1,-,2,3,100%,-,-,03 Jun 2017,03 Oct 2017,15:21
1454,Honeyboy,1300,1,1,-,2,2,100%,-,-,18 Oct 2015,03 Oct 2017,15:21
1455,oddstarva,1299,13,11,8,20,71,69%,28%,3%,10 Dec 2015,03 Oct 2017,15:21
1456,ShaneK,1299,5,4,2,9,29,76%,14%,10%,17 Mar 2016,03 Oct 2017,15:21
1457,Gdubn,1299,3,6,2,17,33,70%,12%,18%,16 Oct 2015,03 Oct 2017,15:21
1458,Kingchese,1299,2,2,-,3,9,67%,22%,11%,04 Jul 2017,03 Oct 2017,15:21
1459,Zhiro,1299,2,1,1,2,8,50%,-,50%,21 Dec 2015,03 Oct 2017,15:21
1460,simple potato,1299,1,6,4,18,33,58%,24%,18%,09 Nov 2015,03 Oct 2017,15:21
1461,Knowing Crow,1299,1,2,2,1,6,83%,17%,-,27 Oct 2015,03 Oct 2017,15:21
1462,ToferC,1299,1,1,-,2,5,100%,-,-,24 Oct 2015,03 Oct 2017,15:21
1463,Gapp,1298,9,5,2,30,39,69%,28%,3%,17 Oct 2015,03 Oct 2017,15:21
1464,Godzilla,1298,8,1,-,5,13,69%,31%,-,22 Oct 2015,03 Oct 2017,15:21
1465,skcali,1298,7,4,1,4,17,94%,6%,-,05 Jan 2016,03 Oct 2017,15:21
1466,Drinahn,1298,6,9,-,6,28,79%,11%,11%,28 Oct 2015,03 Oct 2017,15:21
1467,The Equinox,1298,3,2,-,6,10,90%,-,10%,01 Jul 2016,03 Oct 2017,15:21
1468,Gob3,1298,2,5,1,9,23,43%,26%,30%,29 Sep 2016,03 Oct 2017,15:21
1469,kjwatts,1298,2,1,1,6,7,57%,29%,14%,22 Oct 2015,03 Oct 2017,15:21
1470,MWA69,1298,2,1,-,6,6,100%,-,-,26 Aug 2015,03 Oct 2017,15:21
1471,Tilki,1298,2,-,-,1,2,100%,-,-,30 May 2017,03 Oct 2017,15:21
1472,Behrooz,1298,1,-,-,1,2,50%,-,50%,06 Oct 2015,03 Oct 2017,15:21
1473,Tharon,1297,11,5,7,21,45,89%,9%,2%,20 Oct 2015,03 Oct 2017,15:21
1474,Dominashawn,1297,11,2,9,38,44,66%,18%,16%,16 Oct 2015,03 Oct 2017,15:21
1475,BandoftheRedhand,1297,9,7,8,45,59,75%,22%,3%,20 Oct 2015,03 Oct 2017,15:21
1476,ColtsPaesano,1297,8,6,9,12,41,83%,10%,7%,09 Aug 2016,03 Oct 2017,15:21
1477,SophieScholl,1297,8,3,2,14,24,75%,21%,4%,12 Jan 2016,03 Oct 2017,15:21
1478,LordHaldon,1297,7,10,6,2,42,83%,7%,10%,07 Jul 2016,03 Oct 2017,15:21
1479,WillJoeChuck,1297,7,3,-,2,12,100%,-,-,18 Oct 2015,03 Oct 2017,15:21
1480,Zacchus,1297,6,3,9,26,31,97%,3%,-,24 Mar 2016,03 Oct 2017,15:21
1481,Tacitus,1297,4,4,3,5,19,95%,5%,-,12 Jul 2015,03 Oct 2017,15:21
1482,Beeker,1297,3,1,1,3,7,100%,-,-,26 Oct 2015,03 Oct 2017,15:21
1483,Hou Jingqi,1297,3,-,-,6,14,36%,36%,29%,17 Jul 2016,03 Oct 2017,15:21
1484,MattHPI,1297,3,-,-,2,5,100%,-,-,17 Apr 2016,03 Oct 2017,15:21
1485,Dark AnGel,1297,3,-,-,1,3,100%,-,-,27 Apr 2016,03 Oct 2017,15:21
1486,Submarine Aubergine,1297,2,4,2,5,17,65%,24%,12%,10 Nov 2015,03 Oct 2017,15:21
1487,Hilldog,1297,2,4,-,7,11,73%,27%,-,20 Dec 2015,03 Oct 2017,15:21
1488,Whalen,1297,2,3,1,8,11,73%,9%,18%,13 Oct 2015,03 Oct 2017,15:21
1489,hamburgerhelper,1297,2,2,2,3,10,90%,-,10%,17 Feb 2016,03 Oct 2017,15:21
1490,Archangel04,1297,2,-,1,5,8,63%,-,38%,11 Mar 2017,03 Oct 2017,15:21
1491,Chibi96744,1297,2,-,-,1,3,67%,-,33%,11 Jan 2017,03 Oct 2017,15:21
1492,Mike_Rushby,1297,1,1,2,4,7,86%,14%,-,28 Oct 2015,03 Oct 2017,15:21
1493,Lookoutbelow,1297,1,1,1,4,5,100%,-,-,30 Sep 2015,03 Oct 2017,15:21
1494,yelmelnobrainer,1297,-,1,4,3,7,71%,29%,-,21 Feb 2017,03 Oct 2017,15:21
1495,Boothbay,1296,23,15,7,57,97,72%,18%,10%,29 Oct 2015,03 Oct 2017,15:21
1496,DarkZero,1296,8,12,9,35,50,80%,18%,2%,19 Jan 2016,03 Oct 2017,15:21
1497,Sandro997,1296,8,7,2,17,30,90%,10%,-,18 Nov 2015,03 Oct 2017,15:21
1498,Burt Macklin,1296,5,2,4,5,19,84%,11%,5%,17 Oct 2015,03 Oct 2017,15:21
1499,CoopTang,1296,4,3,6,10,19,84%,5%,11%,15 Oct 2015,03 Oct 2017,15:21
1500,HonestBawb,1296,3,5,1,10,18,61%,39%,-,06 Sep 2016,03 Oct 2017,15:21
1501,jhof,1296,3,2,-,1,6,83%,-,17%,31 Oct 2015,03 Oct 2017,15:21
1502,Leader16,1296,3,1,-,13,18,78%,-,22%,18 Feb 2016,03 Oct 2017,15:21
1503,xDeadxCellx,1296,2,3,6,4,15,93%,-,7%,13 Oct 2015,03 Oct 2017,15:21
1504,Mrscience,1296,2,3,1,3,13,77%,15%,8%,20 Oct 2015,03 Oct 2017,15:21
1505,dragan,1296,1,4,-,19,22,64%,14%,23%,16 Oct 2015,03 Oct 2017,15:21
1506,Byzantine,1296,-,1,2,10,11,82%,18%,-,02 Aug 2017,03 Oct 2017,15:21
1507,BobTHJ,1295,10,5,3,51,57,56%,40%,4%,26 Jan 2016,03 Oct 2017,15:21
1508,BadWolf,1295,10,1,1,8,21,81%,5%,14%,15 Oct 2015,03 Oct 2017,15:21
1509,Tap7,1295,8,20,29,51,110,95%,4%,1%,28 Mar 2016,03 Oct 2017,15:21
1510,blornagain,1295,4,4,2,11,21,90%,10%,-,21 Nov 2015,03 Oct 2017,15:21
1511,Thomas8123,1295,4,2,7,4,31,68%,10%,23%,17 Oct 2015,03 Oct 2017,15:21
1512,MrCooperDog,1295,4,1,3,8,11,82%,18%,-,15 Oct 2015,03 Oct 2017,15:21
1513,King_Bob_IV,1295,3,1,-,3,10,70%,20%,10%,30 Dec 2015,03 Oct 2017,15:21
1514,Skippy,1295,3,-,-,1,4,75%,-,25%,15 Oct 2015,03 Oct 2017,15:21
1515,kaet,1295,2,5,3,24,44,66%,30%,5%,15 Feb 2016,03 Oct 2017,15:21
1516,leepzig,1295,2,1,1,2,5,100%,-,-,15 Feb 2016,03 Oct 2017,15:21
1517,Painter,1295,2,-,-,3,6,100%,-,-,17 Feb 2016,03 Oct 2017,15:21
1518,rel7966,1295,1,-,2,2,4,100%,-,-,01 Apr 2016,03 Oct 2017,15:21
1519,spats,1295,-,2,1,2,10,70%,20%,10%,04 Nov 2016,03 Oct 2017,15:21
1520,Scuba Dave,1295,-,2,-,4,10,60%,-,40%,16 Feb 2016,03 Oct 2017,15:21
1521,bizzar,1295,-,2,-,3,4,75%,-,25%,19 Oct 2015,03 Oct 2017,15:21
1522,Far3ast,1294,12,6,1,16,33,94%,6%,-,02 Dec 2015,03 Oct 2017,15:21
1523,Nachos,1294,9,10,3,9,45,87%,-,13%,22 Oct 2015,03 Oct 2017,15:21
1524,jantje,1294,9,-,1,12,28,50%,25%,25%,14 Oct 2015,03 Oct 2017,15:21
1525,JustinNDrew,1294,8,6,1,13,34,76%,18%,6%,31 Aug 2016,03 Oct 2017,15:21
1526,-DragonClaw-,1294,5,-,2,5,11,91%,9%,-,25 Oct 2015,03 Oct 2017,15:21
1527,brouken,1294,4,15,3,30,64,75%,14%,11%,02 Nov 2015,03 Oct 2017,15:21
1528,Blissfullanger,1294,4,6,3,14,31,74%,19%,6%,18 Oct 2015,03 Oct 2017,15:21
1529,Cletus van Winkle,1294,3,5,3,5,16,100%,-,-,14 Mar 2016,03 Oct 2017,15:21
1530,floydheld,1294,3,1,1,1,7,86%,-,14%,30 Dec 2015,03 Oct 2017,15:21
1531,Gomrok,1294,3,-,1,3,8,88%,13%,-,17 Feb 2016,03 Oct 2017,15:21
1532,adozu,1294,3,-,-,1,3,100%,-,-,08 Sep 2017,03 Oct 2017,15:21
1533,Ysengrin,1294,2,-,2,7,9,89%,-,11%,17 Oct 2015,03 Oct 2017,15:21
1534,djgukie,1294,2,-,1,3,4,50%,25%,25%,17 Oct 2015,03 Oct 2017,15:21
1535,Duck Hunter,1294,1,3,-,1,4,100%,-,-,08 Dec 2014,03 Oct 2017,15:21
1536,CruxOp,1294,1,2,1,1,10,50%,10%,40%,19 Oct 2015,03 Oct 2017,15:21
1537,sneakyV,1294,1,1,3,4,13,54%,8%,38%,19 Oct 2015,03 Oct 2017,15:21
1538,Glaucilla,1294,1,1,1,2,3,100%,-,-,21 Jul 2016,03 Oct 2017,15:21
1539,Goatfeeder,1294,1,-,1,2,3,100%,-,-,15 Oct 2015,03 Oct 2017,15:21
1540,dota2,1294,1,-,1,1,3,67%,-,33%,11 Oct 2015,03 Oct 2017,15:21
1541,Link_x2,1293,12,3,2,12,28,89%,4%,7%,16 Oct 2015,03 Oct 2017,15:21
1542,Hohenheim,1293,10,2,2,6,19,79%,11%,11%,22 Oct 2015,03 Oct 2017,15:21
1543,seltat,1293,9,4,-,11,22,77%,5%,18%,10 Nov 2015,03 Oct 2017,15:21
1544,Logiwan992,1293,7,4,-,3,14,100%,-,-,21 Oct 2015,03 Oct 2017,15:21
1545,Midnight Purple Man,1293,6,6,7,9,38,68%,8%,24%,10 Dec 2016,03 Oct 2017,15:21
1546,NinjaParamedic,1293,4,1,2,14,17,65%,29%,6%,20 Oct 2015,03 Oct 2017,15:21
1547,WithMyBalls,1293,3,4,1,15,15,73%,20%,7%,28 May 2017,03 Oct 2017,15:21
1548,Burton,1293,3,2,1,6,10,100%,-,-,15 Oct 2015,03 Oct 2017,15:21
1549,Kitus,1293,3,1,2,9,16,56%,44%,-,01 Sep 2016,03 Oct 2017,15:21
1550,StGeronimo,1293,2,3,1,3,9,78%,-,22%,14 Aug 2016,03 Oct 2017,15:21
1551,morganite,1293,2,2,-,3,11,45%,36%,18%,05 Jul 2016,03 Oct 2017,15:21
1552,Chreotho,1293,2,2,-,1,4,100%,-,-,09 Dec 2015,03 Oct 2017,15:21
1553,Freightrain12,1293,2,1,1,8,9,89%,-,11%,20 Oct 2015,03 Oct 2017,15:21
1554,Zeppelindz,1293,2,-,-,1,4,100%,-,-,19 Oct 2015,03 Oct 2017,15:21
1555,Fossocles,1293,1,1,1,4,7,100%,-,-,24 Apr 2016,03 Oct 2017,15:21
1556,Meatball,1293,1,1,-,1,2,100%,-,-,01 Nov 2016,03 Oct 2017,15:21
1557,MaxTheMolester,1293,1,-,-,1,1,100%,-,-,22 Feb 2016,03 Oct 2017,15:21
1558,Pgroot,1293,-,6,2,10,13,85%,8%,8%,19 Oct 2015,03 Oct 2017,15:21
1559,BulkyCat,1293,-,-,-,20,20,100%,-,-,15 Apr 2016,03 Oct 2017,15:21
1560,Chironex,1292,8,4,2,4,23,83%,4%,13%,15 Jun 2016,03 Oct 2017,15:21
1561,BeardyCheese,1292,5,1,2,11,20,60%,35%,5%,23 Jun 2016,03 Oct 2017,15:21
1562,Ambrose,1292,4,4,-,4,12,83%,8%,8%,08 Nov 2015,03 Oct 2017,15:21
1563,pixelwakker,1292,3,6,4,31,47,66%,30%,4%,19 Jul 2016,03 Oct 2017,15:21
1564,RhettC,1292,3,2,2,2,8,100%,-,-,13 Nov 2016,03 Oct 2017,15:21
1565,Tickle,1292,3,2,-,10,12,50%,33%,17%,27 Nov 2016,03 Oct 2017,15:21
1566,ElkPants,1292,3,-,2,1,5,100%,-,-,18 Aug 2017,03 Oct 2017,15:21
1567,The_Walrus_King,1292,2,4,-,11,23,52%,13%,35%,19 Oct 2015,03 Oct 2017,15:21
1568,kchow,1292,2,2,1,2,5,100%,-,-,29 Oct 2015,03 Oct 2017,15:21
1569,Bloody,1292,2,1,5,2,35,60%,23%,17%,21 Oct 2015,03 Oct 2017,15:21
1570,greezy,1292,2,-,-,1,3,100%,-,-,13 Apr 2017,03 Oct 2017,15:21
1571,Humbolt,1292,2,-,-,1,2,100%,-,-,17 Oct 2015,03 Oct 2017,15:21
1572,Goonbee,1292,2,-,-,1,2,100%,-,-,01 Sep 2015,03 Oct 2017,15:21
1573,TheRealTylerDurden,1291,9,8,1,34,39,82%,15%,3%,05 Feb 2016,03 Oct 2017,15:21
1574,HoneyBadgerBear,1291,7,20,27,132,150,77%,19%,5%,02 Sep 2016,03 Oct 2017,15:21
1575,Ucross,1291,7,2,1,18,19,74%,11%,16%,17 Oct 2015,03 Oct 2017,15:21
1576,PhaseBurn,1291,6,6,10,1,40,93%,3%,5%,15 Oct 2015,03 Oct 2017,15:21
1577,PlayZack,1291,6,4,4,9,24,83%,8%,8%,30 Apr 2016,03 Oct 2017,15:21
1578,nick2110,1291,6,2,-,8,23,57%,13%,30%,18 Oct 2015,03 Oct 2017,15:21
1579,AppGuyAaron,1291,6,2,-,3,17,47%,24%,29%,29 Sep 2016,03 Oct 2017,15:21
1580,ImHip,1291,6,1,-,1,7,100%,-,-,27 Feb 2017,03 Oct 2017,15:21
1581,TH3NUD3DUD3,1291,5,2,1,5,10,80%,10%,10%,22 Oct 2015,03 Oct 2017,15:21
1582,Lord Liquorice,1291,4,-,1,6,7,71%,14%,14%,30 Oct 2015,03 Oct 2017,15:21
1583,ardetor,1291,4,-,-,2,6,100%,-,-,18 Oct 2015,03 Oct 2017,15:21
1584,PocketAces,1291,3,8,-,14,24,71%,4%,25%,12 Jan 2017,03 Oct 2017,15:21
1585,Xeovan777,1291,3,4,6,14,24,75%,17%,8%,02 Dec 2015,03 Oct 2017,15:21
1586,Trinexx,1291,3,3,-,2,8,88%,13%,-,23 Sep 2015,03 Oct 2017,15:21
1587,eVoid,1291,3,2,3,9,18,72%,22%,6%,21 Dec 2015,03 Oct 2017,15:21
1588,necklessgiraffe,1291,3,1,1,3,8,75%,-,25%,14 Aug 2016,03 Oct 2017,15:21
1589,AdmiralKenway,1291,2,5,-,15,24,46%,21%,33%,20 Oct 2015,03 Oct 2017,15:21
1590,123pruebe otra vez,1291,2,2,2,4,12,75%,8%,17%,06 Sep 2016,03 Oct 2017,15:21
1591,Moburn,1291,2,-,-,2,5,60%,-,40%,18 Oct 2015,03 Oct 2017,15:21
1592,Rhift,1291,1,2,1,1,5,80%,-,20%,27 Oct 2015,03 Oct 2017,15:21
1593,GPZorak,1291,1,1,1,2,6,67%,-,33%,16 Oct 2015,03 Oct 2017,15:21
1594,AtraiuTheCat,1290,10,12,2,31,42,79%,19%,2%,02 Nov 2016,03 Oct 2017,15:21
1595,LeSnipez9616,1290,6,5,6,5,27,74%,4%,22%,19 Oct 2015,03 Oct 2017,15:21
1596,Crackman,1290,6,5,3,31,36,53%,28%,19%,11 Nov 2015,03 Oct 2017,15:21
1597,DrGroceballs,1290,4,4,4,22,27,78%,19%,4%,19 Oct 2015,03 Oct 2017,15:21
1598,GAMEBOSS,1290,4,2,1,5,11,91%,9%,-,25 Oct 2015,03 Oct 2017,15:21
1599,Chekmate,1290,4,1,1,5,8,75%,13%,13%,15 Oct 2015,03 Oct 2017,15:21
1600,Birch48,1290,3,5,6,27,51,73%,14%,14%,22 Oct 2015,03 Oct 2017,15:21
1601,Grey Fogg,1290,1,2,-,2,4,100%,-,-,15 Dec 2016,03 Oct 2017,15:21
1602,Ikuko,1290,-,1,1,2,4,50%,25%,25%,15 Oct 2015,03 Oct 2017,15:21
1603,AtlasNYX,1289,9,7,5,4,36,86%,14%,-,22 Apr 2016,03 Oct 2017,15:21
1604,Bluepanda,1289,7,5,2,9,29,66%,14%,21%,13 Jan 2017,03 Oct 2017,15:21
1605,eatCAKE,1289,7,2,-,1,9,100%,-,-,16 Oct 2015,03 Oct 2017,15:21
1606,Andrew Ryan,1289,6,3,-,13,15,87%,7%,7%,17 Oct 2015,03 Oct 2017,15:21
1607,aweb,1289,5,3,2,18,23,78%,9%,13%,26 Jan 2016,03 Oct 2017,15:21
1608,steve_mc,1289,5,2,3,7,14,86%,7%,7%,21 Oct 2015,03 Oct 2017,15:21
1609,God King,1289,3,-,-,1,4,75%,25%,-,11 Dec 2015,03 Oct 2017,15:21
1610,Jack Jin,1289,2,3,3,4,14,79%,7%,14%,15 Jul 2016,03 Oct 2017,15:21
1611,minsk,1289,2,2,4,12,18,44%,22%,33%,21 Jan 2016,03 Oct 2017,15:21
1612,larevolution,1289,2,1,-,1,4,75%,25%,-,17 Oct 2015,03 Oct 2017,15:21
1613,Raker,1289,1,3,2,8,11,82%,18%,-,10 Mar 2017,03 Oct 2017,15:21
1614,Aesynil,1288,4,3,2,9,16,94%,6%,-,25 Nov 2015,03 Oct 2017,15:21
1615,Moxon,1288,4,2,3,4,19,79%,11%,11%,15 Oct 2015,03 Oct 2017,15:21
1616,Solomani,1288,4,2,-,12,16,75%,25%,-,02 Feb 2016,03 Oct 2017,15:21
1617,Spacerox,1288,4,2,-,4,10,60%,-,40%,06 Oct 2015,03 Oct 2017,15:21
1618,jimlarge,1288,3,3,-,3,10,60%,30%,10%,02 Jan 2016,03 Oct 2017,15:21
1619,Cat Republic,1288,3,1,6,20,20,95%,-,5%,23 Oct 2015,03 Oct 2017,15:21
1620,bookface,1288,2,4,7,18,31,74%,23%,3%,30 Oct 2015,03 Oct 2017,15:21
1621,CrimsonChin,1288,2,2,2,11,15,80%,20%,-,30 Nov 2015,03 Oct 2017,15:21
1622,Mliedtka,1288,2,1,1,5,14,86%,14%,-,15 Oct 2015,03 Oct 2017,15:21
1623,IggyPop,1288,1,2,-,4,5,80%,-,20%,16 Feb 2017,03 Oct 2017,15:21
1624,Empeesee,1288,1,1,-,2,5,80%,20%,-,09 Dec 2015,03 Oct 2017,15:21
1625,Captain Harlock,1288,-,3,1,2,13,85%,8%,8%,28 Oct 2016,03 Oct 2017,15:21
1626,Robot,1288,-,1,-,3,3,100%,-,-,07 Nov 2015,03 Oct 2017,15:21
1627,AStringBean,1288,-,-,-,8,8,100%,-,-,21 Jan 2016,03 Oct 2017,15:21
1628,Wiringbyron,1287,6,7,4,25,52,69%,23%,8%,22 Oct 2015,03 Oct 2017,15:21
1629,GiJoe,1287,5,3,1,4,13,77%,8%,15%,08 Nov 2015,03 Oct 2017,15:21
1630,Swarley,1287,5,1,1,3,9,89%,11%,-,18 Oct 2015,03 Oct 2017,15:21
1631,dtimm18,1287,3,3,1,5,16,50%,38%,13%,28 Mar 2016,03 Oct 2017,15:21
1632,JilthdaM,1287,3,-,-,3,5,80%,20%,-,05 Oct 2015,03 Oct 2017,15:21
1633,Pachecr,1287,2,2,-,2,8,75%,13%,13%,22 Oct 2015,03 Oct 2017,15:21
1634,Matthews2250,1287,1,3,-,3,6,83%,-,17%,15 Oct 2015,03 Oct 2017,15:21
1635,Thinker92,1287,1,1,1,3,8,38%,25%,38%,19 Feb 2017,03 Oct 2017,15:21
1636,Zero Dawn,1287,-,2,2,4,15,60%,13%,27%,15 Jun 2017,03 Oct 2017,15:21
1637,Llamas_can_Fly,1287,-,1,1,2,3,67%,-,33%,20 Oct 2015,03 Oct 2017,15:21
1638,GoochPirate,1286,6,6,1,2,18,89%,-,11%,11 Apr 2017,03 Oct 2017,15:21
1639,tudorama,1286,5,2,6,13,34,62%,29%,9%,16 Oct 2015,03 Oct 2017,15:21
1640,Jive Chicken,1286,4,5,2,5,23,74%,17%,9%,22 Oct 2015,03 Oct 2017,15:21
1641,yungplayboi,1286,4,-,6,3,19,100%,-,-,22 Mar 2016,03 Oct 2017,15:21
1642,DeadlyDrak,1286,2,6,2,9,16,88%,13%,-,16 Oct 2015,03 Oct 2017,15:21
1643,pn7a,1286,2,2,1,6,15,80%,13%,7%,24 Oct 2015,03 Oct 2017,15:21
1644,AlexCerviS,1286,1,3,2,4,8,100%,-,-,17 Oct 2015,03 Oct 2017,15:21
1645,JohnnySunami,1286,1,1,1,5,9,78%,22%,-,07 Mar 2017,03 Oct 2017,15:21
1646,Pyatachok,1286,1,1,-,1,3,100%,-,-,06 May 2017,03 Oct 2017,15:21
1647,Seashby,1286,1,1,-,1,2,100%,-,-,18 Oct 2015,03 Oct 2017,15:21
1648,Fire Fox,1286,-,10,2,15,23,65%,22%,13%,26 Oct 2015,03 Oct 2017,15:21
