rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
121,Plutonium238,1553,5,9,4,17,27,81%,4%,15%,28 Dec 2015,29 Sep 2017,15:50
122,Bigbk90210,1552,21,14,5,69,87,72%,24%,3%,27 Mar 2016,29 Sep 2017,15:50
123,Rum Runner,1552,20,14,9,70,78,87%,10%,3%,15 Oct 2015,29 Sep 2017,15:50
124,Cavko,1552,12,10,5,13,33,97%,3%,-,02 Nov 2015,29 Sep 2017,15:50
125,BenOhBee,1552,11,3,5,9,30,93%,3%,3%,13 Jan 2016,29 Sep 2017,15:50
126,BattleFrog,1552,8,9,7,12,34,88%,3%,9%,28 Mar 2016,29 Sep 2017,15:50
127,BrAKeR,1552,8,2,-,10,17,76%,-,24%,22 Oct 2015,29 Sep 2017,15:50
128,dasAndy,1551,37,17,7,60,82,90%,4%,6%,29 Aug 2016,29 Sep 2017,15:50
129,Galiom,1550,11,4,2,9,21,100%,-,-,23 Oct 2016,29 Sep 2017,15:50
130,TheodorusBear,1549,16,10,10,35,83,92%,7%,1%,19 Mar 2016,29 Sep 2017,15:50
131,Redneck Empire,1549,12,15,9,43,51,94%,6%,-,23 Oct 2015,29 Sep 2017,15:50
132,HMAS TKRS,1549,5,6,7,12,21,95%,-,5%,29 Sep 2016,29 Sep 2017,15:50
133,scoie,1548,12,7,8,23,44,93%,7%,-,05 Apr 2016,29 Sep 2017,15:50
134,FlorinTheBaron,1548,3,5,5,18,24,96%,-,4%,23 Oct 2015,29 Sep 2017,15:50
135,scottagibson,1547,10,11,2,21,33,91%,6%,3%,30 Oct 2015,29 Sep 2017,15:50
136,MartinMartyMarshall,1547,10,4,2,11,24,100%,-,-,07 Jan 2016,29 Sep 2017,15:50
137,BuffinMuffalo,1546,3,2,1,9,10,90%,-,10%,07 Jul 2016,29 Sep 2017,15:50
138,ATulkki,1545,16,15,7,42,62,94%,6%,-,24 Oct 2016,29 Sep 2017,15:50
139,SirGAZmbe,1545,1,7,8,19,23,91%,4%,4%,19 Feb 2017,29 Sep 2017,15:50
140,comradecaglar,1542,12,4,1,12,28,82%,4%,14%,10 Jun 2016,29 Sep 2017,15:50
141,bolminator,1541,12,4,1,16,28,93%,7%,-,26 Nov 2014,29 Sep 2017,15:50
142,Mcgrathe,1541,4,10,7,23,39,87%,10%,3%,19 Oct 2015,29 Sep 2017,15:50
143,Iceburg33,1540,10,9,11,52,63,76%,24%,-,26 Mar 2016,29 Sep 2017,15:50
144,BigD,1540,7,8,3,25,49,86%,10%,4%,27 Apr 2015,29 Sep 2017,15:50
145,ginco,1540,6,6,-,12,22,77%,-,23%,17 Oct 2015,29 Sep 2017,15:50
146,PelicanEAD,1539,11,11,8,22,50,94%,-,6%,26 Dec 2015,29 Sep 2017,15:50
147,Balalaika,1539,8,5,4,23,29,97%,3%,-,31 Dec 2015,29 Sep 2017,15:50
148,FutureKat,1538,7,14,17,45,71,86%,8%,6%,26 Jul 2016,29 Sep 2017,15:50
149,rayywan,1538,3,6,5,13,20,90%,-,10%,07 Dec 2015,29 Sep 2017,15:50
150,Styxandstones,1537,6,10,5,64,69,81%,19%,-,12 Nov 2016,29 Sep 2017,15:50
151,Senor D,1537,4,8,4,10,20,95%,5%,-,29 Oct 2015,29 Sep 2017,15:50
152,Das Stildo,1536,8,8,8,28,36,86%,11%,3%,19 Oct 2015,29 Sep 2017,15:50
153,Intrepid_,1536,5,9,6,32,38,79%,8%,13%,15 Dec 2015,29 Sep 2017,15:50
154,Lord Akkrand,1534,15,6,3,28,41,95%,5%,-,07 Oct 2015,29 Sep 2017,15:50
155,CallmeSIFU,1534,10,3,2,8,17,100%,-,-,07 Dec 2015,29 Sep 2017,15:50
156,Brsku3,1534,4,11,17,45,52,85%,13%,2%,24 Oct 2015,29 Sep 2017,15:50
157,ConMan,1533,25,1,2,26,36,92%,-,8%,23 Feb 2016,29 Sep 2017,15:50
158,Thanabur,1533,12,11,4,17,33,88%,6%,6%,19 Feb 2016,29 Sep 2017,15:50
159,Dixinormus,1532,13,9,2,17,31,90%,6%,3%,17 Feb 2017,29 Sep 2017,15:50
160,RedsCommando,1532,13,3,8,23,35,94%,3%,3%,22 Nov 2015,29 Sep 2017,15:50
161,Ttalaric,1532,7,4,4,16,28,75%,18%,7%,25 Oct 2015,29 Sep 2017,15:50
162,Slayer15359,1532,6,3,1,11,15,93%,-,7%,18 Mar 2017,29 Sep 2017,15:50
163,MightyDoc,1531,10,21,6,19,46,96%,-,4%,11 Nov 2015,29 Sep 2017,15:50
164,DarkCityStrings,1531,10,6,1,21,26,88%,12%,-,18 Oct 2015,29 Sep 2017,15:50
165,Sukarr,1530,27,10,1,18,56,84%,-,16%,21 Aug 2016,29 Sep 2017,15:50
166,Artie Cash,1529,9,5,2,16,25,96%,-,4%,19 Oct 2015,29 Sep 2017,15:50
167,bnte,1528,10,7,3,38,49,82%,16%,2%,10 Jan 2016,29 Sep 2017,15:50
168,Trent,1527,4,5,8,26,31,94%,6%,-,16 Oct 2015,29 Sep 2017,15:50
169,aaronpuj,1526,17,16,8,65,70,87%,7%,6%,16 Nov 2015,29 Sep 2017,15:50
170,CrustyPlums,1526,9,8,3,13,22,100%,-,-,25 Oct 2015,29 Sep 2017,15:50
171,Krink,1525,11,8,6,12,32,91%,-,9%,05 Mar 2016,29 Sep 2017,15:50
172,DarthNinjaJesus,1525,10,6,5,18,27,96%,4%,-,14 Nov 2016,29 Sep 2017,15:50
173,Kynuren,1525,10,2,2,9,15,100%,-,-,23 May 2016,29 Sep 2017,15:50
174,eemoo,1525,7,-,-,8,11,82%,9%,9%,31 Dec 2015,29 Sep 2017,15:50
175,Zannalb,1525,5,3,3,7,15,100%,-,-,17 Oct 2015,29 Sep 2017,15:50
176,enterthefoo,1524,23,22,22,71,125,88%,10%,2%,26 Dec 2015,29 Sep 2017,15:50
177,freonsk,1524,12,6,3,25,35,89%,11%,-,17 Oct 2015,29 Sep 2017,15:50
178,Neoxxus,1524,6,3,-,12,12,50%,-,50%,24 Oct 2016,29 Sep 2017,15:50
179,EZup,1523,8,9,2,22,26,88%,12%,-,18 Oct 2015,29 Sep 2017,15:50
180,Samtheawesome1,1522,17,9,13,26,75,77%,11%,12%,14 Feb 2016,29 Sep 2017,15:50
181,Agro_vacation,1522,8,4,1,14,18,100%,-,-,19 Dec 2015,29 Sep 2017,15:50
182,Shun79,1521,16,2,1,8,22,100%,-,-,26 Dec 2015,29 Sep 2017,15:50
183,Fred,1520,14,4,1,30,36,86%,6%,8%,20 Oct 2015,29 Sep 2017,15:50
184,Calvoria,1520,4,2,-,4,6,100%,-,-,22 Aug 2016,29 Sep 2017,15:50
185,Pancho Villa,1520,3,6,5,19,21,90%,10%,-,19 Oct 2015,29 Sep 2017,15:50
186,Nojo34,1518,23,31,33,29,186,82%,15%,3%,02 Jan 2016,29 Sep 2017,15:50
187,Futceez,1518,5,3,2,7,13,100%,-,-,05 Dec 2016,29 Sep 2017,15:50
188,Watermelone,1517,6,4,3,15,23,91%,-,9%,19 Nov 2015,29 Sep 2017,15:50
189,heyitsthatguy,1516,9,11,5,37,43,95%,5%,-,07 Sep 2016,29 Sep 2017,15:50
190,Daviant,1516,2,2,1,13,21,67%,10%,24%,27 Oct 2015,29 Sep 2017,15:50
191,Thomaro,1515,9,7,13,30,44,93%,7%,-,18 Nov 2015,29 Sep 2017,15:50
192,ONEQUIK7,1515,4,6,4,8,16,81%,-,19%,24 Oct 2015,29 Sep 2017,15:50
193,Rykerfell,1514,8,3,5,9,19,100%,-,-,24 Dec 2015,29 Sep 2017,15:50
194,Alphago,1514,8,2,5,28,33,85%,15%,-,12 Mar 2016,29 Sep 2017,15:50
195,Ser Flx,1514,5,6,5,27,31,87%,13%,-,18 Oct 2015,29 Sep 2017,15:50
196,Gatornation,1514,2,2,-,6,6,100%,-,-,27 Jun 2017,29 Sep 2017,15:50
197,Aj149,1513,7,9,7,25,47,79%,11%,11%,29 May 2016,29 Sep 2017,15:50
198,PEBL,1513,7,7,5,27,40,75%,15%,10%,01 Dec 2016,29 Sep 2017,15:50
199,WhiteJesus,1513,3,5,2,15,16,94%,-,6%,10 Jan 2017,29 Sep 2017,15:50
200,Silverberg,1512,12,5,6,10,48,83%,15%,2%,09 Feb 2016,29 Sep 2017,15:50
201,Questionable Karma,1511,4,6,1,12,17,76%,6%,18%,19 Mar 2017,29 Sep 2017,15:50
202,minemarco,1511,4,5,2,18,21,95%,5%,-,17 Oct 2015,29 Sep 2017,15:50
203,oNare,1510,23,7,2,14,39,85%,5%,10%,22 Dec 2015,29 Sep 2017,15:50
204,dnmart,1510,6,10,12,11,29,97%,-,3%,06 May 2016,29 Sep 2017,15:50
205,yimmarans,1510,6,5,8,28,36,86%,14%,-,11 Dec 2015,29 Sep 2017,15:50
206,Dandale,1509,6,4,8,42,45,89%,2%,9%,03 Dec 2016,29 Sep 2017,15:50
207,ArchieBold,1509,1,7,2,11,18,83%,6%,11%,03 Jul 2016,29 Sep 2017,15:50
208,Hator Tots,1508,41,10,13,29,110,86%,5%,9%,06 Nov 2015,29 Sep 2017,15:50
209,Lallante,1508,8,4,-,11,18,83%,17%,-,19 Dec 2016,29 Sep 2017,15:50
210,kelin10dragon,1506,32,22,15,30,107,82%,12%,6%,19 Oct 2015,29 Sep 2017,15:50
211,Gitel,1506,14,-,1,19,26,81%,19%,-,28 Jun 2016,29 Sep 2017,15:50
212,RicGold,1505,14,14,13,54,72,99%,1%,-,22 Oct 2015,29 Sep 2017,15:50
213,Ehmer,1505,12,1,-,5,15,87%,7%,7%,20 Nov 2015,29 Sep 2017,15:50
214,Monkeymofo,1505,5,10,22,63,76,80%,18%,1%,20 May 2016,29 Sep 2017,15:50
215,Huntch,1505,4,1,2,7,8,88%,13%,-,08 Sep 2016,29 Sep 2017,15:50
216,Phil t,1504,8,6,3,23,26,81%,15%,4%,26 Oct 2015,29 Sep 2017,15:50
217,Maxatrillion,1504,6,5,-,4,12,92%,-,8%,21 Feb 2016,29 Sep 2017,15:50
218,General Castro,1504,5,7,4,16,29,76%,7%,17%,05 Dec 2016,29 Sep 2017,15:50
219,GoBills2016,1504,5,3,2,17,19,89%,5%,5%,09 Dec 2015,29 Sep 2017,15:50
220,Aegon,1504,3,1,1,12,16,75%,19%,6%,29 Feb 2016,29 Sep 2017,15:50
221,BlueSpheal,1503,22,7,6,11,40,98%,3%,-,20 May 2016,29 Sep 2017,15:50
222,Strooch,1503,18,3,2,5,39,85%,8%,8%,13 Nov 2016,29 Sep 2017,15:50
223,Hurricane,1503,12,3,1,11,24,88%,8%,4%,11 Dec 2015,29 Sep 2017,15:50
224,Lotgewjai,1503,4,6,-,11,16,94%,6%,-,24 Oct 2015,29 Sep 2017,15:50
225,SteveO,1500,10,7,5,13,38,92%,3%,5%,21 May 2015,29 Sep 2017,15:50
226,Ascot Hammers,1499,11,7,4,26,43,72%,21%,7%,08 Mar 2016,29 Sep 2017,15:50
227,Jacksonisboss,1498,7,1,-,9,12,92%,8%,-,03 Apr 2017,29 Sep 2017,15:50
228,Muckdog21,1496,11,10,6,29,42,79%,14%,7%,05 Nov 2015,29 Sep 2017,15:50
229,Dr SynisteR,1495,48,43,33,32,176,85%,14%,2%,15 Jan 2016,29 Sep 2017,15:50
230,TommyGun,1494,12,3,-,12,18,89%,-,11%,17 Oct 2015,29 Sep 2017,15:50
231,nmaloney,1494,1,5,7,8,20,85%,10%,5%,19 Jan 2016,29 Sep 2017,15:50
232,Skae,1493,6,5,3,24,31,77%,13%,10%,09 May 2016,29 Sep 2017,15:50
233,TimberWolf,1493,3,1,3,14,15,73%,-,27%,11 Mar 2016,29 Sep 2017,15:50
234,Acuavit,1492,3,2,4,8,14,71%,14%,14%,28 Oct 2015,29 Sep 2017,15:50
235,AngryGnat,1491,15,10,7,48,61,95%,5%,-,16 Oct 2015,29 Sep 2017,15:50
236,jonny red,1491,12,13,6,22,47,89%,9%,2%,16 Dec 2015,29 Sep 2017,15:50
237,TheBlazer,1491,8,12,-,12,25,96%,4%,-,16 Oct 2015,29 Sep 2017,15:50
238,viceview51,1491,6,3,9,19,26,96%,4%,-,05 Oct 2015,29 Sep 2017,15:50
239,Wtt2b,1491,4,6,1,6,12,92%,8%,-,05 Apr 2017,29 Sep 2017,15:50
240,DonShotty,1491,4,2,-,5,7,100%,-,-,17 Mar 2016,29 Sep 2017,15:50
241,KrisZ,1491,1,4,3,7,10,100%,-,-,24 Dec 2015,29 Sep 2017,15:50
242,Entrican,1490,7,7,2,15,22,91%,9%,-,28 Jul 2015,29 Sep 2017,15:50
243,Rellim,1490,5,9,3,8,24,83%,8%,8%,23 Oct 2015,29 Sep 2017,15:50
244,theZissou,1490,2,2,5,19,23,78%,9%,13%,31 Aug 2016,29 Sep 2017,15:50
245,sufyuf,1489,29,21,12,26,89,91%,9%,-,16 May 2016,29 Sep 2017,15:50
246,Dweenig,1489,8,3,2,6,24,88%,4%,8%,25 Mar 2017,29 Sep 2017,15:50
247,Tsunami-,1489,6,5,2,6,14,100%,-,-,28 May 2017,29 Sep 2017,15:50
248,kdtallllll,1488,12,23,9,11,52,90%,10%,-,16 Oct 2015,29 Sep 2017,15:50
249,Grelkara,1488,4,6,2,17,22,86%,9%,5%,14 Oct 2015,29 Sep 2017,15:50
250,Juan,1487,8,3,-,7,24,63%,8%,29%,19 Jan 2015,29 Sep 2017,15:50
251,Mason240,1487,7,2,1,13,16,69%,13%,19%,14 Oct 2015,29 Sep 2017,15:50
252,Bignastey,1487,5,2,1,10,13,62%,-,38%,02 Nov 2015,29 Sep 2017,15:50
253,MisfitToys,1485,10,3,1,17,25,100%,-,-,16 Oct 2015,29 Sep 2017,15:50
254,Aslamlevy,1484,20,9,5,38,55,91%,9%,-,11 Nov 2015,29 Sep 2017,15:50
255,Toughcity,1484,10,7,8,36,51,82%,16%,2%,31 Jan 2016,29 Sep 2017,15:50
256,asdf,1484,8,4,1,8,21,81%,5%,14%,31 Jan 2015,29 Sep 2017,15:50
257,Aerial Assault,1483,-,1,4,10,13,100%,-,-,31 May 2016,29 Sep 2017,15:50
258,Otherguy,1482,8,-,3,11,16,81%,13%,6%,01 Jun 2016,29 Sep 2017,15:50
259,Azureangel,1482,5,5,1,15,20,90%,5%,5%,16 Oct 2015,29 Sep 2017,15:50
260,Spy3,1480,15,1,2,13,21,90%,10%,-,15 Oct 2015,29 Sep 2017,15:50
261,mduban4,1480,12,5,1,17,27,100%,-,-,21 Oct 2015,29 Sep 2017,15:50
262,ZekeShepLinc,1479,28,7,11,73,82,67%,18%,15%,23 Oct 2015,29 Sep 2017,15:50
263,Chensta,1479,8,3,-,15,15,87%,7%,7%,24 Feb 2016,29 Sep 2017,15:50
264,Felisens,1479,5,1,1,6,9,100%,-,-,28 Oct 2015,29 Sep 2017,15:50
265,kpav04,1479,4,1,1,6,9,100%,-,-,10 Apr 2016,29 Sep 2017,15:50
266,Forefall,1479,2,2,3,7,8,100%,-,-,18 Oct 2015,29 Sep 2017,15:50
267,RoadRash333,1479,1,6,-,10,13,69%,8%,23%,23 Nov 2015,29 Sep 2017,15:50
268,Raptor040,1478,11,5,5,33,36,94%,6%,-,16 Oct 2015,29 Sep 2017,15:50
269,flydarkwings805,1478,4,12,7,30,38,89%,5%,5%,30 May 2016,29 Sep 2017,15:50
