rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
2529,Brentable,1243,9,1,-,2,12,92%,8%,-,16 Nov 2016,26 Sep 2017,14:30
2530,sccx,1243,4,2,-,12,18,72%,28%,-,20 Feb 2016,26 Sep 2017,14:30
2531,Kush,1243,3,4,4,5,26,73%,12%,15%,30 Mar 2017,26 Sep 2017,14:30
2532,yahboi,1243,3,1,1,3,12,67%,25%,8%,07 Feb 2017,26 Sep 2017,14:30
2533,Q2Z0v,1243,3,1,1,1,7,86%,-,14%,17 Jan 2016,26 Sep 2017,14:30
2534,Malak,1243,3,1,-,1,10,60%,-,40%,01 Jan 2016,26 Sep 2017,14:30
2535,Davii,1243,2,4,2,3,13,77%,8%,15%,19 Oct 2016,26 Sep 2017,14:30
2536,entereloaded,1243,2,2,1,5,13,46%,46%,8%,29 Feb 2016,26 Sep 2017,14:30
2537,pqumsieh,1243,2,1,-,5,10,50%,40%,10%,15 Oct 2015,26 Sep 2017,14:30
2538,Columbo,1243,2,-,-,1,2,100%,-,-,25 Oct 2015,26 Sep 2017,14:30
2539,Amadeux,1243,1,2,3,2,10,70%,20%,10%,22 Jul 2016,26 Sep 2017,14:30
2540,Maya_Mhigo,1243,1,2,1,2,7,86%,-,14%,24 Oct 2015,26 Sep 2017,14:30
2541,Winstonsmith,1243,1,2,1,1,4,100%,-,-,03 Jul 2017,26 Sep 2017,14:30
2542,Byt3,1243,1,-,1,2,3,100%,-,-,22 Jun 2017,26 Sep 2017,14:30
2543,J_A_F,1243,-,2,3,3,6,83%,17%,-,16 Dec 2015,26 Sep 2017,14:30
2544,Steeeeeve,1243,-,1,2,1,5,100%,-,-,14 Jan 2017,26 Sep 2017,14:30
2545,honolulu,1243,-,-,1,4,4,75%,-,25%,25 Oct 2015,26 Sep 2017,14:30
2546,Seisyll,1242,16,5,5,11,42,74%,10%,17%,21 Oct 2015,26 Sep 2017,14:30
2547,drbert,1242,8,5,-,20,28,79%,18%,4%,15 Jan 2016,26 Sep 2017,14:30
2548,Hazelnut,1242,6,3,6,28,33,58%,9%,33%,24 Oct 2015,26 Sep 2017,14:30
2549,OBTanker,1242,5,4,4,13,25,72%,28%,-,14 Sep 2016,26 Sep 2017,14:30
2550,JayOhAechEhn,1242,4,1,3,1,10,100%,-,-,16 Oct 2015,26 Sep 2017,14:30
2551,ronakin,1242,3,6,2,5,25,56%,24%,20%,05 Jun 2016,26 Sep 2017,14:30
2552,ashwin300,1242,3,2,6,9,35,46%,3%,51%,06 Aug 2016,26 Sep 2017,14:30
2553,JMFP,1242,3,1,1,1,8,88%,13%,-,28 Jul 2017,26 Sep 2017,14:30
2554,peppypirate,1242,1,4,2,5,10,80%,20%,-,19 Oct 2015,26 Sep 2017,14:30
2555,Eugene_Nguyen,1242,1,4,-,1,11,91%,9%,-,15 Feb 2017,26 Sep 2017,14:30
2556,DoomGerbil,1242,1,1,2,1,5,80%,20%,-,27 Oct 2015,26 Sep 2017,14:30
2557,BLyon,1242,1,1,-,2,6,50%,-,50%,09 Apr 2016,26 Sep 2017,14:30
2558,MxJoker,1242,-,2,1,2,4,75%,25%,-,21 Oct 2015,26 Sep 2017,14:30
2559,Billiam,1242,-,2,-,1,2,100%,-,-,11 Jul 2017,26 Sep 2017,14:30
2560,RobotOverlord,1242,-,1,1,1,4,75%,25%,-,25 Oct 2015,26 Sep 2017,14:30
2561,tommieboy96,1242,-,1,-,2,4,75%,25%,-,06 Nov 2015,26 Sep 2017,14:30
2562,SuburbanCactus,1242,-,1,-,1,3,67%,-,33%,28 Mar 2016,26 Sep 2017,14:30
2563,xil___,1242,-,1,-,1,1,100%,-,-,01 Feb 2016,26 Sep 2017,14:30
2564,oooo,1242,-,-,-,3,7,71%,14%,14%,18 Oct 2015,26 Sep 2017,14:30
2565,verranzo,1241,8,3,1,3,26,96%,-,4%,18 Oct 2015,26 Sep 2017,14:30
2566,jhmtx99,1241,5,4,6,11,48,60%,27%,13%,17 Oct 2015,26 Sep 2017,14:30
2567,Liberuno,1241,5,4,5,5,29,79%,7%,14%,15 Oct 2015,26 Sep 2017,14:30
2568,MisterTea,1241,5,3,-,3,9,89%,11%,-,29 Oct 2015,26 Sep 2017,14:30
2569,bbqribs,1241,4,2,4,9,17,82%,6%,12%,15 Oct 2015,26 Sep 2017,14:30
2570,welighttheway,1241,2,2,6,14,31,94%,3%,3%,17 Oct 2015,26 Sep 2017,14:30
2571,Lucifer Wolfgang,1241,1,4,1,1,9,89%,-,11%,30 Jan 2016,26 Sep 2017,14:30
2572,Josephus,1241,1,1,1,1,6,67%,-,33%,17 Jun 2016,26 Sep 2017,14:30
2573,Old Ben,1241,1,-,1,2,3,67%,-,33%,15 Jul 2017,26 Sep 2017,14:30
2574,Diverhawks,1241,-,2,2,9,10,80%,20%,-,25 Oct 2015,26 Sep 2017,14:30
2575,Stodd,1241,-,1,1,5,12,83%,8%,8%,17 Oct 2015,26 Sep 2017,14:30
2576,itzprollyalow,1241,-,1,1,2,12,50%,50%,-,03 Sep 2016,26 Sep 2017,14:30
2577,Epatruni,1241,-,1,1,1,6,67%,17%,17%,10 Nov 2015,26 Sep 2017,14:30
2578,themadplatypus,1241,-,1,1,2,3,100%,-,-,17 Jul 2017,26 Sep 2017,14:30
2579,DamStraight19,1241,-,1,-,1,5,80%,-,20%,08 Jan 2017,26 Sep 2017,14:30
2580,RoLakee Silence,1241,-,1,-,2,5,60%,-,40%,13 Feb 2017,26 Sep 2017,14:30
2581,lmc29,1241,-,-,1,2,4,50%,-,50%,17 Oct 2015,26 Sep 2017,14:30
2582,Carnal Sanders,1241,-,-,-,2,4,75%,25%,-,29 Dec 2016,26 Sep 2017,14:30
2583,Dexter,1241,-,-,-,4,4,75%,25%,-,15 Oct 2015,26 Sep 2017,14:30
2584,Laowai,1241,-,-,-,2,3,67%,-,33%,17 Mar 2016,26 Sep 2017,14:30
2585,Monty the Count,1240,8,2,7,6,28,89%,4%,7%,13 Dec 2015,26 Sep 2017,14:30
2586,JoNation,1240,4,5,1,3,15,73%,27%,-,29 Jan 2016,26 Sep 2017,14:30
2587,Warwick420,1240,3,1,1,2,12,58%,17%,25%,27 Oct 2015,26 Sep 2017,14:30
2588,Tukanuk,1240,3,-,-,1,3,100%,-,-,20 Oct 2015,26 Sep 2017,14:30
2589,MrPid,1240,2,4,2,4,17,94%,6%,-,18 Feb 2015,26 Sep 2017,14:30
2590,Sofienne,1240,2,3,3,4,14,100%,-,-,20 Oct 2015,26 Sep 2017,14:30
2591,midnightts,1240,2,3,2,6,13,77%,8%,15%,18 Nov 2015,26 Sep 2017,14:30
2592,GusTTShowbiz,1240,2,1,1,1,5,100%,-,-,09 Aug 2017,26 Sep 2017,14:30
2593,Mostcarpiot,1240,2,-,-,2,9,44%,33%,22%,04 Sep 2016,26 Sep 2017,14:30
2594,Napoleon21,1240,2,-,-,1,2,100%,-,-,18 Oct 2015,26 Sep 2017,14:30
2595,ReidCollier,1240,1,3,-,5,8,63%,25%,13%,15 Feb 2017,26 Sep 2017,14:30
2596,greko44,1240,1,2,2,4,13,100%,-,-,06 Nov 2015,26 Sep 2017,14:30
2597,Opifex,1240,1,2,1,6,10,80%,20%,-,31 Oct 2015,26 Sep 2017,14:30
2598,poormuffin,1240,1,2,1,2,6,83%,-,17%,22 Oct 2015,26 Sep 2017,14:30
2599,CorporalMoriarty,1240,1,1,1,2,9,56%,-,44%,16 Oct 2015,26 Sep 2017,14:30
2600,Pflueger,1240,1,-,-,2,4,50%,25%,25%,17 May 2016,26 Sep 2017,14:30
2601,DozerJax,1240,1,-,-,1,1,100%,-,-,13 Oct 2015,26 Sep 2017,14:30
2602,RaisingHolyHell,1240,1,-,-,1,1,100%,-,-,13 Oct 2015,26 Sep 2017,14:30
2603,Adriaen,1240,-,3,-,2,5,80%,-,20%,04 Jan 2016,26 Sep 2017,14:30
2604,AILDWarrior,1240,-,2,-,1,3,67%,-,33%,05 Jul 2016,26 Sep 2017,14:30
2605,Das-butt,1240,-,2,-,1,3,67%,33%,-,05 Oct 2015,26 Sep 2017,14:30
2606,Malice Rancor,1240,-,1,-,2,6,33%,-,67%,25 Oct 2015,26 Sep 2017,14:30
2607,rooke,1240,-,1,-,1,1,100%,-,-,06 Oct 2015,26 Sep 2017,14:30
2608,tahb88,1240,-,1,-,1,1,100%,-,-,11 Nov 2015,26 Sep 2017,14:30
2609,Fake1,1240,-,-,3,5,5,-,-,100%,14 Dec 2016,26 Sep 2017,14:30
2610,YellowSkin,1240,-,-,1,1,6,33%,33%,33%,16 Jun 2017,26 Sep 2017,14:30
2611,Bundy,1240,-,-,1,1,5,40%,40%,20%,08 Nov 2015,26 Sep 2017,14:30
2612,Fake2,1240,-,-,-,5,5,-,-,100%,14 Dec 2016,26 Sep 2017,14:30
2613,Nera,1239,16,8,2,15,41,73%,15%,12%,20 Oct 2015,26 Sep 2017,14:30
2614,SammyK,1239,11,2,2,2,20,90%,5%,5%,05 Nov 2015,26 Sep 2017,14:30
2615,CJ 1,1239,7,4,6,25,40,80%,10%,10%,22 Nov 2015,26 Sep 2017,14:30
2616,kfeingold,1239,6,7,13,55,84,80%,20%,-,31 Oct 2016,26 Sep 2017,14:30
2617,Heroicbunny,1239,6,1,6,6,27,63%,15%,22%,20 Oct 2015,26 Sep 2017,14:30
2618,Karan9992,1239,5,3,-,4,13,77%,23%,-,05 Aug 2016,26 Sep 2017,14:30
2619,Alexus Dryden,1239,5,2,4,4,18,78%,22%,-,22 Oct 2015,26 Sep 2017,14:30
2620,El Daniel,1239,4,1,1,3,13,77%,8%,15%,01 Nov 2015,26 Sep 2017,14:30
2621,The Saint,1239,3,4,1,13,27,70%,19%,11%,19 Oct 2015,26 Sep 2017,14:30
2622,Thebesst,1239,3,1,1,7,11,73%,27%,-,27 Mar 2017,26 Sep 2017,14:30
2623,TitanActual,1239,2,5,6,17,32,63%,22%,16%,05 May 2016,26 Sep 2017,14:30
2624,Greeneyes,1239,2,3,2,4,12,92%,8%,-,27 Oct 2016,26 Sep 2017,14:30
2625,DREXXAMUS,1239,2,3,1,2,15,60%,7%,33%,11 Nov 2015,26 Sep 2017,14:30
2626,Emu0,1239,2,2,2,2,9,44%,11%,44%,19 Nov 2015,26 Sep 2017,14:30
2627,nolastroyer,1239,2,2,-,3,6,83%,17%,-,24 Dec 2015,26 Sep 2017,14:30
2628,Wrenwyth,1239,2,-,3,5,14,57%,14%,29%,19 May 2016,26 Sep 2017,14:30
2629,Jaycen,1239,2,-,2,1,7,100%,-,-,24 Dec 2015,26 Sep 2017,14:30
2630,FretRider,1239,1,6,7,55,86,43%,27%,30%,03 Jan 2016,26 Sep 2017,14:30
2631,MasterHarkma,1239,1,5,7,16,24,79%,17%,4%,19 Oct 2015,26 Sep 2017,14:30
2632,br00dwich,1239,1,1,-,1,4,75%,-,25%,06 Oct 2015,26 Sep 2017,14:30
2633,jaberwocky,1239,1,1,-,2,4,75%,-,25%,11 Jun 2017,26 Sep 2017,14:30
2634,Gaunt,1239,-,1,2,4,13,54%,15%,31%,03 Aug 2017,26 Sep 2017,14:30
2635,Rozrabiaka,1239,-,1,2,2,6,83%,-,17%,04 Apr 2016,26 Sep 2017,14:30
2636,Hubbe,1239,-,1,1,1,11,36%,55%,9%,04 Dec 2015,26 Sep 2017,14:30
2637,Ned Ryerson,1239,-,1,1,1,2,100%,-,-,23 Oct 2015,26 Sep 2017,14:30
2638,Amyler,1239,-,1,-,3,4,75%,25%,-,10 Jun 2016,26 Sep 2017,14:30
2639,Mofo952,1239,-,1,-,2,2,100%,-,-,28 Feb 2017,26 Sep 2017,14:30
2640,wulfansur,1239,-,-,1,1,3,100%,-,-,22 Oct 2015,26 Sep 2017,14:30
2641,ProfessorPijp,1239,-,-,1,1,2,50%,-,50%,22 Sep 2016,26 Sep 2017,14:30
2642,Pbeit19,1238,13,6,2,3,32,91%,6%,3%,18 Oct 2015,26 Sep 2017,14:30
2643,theoak1ey,1238,9,4,2,57,63,63%,32%,5%,23 Dec 2015,26 Sep 2017,14:30
2644,Akraziatic,1238,5,4,5,21,41,66%,32%,2%,27 Apr 2016,26 Sep 2017,14:30
2645,Chrstian ejrmdlrr,1238,5,1,1,1,10,80%,10%,10%,27 Apr 2017,26 Sep 2017,14:30
2646,mytho01,1238,4,6,4,1,35,49%,6%,46%,21 Mar 2016,26 Sep 2017,14:30
2647,jedinja,1238,4,2,1,8,12,75%,17%,8%,07 Jan 2016,26 Sep 2017,14:30
2648,YOUR DAD,1238,4,1,-,2,8,88%,13%,-,21 Jan 2017,26 Sep 2017,14:30
2649,mirage27,1238,3,3,2,6,11,64%,9%,27%,22 Jul 2016,26 Sep 2017,14:30
2650,weasel527,1238,3,2,1,1,10,80%,20%,-,15 Oct 2015,26 Sep 2017,14:30
2651,Myqpalzm,1238,3,2,-,4,19,47%,16%,37%,02 Sep 2015,26 Sep 2017,14:30
2652,Varys,1238,3,2,-,8,12,75%,8%,17%,25 Dec 2015,26 Sep 2017,14:30
2653,Saulo,1238,3,-,3,5,12,92%,8%,-,15 Apr 2016,26 Sep 2017,14:30
2654,Hulksmash,1238,3,-,2,14,30,70%,30%,-,19 Oct 2015,26 Sep 2017,14:30
2655,KingDaddy2029,1238,2,2,-,2,6,83%,-,17%,21 Nov 2016,26 Sep 2017,14:30
2656,Msgisme,1238,2,1,1,3,5,80%,20%,-,09 Jan 2017,26 Sep 2017,14:30
2657,liammcel,1238,1,4,3,10,15,80%,13%,7%,07 Sep 2016,26 Sep 2017,14:30
2658,JimTheSG,1238,1,1,2,3,9,67%,11%,22%,07 Oct 2015,26 Sep 2017,14:30
2659,hotmike8,1238,1,-,2,1,5,100%,-,-,17 Dec 2015,26 Sep 2017,14:30
2660,Kleist,1238,1,-,-,2,5,80%,20%,-,09 Jan 2016,26 Sep 2017,14:30
2661,Triton,1238,1,-,-,1,1,100%,-,-,08 Oct 2015,26 Sep 2017,14:30
2662,Sprise,1238,-,5,4,17,23,74%,9%,17%,11 Nov 2015,26 Sep 2017,14:30
2663,blackoutbiz,1238,-,4,3,9,14,71%,21%,7%,20 Oct 2015,26 Sep 2017,14:30
2664,Rogue_dawg,1238,-,3,3,3,17,53%,29%,18%,02 Jul 2016,26 Sep 2017,14:30
2665,stockfish,1238,-,1,3,1,5,100%,-,-,25 Nov 2016,26 Sep 2017,14:30
2666,Exanthem,1238,-,1,-,5,7,71%,-,29%,09 Dec 2015,26 Sep 2017,14:30
2667,Quav,1238,-,1,-,1,2,100%,-,-,11 Apr 2017,26 Sep 2017,14:30
2668,Blunderbuss,1238,-,-,-,5,5,60%,20%,20%,10 Jun 2016,26 Sep 2017,14:30
2669,JcsLai,1237,7,3,1,2,21,81%,10%,10%,27 Nov 2016,26 Sep 2017,14:30
2670,CCheukKa,1237,5,6,1,1,30,70%,23%,7%,09 Mar 2017,26 Sep 2017,14:30
2671,geoffersmash,1237,5,2,1,4,12,100%,-,-,16 Oct 2015,26 Sep 2017,14:30
2672,Zolozol,1237,3,1,2,2,11,73%,18%,9%,01 Apr 2016,26 Sep 2017,14:30
2673,jackcookie9,1237,2,5,6,18,28,57%,18%,25%,17 Nov 2015,26 Sep 2017,14:30
2674,KenBlasters,1237,2,2,-,2,5,100%,-,-,18 Oct 2015,26 Sep 2017,14:30
2675,Minifig,1237,2,-,-,2,4,75%,25%,-,05 Oct 2015,26 Sep 2017,14:30
2676,Beourn,1237,1,3,-,3,5,80%,-,20%,09 Sep 2016,26 Sep 2017,14:30
2677,jamsoup,1237,1,2,2,1,8,63%,13%,25%,19 Oct 2015,26 Sep 2017,14:30
2678,Johnny Phoenix,1237,1,1,1,1,5,80%,20%,-,31 Oct 2015,26 Sep 2017,14:30
2679,Vapor,1237,1,-,-,1,4,100%,-,-,17 Oct 2015,26 Sep 2017,14:30
2680,rudder,1237,1,-,-,2,2,50%,-,50%,07 Apr 2017,26 Sep 2017,14:30
2681,HW02,1237,-,4,1,10,14,64%,29%,7%,17 Jan 2016,26 Sep 2017,14:30
2682,DrillerX,1237,-,3,-,8,14,64%,29%,7%,11 Jul 2016,26 Sep 2017,14:30
2683,littlerob84,1237,-,2,-,1,9,44%,44%,11%,17 Apr 2017,26 Sep 2017,14:30
2684,Raki,1237,-,1,1,2,4,50%,25%,25%,16 Aug 2017,26 Sep 2017,14:30
2685,BackWard,1237,-,1,-,1,4,75%,25%,-,01 Sep 2016,26 Sep 2017,14:30
2686,Joshwhitehead34,1237,-,-,1,1,5,60%,-,40%,06 Jan 2016,26 Sep 2017,14:30
2687,DoctorKins,1237,-,-,-,1,2,100%,-,-,15 Dec 2015,26 Sep 2017,14:30
2688,anilatiklik,1236,12,4,1,21,35,77%,9%,14%,16 Oct 2015,26 Sep 2017,14:30
2689,brianwonghy,1236,10,-,-,1,21,62%,14%,24%,17 Oct 2015,26 Sep 2017,14:30
2690,Blue November,1236,5,2,1,8,14,93%,-,7%,11 Nov 2015,26 Sep 2017,14:30
2691,Capitalist32,1236,4,-,2,2,9,67%,-,33%,23 Jan 2016,26 Sep 2017,14:30
2692,Doctorew,1236,3,1,1,10,16,50%,50%,-,27 Oct 2016,26 Sep 2017,14:30
2693,Victator,1236,2,2,4,5,11,82%,18%,-,02 Jan 2016,26 Sep 2017,14:30
2694,Nuclear Parrot,1236,2,1,2,4,14,79%,14%,7%,08 Feb 2016,26 Sep 2017,14:30
2695,Shift7,1236,2,1,-,2,6,83%,-,17%,03 Nov 2015,26 Sep 2017,14:30
2696,Termateddy,1236,2,-,1,2,10,70%,30%,-,15 Oct 2015,26 Sep 2017,14:30
2697,kaegogi,1236,2,-,1,2,7,86%,-,14%,16 Oct 2015,26 Sep 2017,14:30
2698,kefka296,1236,1,2,1,3,7,86%,-,14%,09 Nov 2015,26 Sep 2017,14:30
2699,Txals,1236,1,1,2,1,5,80%,20%,-,17 Oct 2015,26 Sep 2017,14:30
2700,CakeSniffer,1236,1,1,1,4,8,38%,25%,38%,02 Apr 2016,26 Sep 2017,14:30
2701,Bluezap,1236,1,1,1,1,4,75%,25%,-,26 Dec 2015,26 Sep 2017,14:30
2702,Dudeman500,1236,1,1,-,1,13,77%,-,23%,24 Oct 2015,26 Sep 2017,14:30
2703,Ashbrit,1236,1,1,-,4,4,75%,-,25%,14 Mar 2017,26 Sep 2017,14:30
2704,MagicPotato_17,1236,1,-,3,2,18,67%,11%,22%,19 Mar 2016,26 Sep 2017,14:30
2705,Lewsor,1236,1,-,-,1,4,100%,-,-,05 Oct 2015,26 Sep 2017,14:30
2706,Doomed,1236,-,2,-,4,5,80%,-,20%,23 Oct 2015,26 Sep 2017,14:30
2707,Pollo16,1236,-,1,4,10,20,95%,5%,-,06 Nov 2015,26 Sep 2017,14:30
2708,GoGo,1236,-,1,-,4,5,80%,20%,-,16 Oct 2015,26 Sep 2017,14:30
2709,ejc7078,1236,-,-,2,4,8,38%,63%,-,18 Oct 2015,26 Sep 2017,14:30
2710,willfite,1236,-,-,1,1,3,100%,-,-,29 Oct 2016,26 Sep 2017,14:30
2711,Reflux,1236,-,-,1,2,3,67%,-,33%,14 Oct 2015,26 Sep 2017,14:30
2712,McRodo,1236,-,-,1,1,2,100%,-,-,15 Oct 2015,26 Sep 2017,14:30
2713,War Zzone,1236,-,-,1,1,1,-,-,100%,28 Oct 2015,26 Sep 2017,14:30
2714,Captain Oarsome,1236,-,-,-,1,5,60%,20%,20%,11 Nov 2015,26 Sep 2017,14:30
2715,UnlikelySober,1235,5,-,1,1,8,100%,-,-,05 Jan 2016,26 Sep 2017,14:30
2716,Southpaw002,1235,4,3,5,12,23,74%,4%,22%,13 Apr 2017,26 Sep 2017,14:30
2717,ReyRey,1235,4,2,3,7,22,86%,14%,-,22 Dec 2015,26 Sep 2017,14:30
2718,Thekindking,1235,3,1,2,13,20,65%,35%,-,19 Oct 2015,26 Sep 2017,14:30
2719,mnefstead,1235,2,2,3,8,12,83%,17%,-,31 Oct 2015,26 Sep 2017,14:30
2720,Goobersmack,1235,1,2,5,18,21,86%,5%,10%,08 May 2016,26 Sep 2017,14:30
2721,Tiax,1235,1,2,-,2,8,63%,-,38%,08 Nov 2015,26 Sep 2017,14:30
2722,SKLTN,1235,1,1,3,1,8,63%,25%,13%,26 Dec 2015,26 Sep 2017,14:30
2723,Boratus,1235,1,1,2,5,12,92%,8%,-,04 Jan 2017,26 Sep 2017,14:30
2724,EpicGrandpa,1235,1,1,1,2,11,91%,-,9%,01 Dec 2015,26 Sep 2017,14:30
2725,Jojokiller24,1235,1,1,1,2,6,83%,17%,-,10 Apr 2017,26 Sep 2017,14:30
2726,Salty Pete,1235,1,-,1,2,9,44%,11%,44%,23 Nov 2015,26 Sep 2017,14:30
2727,lessthanjoey,1235,1,-,1,1,3,67%,-,33%,19 Dec 2015,26 Sep 2017,14:30
2728,Bamanan,1235,1,-,1,1,2,100%,-,-,01 Feb 2017,26 Sep 2017,14:30
2729,SWEETtea,1235,1,-,-,6,6,67%,33%,-,06 Dec 2015,26 Sep 2017,14:30
2730,aetous,1235,1,-,-,1,2,100%,-,-,15 Oct 2015,26 Sep 2017,14:30
2731,Indri,1235,-,2,2,8,18,67%,17%,17%,19 Sep 2016,26 Sep 2017,14:30
2732,mandyEstep,1235,-,1,1,1,2,100%,-,-,01 Mar 2016,26 Sep 2017,14:30
2733,Mtndude,1235,-,1,-,1,8,38%,50%,13%,05 May 2017,26 Sep 2017,14:30
2734,vivelame,1235,-,-,2,4,5,80%,20%,-,21 Oct 2015,26 Sep 2017,14:30
2735,Buzka,1235,-,-,2,1,2,100%,-,-,16 Oct 2015,26 Sep 2017,14:30
2736,Tante Yvette,1235,-,-,1,2,6,100%,-,-,27 Jun 2017,26 Sep 2017,14:30
2737,smallporgies,1235,-,-,1,1,4,75%,25%,-,15 Oct 2015,26 Sep 2017,14:30
2738,tayqualls,1235,-,-,-,2,2,-,50%,50%,02 Jun 2016,26 Sep 2017,14:30
2739,zess,1234,8,5,4,17,31,61%,19%,19%,30 Oct 2015,26 Sep 2017,14:30
2740,badatwurdgames,1234,6,4,1,2,12,92%,-,8%,17 Oct 2015,26 Sep 2017,14:30
2741,givani30,1234,5,-,1,2,9,78%,-,22%,15 Oct 2015,26 Sep 2017,14:30
2742,TheSkyFlier,1234,4,-,1,3,9,100%,-,-,08 Apr 2017,26 Sep 2017,14:30
2743,Val-Tyr,1234,3,1,1,1,7,86%,-,14%,14 Dec 2015,26 Sep 2017,14:30
2744,Gproud,1234,2,4,-,1,8,88%,13%,-,15 Oct 2015,26 Sep 2017,14:30
2745,Ruslian,1234,2,3,2,11,20,75%,15%,10%,22 Nov 2015,26 Sep 2017,14:30
2746,Ben Genesis,1234,2,2,2,9,15,73%,13%,13%,19 Oct 2015,26 Sep 2017,14:30
2747,Clayman5000,1234,2,1,1,4,15,60%,13%,27%,25 Nov 2015,26 Sep 2017,14:30
2748,Fishy19,1234,2,1,1,1,6,100%,-,-,19 Oct 2015,26 Sep 2017,14:30
2749,michael bono,1234,2,1,-,1,10,70%,20%,10%,20 Oct 2015,26 Sep 2017,14:30
2750,Shuffletruffle,1234,2,1,-,1,5,60%,20%,20%,28 Dec 2015,26 Sep 2017,14:30
2751,Asclepius,1234,2,-,1,2,4,100%,-,-,17 Oct 2015,26 Sep 2017,14:30
2752,The Original Pancake,1234,2,-,-,1,4,100%,-,-,22 Jul 2017,26 Sep 2017,14:30
2753,OrangeGills,1234,1,2,3,9,17,71%,29%,-,01 Nov 2015,26 Sep 2017,14:30
2754,dheath3266,1234,1,-,1,1,2,100%,-,-,19 Oct 2015,26 Sep 2017,14:30
2755,novedrumm,1234,1,-,-,1,4,50%,25%,25%,03 Nov 2015,26 Sep 2017,14:30
2756,Eduardo X,1234,-,1,1,1,3,100%,-,-,15 Oct 2015,26 Sep 2017,14:30
2757,Wooders123,1234,-,1,1,1,2,100%,-,-,22 Oct 2015,26 Sep 2017,14:30
2758,gnarlywhal,1234,-,1,-,5,6,83%,17%,-,16 Oct 2015,26 Sep 2017,14:30
2759,Jules,1234,-,1,-,1,1,100%,-,-,22 Apr 2014,26 Sep 2017,14:30
2760,Mattman75,1234,-,-,2,2,7,57%,29%,14%,18 Nov 2016,26 Sep 2017,14:30
2761,Veryverygoodplayer,1234,-,-,1,1,4,50%,25%,25%,25 Nov 2015,26 Sep 2017,14:30
2762,DanjelRicci,1234,-,-,1,1,3,33%,33%,33%,15 Oct 2015,26 Sep 2017,14:30
2763,True GrAViTy,1234,-,-,-,1,5,20%,20%,60%,05 Jul 2016,26 Sep 2017,14:30
2764,Ssddenus,1234,-,-,-,4,4,100%,-,-,14 Mar 2017,26 Sep 2017,14:30
2765,Macowulf,1234,-,-,-,1,2,100%,-,-,06 Oct 2015,26 Sep 2017,14:30
2766,loveDloveDlove,1234,-,-,-,1,1,100%,-,-,01 Nov 2015,26 Sep 2017,14:30
2767,LordRutz,1233,7,2,1,4,18,94%,6%,-,09 Oct 2016,26 Sep 2017,14:30
2768,Fyfebro,1233,4,2,-,4,8,75%,-,25%,16 Oct 2015,26 Sep 2017,14:30
2769,PocketAces,1233,3,7,-,13,23,70%,4%,26%,12 Jan 2017,26 Sep 2017,14:30
2770,gluand,1233,3,2,-,2,6,67%,-,33%,20 Oct 2015,26 Sep 2017,14:30
2771,GrewSome,1233,2,1,1,8,10,60%,10%,30%,24 Oct 2015,26 Sep 2017,14:30
2772,Maggot,1233,2,1,-,1,8,50%,38%,13%,15 Jul 2016,26 Sep 2017,14:30
2773,Vossy,1233,1,4,2,2,19,68%,26%,5%,05 Apr 2016,26 Sep 2017,14:30
2774,BSG76,1233,1,2,2,13,21,57%,29%,14%,14 Jan 2016,26 Sep 2017,14:30
2775,Pyrodioxide,1233,1,2,2,2,8,88%,13%,-,24 Mar 2016,26 Sep 2017,14:30
2776,crazytimtim,1233,1,1,1,1,4,100%,-,-,21 Oct 2015,26 Sep 2017,14:30
2777,SirAdmiralKensington,1233,1,-,-,2,4,50%,25%,25%,12 Oct 2016,26 Sep 2017,14:30
2778,shim,1233,-,3,1,5,11,73%,18%,9%,02 Jan 2016,26 Sep 2017,14:30
2779,The Omega,1233,-,2,-,2,10,50%,10%,40%,11 Mar 2016,26 Sep 2017,14:30
2780,Arsekicker,1233,-,1,2,15,34,9%,3%,88%,15 Feb 2016,26 Sep 2017,14:30
2781,Moroszkin,1233,-,-,3,4,9,78%,22%,-,29 Jul 2015,26 Sep 2017,14:30
2782,LoneStranger,1233,-,-,1,1,3,67%,33%,-,16 Oct 2015,26 Sep 2017,14:30
2783,DragonOfTheShadows,1233,-,-,1,1,1,100%,-,-,29 Sep 2015,26 Sep 2017,14:30
2784,isaacdies,1233,-,-,-,2,5,60%,20%,20%,07 Apr 2016,26 Sep 2017,14:30
2785,PlebPleb,1233,-,-,-,1,4,75%,-,25%,23 Aug 2016,26 Sep 2017,14:30
2786,Sindaly,1232,10,6,3,1,21,100%,-,-,31 Oct 2015,26 Sep 2017,14:30
2787,Carmasem,1232,8,3,2,4,28,68%,11%,21%,18 Oct 2015,26 Sep 2017,14:30
2788,Donngall,1232,4,3,1,11,19,58%,26%,16%,15 Oct 2015,26 Sep 2017,14:30
2789,Cuhmtastic,1232,4,-,-,1,5,100%,-,-,20 Aug 2016,26 Sep 2017,14:30
2790,LazyTurtle,1232,3,3,2,2,10,100%,-,-,25 Jan 2016,26 Sep 2017,14:30
2791,FreedomWing,1232,3,1,1,11,15,60%,20%,20%,09 Nov 2015,26 Sep 2017,14:30
2792,EnderGamer,1232,3,1,-,4,11,82%,18%,-,23 Sep 2016,26 Sep 2017,14:30
2793,Vincentz,1232,3,-,1,1,5,100%,-,-,18 Jan 2016,26 Sep 2017,14:30
