rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
706,Scottimus,1380,1,5,-,10,11,73%,27%,-,01 May 2017,28 Sep 2017,16:25
707,PassTheCheeze,1379,18,15,4,18,55,87%,7%,5%,14 Feb 2016,28 Sep 2017,16:25
708,jakeinmn,1379,9,2,-,5,15,93%,7%,-,31 Dec 2015,28 Sep 2017,16:25
709,CryptiK,1379,4,4,1,5,13,85%,-,15%,19 Oct 2015,28 Sep 2017,16:25
710,Mance,1379,4,1,2,4,9,100%,-,-,17 Nov 2015,28 Sep 2017,16:25
711,CarolusRex,1379,3,1,-,5,8,100%,-,-,23 Oct 2015,28 Sep 2017,16:25
712,Bumpsinthenight,1379,2,1,1,6,9,78%,11%,11%,31 May 2017,28 Sep 2017,16:25
713,zsy3926,1378,16,2,2,22,46,80%,11%,9%,26 Jan 2016,28 Sep 2017,16:25
714,O-BOY,1378,8,13,12,53,70,67%,26%,7%,17 Oct 2015,28 Sep 2017,16:25
715,CAROLUS,1378,7,3,3,9,16,88%,-,13%,27 Jan 2016,28 Sep 2017,16:25
716,wolbu2,1378,6,5,8,32,41,66%,24%,10%,23 Oct 2015,28 Sep 2017,16:25
717,LT87,1378,6,2,1,3,12,92%,-,8%,18 Jan 2016,28 Sep 2017,16:25
718,ZachGhost,1378,6,-,2,5,9,89%,11%,-,14 Oct 2015,28 Sep 2017,16:25
719,Meinhard Kreiger,1378,5,1,2,9,15,87%,7%,7%,17 Oct 2015,28 Sep 2017,16:25
720,Kissinger,1378,4,-,-,5,6,83%,-,17%,04 Nov 2015,28 Sep 2017,16:25
721,Parmesan,1378,3,2,4,11,16,81%,-,19%,17 Oct 2015,28 Sep 2017,16:25
722,Teee,1378,2,4,1,7,11,91%,9%,-,15 Feb 2016,28 Sep 2017,16:25
723,Bingo Folly,1378,2,2,2,10,12,92%,8%,-,26 Jan 2016,28 Sep 2017,16:25
724,Tommiev,1377,7,3,1,18,23,74%,17%,9%,24 Sep 2016,28 Sep 2017,16:25
725,Lync,1377,6,-,3,14,16,94%,6%,-,21 Oct 2015,28 Sep 2017,16:25
726,Pummeluff,1377,3,1,1,7,9,78%,-,22%,26 Jun 2017,28 Sep 2017,16:25
727,jayjay95,1376,12,24,15,62,95,75%,12%,14%,08 Dec 2015,28 Sep 2017,16:25
728,Quinz,1376,12,6,3,34,45,69%,18%,13%,29 Jun 2016,28 Sep 2017,16:25
729,Pacioli,1376,9,2,4,23,27,78%,22%,-,21 Aug 2016,28 Sep 2017,16:25
730,Ambros,1376,3,6,1,5,12,92%,8%,-,23 Nov 2016,28 Sep 2017,16:25
731,Sith,1376,3,1,-,6,10,70%,20%,10%,23 Apr 2016,28 Sep 2017,16:25
732,Blacktooth,1376,2,3,2,5,8,100%,-,-,22 Dec 2015,28 Sep 2017,16:25
733,MatthewDrinkall,1375,39,11,2,31,80,78%,11%,11%,13 Jul 2016,28 Sep 2017,16:25
734,AlanTheTraitor,1375,9,6,7,8,37,78%,19%,3%,25 Feb 2016,28 Sep 2017,16:25
735,Totallynotjoey,1375,8,2,3,7,27,70%,30%,-,24 Aug 2016,28 Sep 2017,16:25
736,Sokun,1375,7,8,10,40,54,69%,28%,4%,24 Oct 2015,28 Sep 2017,16:25
737,carrot,1375,4,1,2,3,10,90%,10%,-,21 Dec 2015,28 Sep 2017,16:25
738,OffRegularly,1375,4,1,-,6,6,83%,17%,-,04 Jul 2017,28 Sep 2017,16:25
739,StrategyYoung,1375,3,3,3,12,17,88%,6%,6%,23 Jun 2016,28 Sep 2017,16:25
740,Sarker,1375,3,3,2,11,12,83%,17%,-,15 Jan 2016,28 Sep 2017,16:25
741,Sirlt,1375,3,3,2,6,10,90%,-,10%,04 Feb 2017,28 Sep 2017,16:25
742,ISergeich,1375,2,1,2,5,9,78%,22%,-,02 Jan 2016,28 Sep 2017,16:25
743,Secondary Character,1375,2,-,3,4,8,88%,13%,-,07 Nov 2015,28 Sep 2017,16:25
744,Mancub,1374,6,5,3,12,24,83%,13%,4%,21 Jan 2016,28 Sep 2017,16:25
745,biteapple777,1374,5,2,2,3,13,92%,-,8%,15 Nov 2015,28 Sep 2017,16:25
746,Dustcounter,1374,4,2,5,7,14,93%,7%,-,09 Dec 2015,28 Sep 2017,16:25
747,Psilok,1374,3,2,2,8,12,75%,8%,17%,16 Sep 2016,28 Sep 2017,16:25
748,Orik,1374,3,1,-,5,10,90%,10%,-,07 Nov 2015,28 Sep 2017,16:25
749,Darth Peanut,1374,2,3,-,7,12,92%,8%,-,25 Jan 2017,28 Sep 2017,16:25
750,Larkin,1374,1,2,3,12,16,81%,19%,-,14 Mar 2016,28 Sep 2017,16:25
751,wutters,1373,7,3,4,11,40,83%,15%,3%,27 Feb 2016,28 Sep 2017,16:25
752,MasterTomNL,1373,6,2,2,5,15,100%,-,-,15 Nov 2015,28 Sep 2017,16:25
753,Swift63,1373,4,5,-,8,15,80%,20%,-,11 Jun 2016,28 Sep 2017,16:25
754,Rung,1373,4,3,3,14,15,100%,-,-,12 Apr 2017,28 Sep 2017,16:25
755,Gingercat,1373,2,5,3,19,33,64%,30%,6%,24 Feb 2016,28 Sep 2017,16:25
756,Houdinii,1372,5,1,2,8,13,77%,15%,8%,19 Oct 2015,28 Sep 2017,16:25
757,RAUTEC,1372,4,5,1,12,16,94%,6%,-,14 Feb 2017,28 Sep 2017,16:25
758,MysticBob,1372,4,3,-,12,17,71%,18%,12%,27 Dec 2015,28 Sep 2017,16:25
759,Poksi,1372,4,2,1,5,9,100%,-,-,04 Nov 2015,28 Sep 2017,16:25
760,Buckley,1372,2,1,2,5,8,88%,-,13%,05 Dec 2015,28 Sep 2017,16:25
761,Hydroholic,1372,1,2,2,5,8,75%,25%,-,01 Dec 2015,28 Sep 2017,16:25
762,Hiley,1371,11,14,3,18,41,80%,12%,7%,10 Nov 2015,28 Sep 2017,16:25
763,Champinoman,1371,8,5,3,7,26,88%,8%,4%,17 Feb 2015,28 Sep 2017,16:25
764,KRamz,1371,8,4,2,11,25,76%,16%,8%,17 Dec 2015,28 Sep 2017,16:25
765,Rear Admiral,1371,2,2,1,6,9,100%,-,-,17 Jul 2016,28 Sep 2017,16:25
766,Slapslappy,1371,1,2,3,7,14,86%,-,14%,16 May 2017,28 Sep 2017,16:25
767,SnowMexican,1371,-,-,-,2,3,100%,-,-,22 Nov 2016,28 Sep 2017,16:25
768,MathWhiz9,1370,29,32,34,68,278,74%,19%,8%,18 Oct 2015,28 Sep 2017,16:25
769,bolter,1370,9,7,4,21,35,77%,9%,14%,07 Oct 2015,28 Sep 2017,16:25
770,gigisaw,1370,8,6,7,9,40,75%,-,25%,14 Oct 2015,28 Sep 2017,16:25
771,Simon29,1370,8,5,8,13,43,88%,9%,2%,26 Aug 2016,28 Sep 2017,16:25
772,Slaughterhouse,1370,7,2,1,17,22,68%,32%,-,06 Nov 2016,28 Sep 2017,16:25
773,RoadKiehl,1370,6,6,5,16,50,64%,26%,10%,15 Aug 2015,28 Sep 2017,16:25
774,ahnmi,1370,3,5,7,16,36,92%,6%,3%,28 Oct 2015,28 Sep 2017,16:25
775,Cuir,1370,2,2,2,4,7,86%,14%,-,02 Jan 2016,28 Sep 2017,16:25
776,sharp,1370,2,2,-,8,10,90%,10%,-,21 Oct 2015,28 Sep 2017,16:25
777,Billy the Fish,1370,1,4,2,3,9,89%,-,11%,03 Jun 2017,28 Sep 2017,16:25
778,akloose,1370,1,3,1,6,7,100%,-,-,09 Dec 2015,28 Sep 2017,16:25
779,JanitorialDuties,1369,25,20,19,42,120,70%,12%,18%,16 Oct 2015,28 Sep 2017,16:25
780,Benzedreene,1369,7,4,1,5,17,82%,6%,12%,06 May 2016,28 Sep 2017,16:25
781,Zyxe,1369,6,8,7,6,39,92%,8%,-,30 Oct 2015,28 Sep 2017,16:25
782,jogadice,1369,6,1,4,32,37,54%,38%,8%,01 Apr 2016,28 Sep 2017,16:25
783,CobraCommander,1369,-,2,1,7,7,86%,-,14%,18 Dec 2015,28 Sep 2017,16:25
784,Khalooz,1368,11,6,2,9,28,82%,14%,4%,21 Apr 2016,28 Sep 2017,16:25
785,SN3AKY JACKAL,1368,7,6,5,9,28,86%,14%,-,28 Oct 2015,28 Sep 2017,16:25
786,Yipikaye_MF,1368,7,-,2,23,24,83%,17%,-,29 Mar 2017,28 Sep 2017,16:25
787,Thomberto,1368,6,-,5,15,27,81%,15%,4%,24 Oct 2015,28 Sep 2017,16:25
788,GhostfaceKillah,1368,5,6,1,12,20,90%,10%,-,17 Oct 2015,28 Sep 2017,16:25
789,Kerveruz,1368,5,1,-,2,12,75%,-,25%,10 Nov 2015,28 Sep 2017,16:25
790,gianlucasolcia,1368,4,8,3,19,29,66%,14%,21%,14 May 2016,28 Sep 2017,16:25
791,Behelzibub,1368,2,5,-,3,21,57%,29%,14%,16 Oct 2016,28 Sep 2017,16:25
792,Stannis_Baratheon,1367,25,27,20,61,123,85%,11%,3%,02 Mar 2015,28 Sep 2017,16:25
793,theredjacket,1367,23,10,-,14,42,93%,7%,-,07 Aug 2016,28 Sep 2017,16:25
794,Dyakoff,1367,11,-,-,5,19,79%,21%,-,15 Oct 2015,28 Sep 2017,16:25
795,Audacity,1367,6,3,2,7,23,83%,17%,-,11 Nov 2015,28 Sep 2017,16:25
796,gnorts87,1367,4,9,6,21,30,87%,3%,10%,04 Mar 2016,28 Sep 2017,16:25
797,abyss1,1367,4,1,-,3,6,100%,-,-,08 Feb 2016,28 Sep 2017,16:25
798,mattrob77,1367,2,1,1,4,6,83%,17%,-,11 Feb 2017,28 Sep 2017,16:25
799,Snakez0r,1367,1,2,2,7,11,91%,9%,-,22 Oct 2015,28 Sep 2017,16:25
800,U319,1366,9,7,13,68,92,66%,32%,2%,09 Feb 2016,28 Sep 2017,16:25
801,raffi5,1366,8,5,9,46,63,75%,24%,2%,17 Nov 2015,28 Sep 2017,16:25
802,Riptide,1366,8,2,3,4,15,93%,7%,-,26 Dec 2015,28 Sep 2017,16:25
803,Dr Jandeth,1366,5,10,1,14,28,68%,14%,18%,17 Oct 2015,28 Sep 2017,16:25
804,Shaolin,1366,4,4,3,6,14,93%,7%,-,16 Jan 2016,28 Sep 2017,16:25
805,layze23,1366,3,4,-,9,16,69%,6%,25%,01 Nov 2015,28 Sep 2017,16:25
806,Sanders Life,1366,3,1,-,4,8,75%,13%,13%,20 Mar 2016,28 Sep 2017,16:25
807,Murph1116,1366,2,5,2,10,16,94%,6%,-,23 Apr 2017,28 Sep 2017,16:25
808,Ragnar Welsh,1366,2,3,2,6,9,100%,-,-,17 Oct 2015,28 Sep 2017,16:25
809,Chipmunk1135,1366,2,-,-,4,7,86%,14%,-,30 Jun 2017,28 Sep 2017,16:25
810,Fr4ncoi,1366,1,4,1,12,17,82%,6%,12%,15 Oct 2015,28 Sep 2017,16:25
811,Aclonicy,1365,23,7,5,7,53,83%,15%,2%,18 Oct 2015,28 Sep 2017,16:25
812,Tstump,1365,18,14,6,38,66,80%,14%,6%,24 Oct 2015,28 Sep 2017,16:25
813,crunchyroll,1365,8,5,2,15,22,77%,9%,14%,08 Feb 2016,28 Sep 2017,16:25
814,Niva,1365,7,6,2,5,25,100%,-,-,07 Nov 2014,28 Sep 2017,16:25
815,Lizzard,1365,3,3,4,13,19,84%,-,16%,16 Dec 2015,28 Sep 2017,16:25
816,Nobody Special,1365,2,3,-,12,16,94%,6%,-,31 Oct 2015,28 Sep 2017,16:25
817,CptJimmyJohn,1364,11,16,5,20,45,93%,2%,4%,10 Aug 2016,28 Sep 2017,16:25
818,jvan,1364,9,11,2,33,52,87%,13%,-,07 Jul 2015,28 Sep 2017,16:25
819,Phoenix Burner,1364,4,1,-,2,6,83%,17%,-,08 Oct 2016,28 Sep 2017,16:25
820,Hebbrew017,1363,7,6,3,7,25,76%,8%,16%,20 Oct 2015,28 Sep 2017,16:25
821,Horace,1363,6,7,1,12,22,91%,9%,-,12 Dec 2016,28 Sep 2017,16:25
822,keitzer,1363,5,4,4,22,42,67%,17%,17%,17 Oct 2015,28 Sep 2017,16:25
823,Granthor,1363,4,1,1,5,8,88%,-,13%,15 Oct 2015,28 Sep 2017,16:25
824,Nathanamus,1363,3,2,-,4,6,83%,17%,-,18 Oct 2015,28 Sep 2017,16:25
825,lawofdan,1363,3,-,2,6,7,100%,-,-,19 Oct 2015,28 Sep 2017,16:25
826,Fourthwolf,1363,3,-,-,2,4,100%,-,-,19 Oct 2015,28 Sep 2017,16:25
827,Inflictor,1363,2,3,-,4,5,100%,-,-,21 Aug 2016,28 Sep 2017,16:25
828,BadRawley,1363,2,-,1,4,8,100%,-,-,13 Feb 2016,28 Sep 2017,16:25
829,Richie,1363,1,2,3,9,13,85%,8%,8%,29 Nov 2015,28 Sep 2017,16:25
830,GoatzyFish00,1363,1,2,-,6,6,50%,-,50%,27 Oct 2016,28 Sep 2017,16:25
831,Kettle,1363,1,1,-,2,6,33%,50%,17%,18 Dec 2015,28 Sep 2017,16:25
832,Maaike,1362,21,13,4,72,78,78%,15%,6%,21 Feb 2016,28 Sep 2017,16:25
833,Xcfox,1362,7,4,5,6,26,88%,4%,8%,13 Jan 2016,28 Sep 2017,16:25
834,Ashramcio,1362,4,1,-,12,17,65%,35%,-,12 Jan 2016,28 Sep 2017,16:25
835,DominicH,1362,3,9,5,15,38,95%,-,5%,06 Apr 2016,28 Sep 2017,16:25
836,Sacred Penguin,1362,-,3,2,8,10,80%,10%,10%,17 May 2016,28 Sep 2017,16:25
837,DarthBiden,1361,12,6,5,7,34,91%,6%,3%,21 Oct 2015,28 Sep 2017,16:25
838,Dr Hooper,1361,10,14,7,29,45,82%,11%,7%,10 Jan 2016,28 Sep 2017,16:25
839,Der mit dem D,1361,5,-,1,6,9,89%,-,11%,02 Jan 2017,28 Sep 2017,16:25
840,yuvaln1,1361,3,3,-,7,10,80%,10%,10%,08 Nov 2015,28 Sep 2017,16:25
841,HarryDG,1361,3,2,-,3,11,55%,-,45%,15 Oct 2015,28 Sep 2017,16:25
842,HeyitsBirdie,1361,2,1,1,2,4,100%,-,-,18 Oct 2015,28 Sep 2017,16:25
843,KDR262229,1361,-,4,4,9,16,75%,13%,13%,02 Jan 2016,28 Sep 2017,16:25
844,psychogorilla,1360,22,9,6,69,84,73%,14%,13%,11 Apr 2016,28 Sep 2017,16:25
845,Burritos,1360,15,24,9,36,91,86%,8%,7%,30 Oct 2015,28 Sep 2017,16:25
846,Sultan-Mukhtar,1360,10,15,13,110,113,79%,19%,2%,23 Oct 2015,28 Sep 2017,16:25
847,Parlo,1360,9,5,2,6,23,83%,9%,9%,11 Feb 2016,28 Sep 2017,16:25
848,c45h80,1360,5,4,4,10,25,96%,-,4%,20 Sep 2016,28 Sep 2017,16:25
849,TheJuggernaut,1360,3,3,1,8,13,92%,-,8%,20 Oct 2015,28 Sep 2017,16:25
850,Fuuton,1360,1,2,-,4,8,75%,-,25%,16 Oct 2015,28 Sep 2017,16:25
851,mocoso,1360,1,1,3,5,8,100%,-,-,26 Oct 2016,28 Sep 2017,16:25
852,Ptricky,1359,15,1,1,30,48,71%,25%,4%,15 Feb 2016,28 Sep 2017,16:25
853,mechnician,1359,5,4,4,16,34,76%,15%,9%,14 Jul 2017,28 Sep 2017,16:25
854,Funkapotomus,1359,5,4,-,11,15,87%,13%,-,22 Oct 2015,28 Sep 2017,16:25
855,starrynight,1359,5,2,1,6,13,85%,-,15%,23 Jun 2016,28 Sep 2017,16:25
856,LancasterJ6,1359,4,1,-,2,6,100%,-,-,16 Oct 2015,28 Sep 2017,16:25
857,lostivale,1359,-,2,2,12,13,69%,31%,-,17 Oct 2015,28 Sep 2017,16:25
858,JustNeef,1359,-,-,4,8,11,91%,-,9%,14 Oct 2015,28 Sep 2017,16:25
859,drpecker26,1358,8,6,1,10,29,69%,10%,21%,02 Mar 2015,28 Sep 2017,16:25
860,Slashobi,1358,7,7,2,18,26,85%,8%,8%,19 Oct 2015,28 Sep 2017,16:25
861,IHivAids,1358,7,1,2,22,36,56%,25%,19%,13 Feb 2016,28 Sep 2017,16:25
862,Adolphin Hitler,1358,4,5,3,17,23,100%,-,-,26 Oct 2015,28 Sep 2017,16:25
863,Wildman_TX,1357,6,8,4,31,39,62%,26%,13%,12 Mar 2016,28 Sep 2017,16:25
864,Alts,1357,6,4,4,8,28,82%,14%,4%,12 May 2015,28 Sep 2017,16:25
865,ProficieNt,1357,6,-,2,13,15,87%,13%,-,03 Sep 2016,28 Sep 2017,16:25
866,FAILURE TO GIFT,1357,2,1,-,6,6,83%,17%,-,19 Jul 2017,28 Sep 2017,16:25
867,Lonecharger,1356,9,3,1,6,18,72%,11%,17%,19 Oct 2015,28 Sep 2017,16:25
868,Grumpy77,1356,7,3,6,16,33,82%,6%,12%,09 Dec 2016,28 Sep 2017,16:25
869,Evilkufu,1356,5,2,2,11,16,63%,25%,13%,25 May 2017,28 Sep 2017,16:25
870,RickyJJ,1356,4,5,-,3,9,100%,-,-,13 Oct 2015,28 Sep 2017,16:25
871,Jermany,1356,3,7,4,14,21,81%,14%,5%,14 Oct 2015,28 Sep 2017,16:25
872,lyds,1356,2,7,2,15,20,90%,10%,-,24 Oct 2015,28 Sep 2017,16:25
873,Banzi,1356,1,1,2,3,4,100%,-,-,04 May 2016,28 Sep 2017,16:25
874,Daddy Foxx,1355,14,11,5,31,57,77%,5%,18%,23 Oct 2015,28 Sep 2017,16:25
875,GmSang,1355,11,11,7,5,38,84%,5%,11%,11 Jul 2016,28 Sep 2017,16:25
876,MysticMushroom,1355,11,-,-,19,31,68%,26%,6%,11 Apr 2016,28 Sep 2017,16:25
877,Emissary,1355,5,1,5,12,22,86%,9%,5%,07 Apr 2016,28 Sep 2017,16:25
878,Lord Hobbs,1355,3,10,20,47,100,79%,7%,14%,18 Oct 2015,28 Sep 2017,16:25
879,jonschmiddy,1355,3,2,-,5,8,100%,-,-,31 Oct 2015,28 Sep 2017,16:25
880,Leeeeeroooooy,1355,3,-,2,4,8,100%,-,-,18 Feb 2016,28 Sep 2017,16:25
881,Hahaplayer01,1354,6,7,4,28,36,72%,22%,6%,19 May 2016,28 Sep 2017,16:25
882,gsmoove,1354,4,-,1,5,6,83%,17%,-,11 Mar 2016,28 Sep 2017,16:25
883,Blitzen,1354,3,2,3,20,25,60%,28%,12%,11 Mar 2016,28 Sep 2017,16:25
884,BlueFourGolf,1354,2,2,4,8,17,82%,18%,-,15 Oct 2015,28 Sep 2017,16:25
885,gaso,1353,13,6,-,19,41,83%,-,17%,17 Oct 2015,28 Sep 2017,16:25
886,LimaDelta,1353,6,7,5,17,29,79%,14%,7%,12 Jan 2016,28 Sep 2017,16:25
887,Skilpatr,1353,5,7,6,16,32,75%,16%,9%,17 Mar 2016,28 Sep 2017,16:25
888,BumontheRun,1353,5,5,2,5,16,81%,13%,6%,27 Oct 2015,28 Sep 2017,16:25
889,MrBigglesworhEsq,1353,5,3,4,16,21,71%,19%,10%,23 Oct 2015,28 Sep 2017,16:25
890,Bilbil Baggins,1353,5,3,3,5,19,84%,11%,5%,03 Jul 2016,28 Sep 2017,16:25
891,Dustbuddy,1353,5,3,2,19,23,70%,26%,4%,23 Oct 2015,28 Sep 2017,16:25
892,RockandRoll,1353,4,1,2,8,12,83%,17%,-,14 Jun 2017,28 Sep 2017,16:25
893,Socherball,1353,2,3,6,13,22,82%,14%,5%,22 Oct 2015,28 Sep 2017,16:25
894,TonyStark,1353,2,2,-,6,8,88%,13%,-,24 Jan 2016,28 Sep 2017,16:25
895,BigLargeMcHuge,1353,1,3,1,6,9,56%,11%,33%,27 Jul 2016,28 Sep 2017,16:25
896,Freshjive,1353,1,2,-,2,5,60%,20%,20%,03 Nov 2015,28 Sep 2017,16:25
897,Pondy,1352,10,6,14,48,62,85%,15%,-,17 Oct 2015,28 Sep 2017,16:25
898,xy2set,1352,7,3,2,6,18,100%,-,-,23 Apr 2016,28 Sep 2017,16:25
899,sl8r,1352,3,5,-,8,17,82%,18%,-,25 Sep 2016,28 Sep 2017,16:25
900,Ouroboros,1352,2,2,4,8,12,67%,25%,8%,14 Oct 2015,28 Sep 2017,16:25
901,Mo0r,1352,2,2,-,3,8,88%,13%,-,09 Nov 2015,28 Sep 2017,16:25
902,Noah,1352,2,1,-,2,3,100%,-,-,16 Oct 2015,28 Sep 2017,16:25
903,Robot Starling,1352,2,-,1,3,4,75%,-,25%,15 Aug 2017,28 Sep 2017,16:25
904,Exonto,1352,1,3,3,9,11,91%,-,9%,20 Oct 2015,28 Sep 2017,16:25
905,CrazyFatt3rs,1352,1,2,1,7,13,92%,8%,-,17 Mar 2016,28 Sep 2017,16:25
906,CapIAN,1352,1,2,1,3,5,80%,-,20%,16 Oct 2015,28 Sep 2017,16:25
907,genericzombie,1351,4,2,1,11,15,67%,13%,20%,22 Oct 2015,28 Sep 2017,16:25
908,Smerbev,1351,4,1,3,6,10,90%,10%,-,13 Oct 2015,28 Sep 2017,16:25
909,schaffet90,1351,4,1,2,4,11,100%,-,-,21 Dec 2015,28 Sep 2017,16:25
910,Jake1898,1351,2,3,2,13,16,81%,19%,-,03 Feb 2017,28 Sep 2017,16:25
911,john paul jones,1351,-,6,-,9,19,95%,-,5%,04 Dec 2015,28 Sep 2017,16:25
912,Bassounds,1350,8,2,5,30,33,70%,21%,9%,24 Oct 2015,28 Sep 2017,16:25
913,Skylight,1350,6,-,1,9,12,67%,25%,8%,19 Oct 2015,28 Sep 2017,16:25
914,Rashnu,1350,5,6,3,24,31,84%,13%,3%,20 Oct 2015,28 Sep 2017,16:25
915,Roguefire5692,1350,5,1,2,10,32,75%,16%,9%,08 Apr 2017,28 Sep 2017,16:25
916,Gis4Gamer,1350,5,1,2,15,19,100%,-,-,17 Oct 2015,28 Sep 2017,16:25
917,Veskit,1350,4,2,-,6,11,82%,18%,-,05 Oct 2015,28 Sep 2017,16:25
918,Matty matt matt,1350,3,1,5,5,16,94%,6%,-,21 Nov 2015,28 Sep 2017,16:25
919,Jeremy,1350,2,7,8,12,24,96%,4%,-,15 Oct 2015,28 Sep 2017,16:25
920,stangbang91,1350,2,4,4,9,21,71%,19%,10%,16 May 2017,28 Sep 2017,16:25
921,Aituarte,1350,2,2,-,5,13,46%,-,54%,15 Oct 2015,28 Sep 2017,16:25
922,mattjair,1349,35,42,39,66,180,93%,7%,1%,14 Dec 2015,28 Sep 2017,16:25
923,gs114,1349,4,7,3,17,26,81%,15%,4%,23 Nov 2015,28 Sep 2017,16:25
924,Yetiman82,1349,4,2,3,7,15,80%,13%,7%,19 Jan 2017,28 Sep 2017,16:25
925,preciousroy,1349,3,3,1,3,7,100%,-,-,25 Feb 2017,28 Sep 2017,16:25
926,Drewterfuge,1349,2,4,3,8,16,81%,13%,6%,10 Feb 2016,28 Sep 2017,16:25
927,TheTerminus,1349,2,3,2,7,10,80%,-,20%,19 Oct 2015,28 Sep 2017,16:25
928,marijuanasaurus,1348,6,2,1,6,13,69%,15%,15%,19 Oct 2015,28 Sep 2017,16:25
929,Yearzero,1348,4,7,1,16,25,80%,4%,16%,23 Oct 2015,28 Sep 2017,16:25
930,AbnormalGirth,1348,2,3,2,7,13,69%,8%,23%,23 Jan 2016,28 Sep 2017,16:25
931,Buckminster,1348,2,1,1,2,4,100%,-,-,16 Dec 2015,28 Sep 2017,16:25
932,Vigabool,1348,2,-,1,3,4,100%,-,-,14 Dec 2015,28 Sep 2017,16:25
933,Radostny,1348,1,3,1,4,6,83%,17%,-,08 Sep 2015,28 Sep 2017,16:25
934,jdeath,1348,1,1,1,4,6,83%,-,17%,10 Aug 2017,28 Sep 2017,16:25
935,Dan Smith,1347,11,15,6,60,87,53%,34%,13%,03 Dec 2015,28 Sep 2017,16:25
936,Fuzzy Dunlop,1347,4,3,2,4,10,100%,-,-,06 Nov 2015,28 Sep 2017,16:25
937,Kentage,1347,4,1,5,12,16,94%,6%,-,18 Oct 2015,28 Sep 2017,16:25
938,HugeBallz,1347,4,-,-,2,5,80%,20%,-,14 Apr 2017,28 Sep 2017,16:25
939,Taliessyn,1347,2,1,1,3,7,71%,-,29%,29 Dec 2015,28 Sep 2017,16:25
940,Emporer Millby,1347,1,2,-,4,5,80%,20%,-,25 Oct 2015,28 Sep 2017,16:25
941,Sixstar,1347,1,-,1,6,6,100%,-,-,06 Dec 2016,28 Sep 2017,16:25
942,nocathos,1346,12,5,4,28,43,65%,16%,19%,21 Sep 2016,28 Sep 2017,16:25
943,BaneJammin,1346,11,11,6,9,45,80%,7%,13%,06 Aug 2016,28 Sep 2017,16:25
944,Derek13,1346,6,3,2,11,25,88%,12%,-,18 Apr 2016,28 Sep 2017,16:25
945,Mangosprout,1346,6,2,2,12,17,94%,6%,-,15 Feb 2016,28 Sep 2017,16:25
946,chillax,1346,6,2,1,2,11,91%,-,9%,21 Dec 2015,28 Sep 2017,16:25
947,NrWillybunks,1346,6,1,2,4,12,100%,-,-,31 Mar 2017,28 Sep 2017,16:25
948,anarchyfreak,1346,3,3,5,11,17,94%,6%,-,30 Jan 2017,28 Sep 2017,16:25
949,xavinitram,1346,3,3,1,3,7,100%,-,-,25 Mar 2016,28 Sep 2017,16:25
950,Perakos,1346,2,4,3,18,21,71%,24%,5%,10 Feb 2017,28 Sep 2017,16:25
951,Quinns,1346,1,2,1,4,5,100%,-,-,05 Oct 2015,28 Sep 2017,16:25
952,sammdjin,1345,10,5,3,31,37,81%,14%,5%,22 Nov 2016,28 Sep 2017,16:25
953,HoldFast,1345,8,5,3,7,27,89%,4%,7%,15 Mar 2016,28 Sep 2017,16:25
954,TomKat,1345,7,1,4,12,20,70%,15%,15%,08 Oct 2015,28 Sep 2017,16:25
955,Rindo,1345,5,3,5,12,20,90%,10%,-,17 Nov 2015,28 Sep 2017,16:25
956,Illosin,1345,4,2,-,3,8,100%,-,-,20 Oct 2015,28 Sep 2017,16:25
957,Jsp8036,1345,3,5,2,3,14,79%,7%,14%,09 Feb 2017,28 Sep 2017,16:25
958,SubSean,1345,2,1,1,6,6,100%,-,-,27 Oct 2015,28 Sep 2017,16:25
959,HeroJeff,1344,13,14,12,14,61,97%,3%,-,17 Apr 2016,28 Sep 2017,16:25
960,schnauz,1344,7,4,2,15,24,71%,17%,13%,30 Dec 2016,28 Sep 2017,16:25
961,MrCivilised,1344,7,-,-,8,10,70%,20%,10%,26 Oct 2015,28 Sep 2017,16:25
962,temkin,1344,6,-,-,7,9,100%,-,-,06 Apr 2016,28 Sep 2017,16:25
963,The Kings Wool,1344,3,-,-,2,4,100%,-,-,22 Oct 2015,28 Sep 2017,16:25
964,Blindband,1344,1,3,3,5,11,91%,-,9%,22 Oct 2015,28 Sep 2017,16:25
965,Edaneman,1344,1,1,3,7,10,80%,20%,-,21 Oct 2015,28 Sep 2017,16:25
966,Brady2116,1344,-,3,1,4,5,100%,-,-,17 Feb 2016,28 Sep 2017,16:25
967,Clawhauser,1344,-,2,1,3,3,100%,-,-,03 Apr 2016,28 Sep 2017,16:25
968,CaptYossarian,1344,-,1,3,4,7,71%,-,29%,07 Feb 2016,28 Sep 2017,16:25
969,Lord Brockhoff,1343,5,3,1,9,13,100%,-,-,17 Oct 2015,28 Sep 2017,16:25
970,JPants,1343,5,1,1,9,14,71%,-,29%,16 Oct 2015,28 Sep 2017,16:25
971,Plaodin,1343,4,5,4,15,25,88%,8%,4%,11 Nov 2015,28 Sep 2017,16:25
972,Flemmeus,1343,4,3,4,6,20,80%,10%,10%,27 Nov 2015,28 Sep 2017,16:25
973,Harry1,1343,3,4,1,9,19,53%,32%,16%,09 Jan 2017,28 Sep 2017,16:25
974,DifferentName,1343,3,1,-,2,4,100%,-,-,14 Oct 2015,28 Sep 2017,16:25
