rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
5633,nightfury456,1156,-,-,2,4,11,36%,36%,27%,22 Feb 2017,27 Sep 2017,23:11
5634,xLeviceGamingx,1156,-,-,2,2,6,50%,33%,17%,29 Jan 2017,27 Sep 2017,23:11
5635,iOminous,1156,-,-,1,6,16,63%,13%,25%,28 Jan 2016,27 Sep 2017,23:11
5636,AcCeleRaToR,1156,-,-,1,2,2,-,-,100%,18 Oct 2015,27 Sep 2017,23:11
5637,beardawg,1156,-,-,-,1,6,33%,33%,33%,05 Jul 2017,27 Sep 2017,23:11
5638,Dordo,1156,-,-,-,1,5,40%,20%,40%,27 Nov 2015,27 Sep 2017,23:11
5639,PKFire,1156,-,-,-,1,5,20%,20%,60%,24 Oct 2015,27 Sep 2017,23:11
5640,boobro10,1156,-,-,-,1,3,-,-,100%,19 Oct 2015,27 Sep 2017,23:11
5641,jeffknupp,1156,-,-,-,1,3,-,-,100%,03 Mar 2017,27 Sep 2017,23:11
5642,13th Roman Legion,1156,-,-,-,1,3,-,33%,67%,18 Oct 2015,27 Sep 2017,23:11
5643,Bobx,1156,-,-,-,2,3,-,-,100%,31 Oct 2015,27 Sep 2017,23:11
5644,FunkyFish,1156,-,-,-,2,2,100%,-,-,19 Apr 2016,27 Sep 2017,23:11
5645,gale,1156,-,-,-,2,2,50%,-,50%,09 Sep 2016,27 Sep 2017,23:11
5646,QIAN_DUO,1156,-,-,-,1,2,-,50%,50%,15 Apr 2017,27 Sep 2017,23:11
5647,timballantine,1156,-,-,-,1,1,-,100%,-,29 Oct 2015,27 Sep 2017,23:11
5648,Sasuke Uchiha,1156,-,-,-,1,1,-,-,100%,30 Mar 2016,27 Sep 2017,23:11
5649,Triumuiri,1156,-,-,-,1,1,-,-,100%,14 Oct 2016,27 Sep 2017,23:11
5650,Wulfie,1156,-,-,-,1,1,-,-,100%,15 Oct 2015,27 Sep 2017,23:11
5651,shopkeeper,1155,7,2,-,2,14,93%,7%,-,03 Jun 2016,27 Sep 2017,23:11
5652,Codasquid,1155,2,2,3,10,28,75%,25%,-,19 Nov 2015,27 Sep 2017,23:11
5653,Lenjake,1155,2,2,-,1,10,60%,20%,20%,13 Aug 2015,27 Sep 2017,23:11
5654,Lech,1155,2,2,-,4,10,50%,40%,10%,19 Mar 2016,27 Sep 2017,23:11
5655,Serenity sailor,1155,2,-,-,1,10,10%,50%,40%,21 Nov 2015,27 Sep 2017,23:11
5656,Indcium,1155,1,1,1,4,7,71%,29%,-,17 Oct 2015,27 Sep 2017,23:11
5657,Raiko532,1155,1,1,-,3,8,50%,13%,38%,06 Dec 2016,27 Sep 2017,23:11
5658,Lemonbeer,1155,1,1,-,4,8,38%,25%,38%,12 Jun 2016,27 Sep 2017,23:11
5659,Iceman3640,1155,1,-,2,18,34,62%,32%,6%,08 Dec 2016,27 Sep 2017,23:11
5660,gsalv,1155,1,-,2,16,34,21%,12%,68%,24 Dec 2016,27 Sep 2017,23:11
5661,cehnehdeh,1155,1,-,-,1,6,33%,17%,50%,15 Oct 2015,27 Sep 2017,23:11
5662,WatsonX,1155,1,-,-,1,5,20%,40%,40%,28 Sep 2016,27 Sep 2017,23:11
5663,Ash91,1155,1,-,-,1,2,50%,-,50%,19 Oct 2015,27 Sep 2017,23:11
5664,LiftedRetina,1155,-,4,8,2,29,55%,31%,14%,06 May 2016,27 Sep 2017,23:11
5665,Munchkin,1155,-,2,-,1,3,67%,33%,-,28 Oct 2015,27 Sep 2017,23:11
5666,nick1052,1155,-,1,4,4,11,73%,-,27%,18 Feb 2017,27 Sep 2017,23:11
5667,Wwazam,1155,-,1,2,2,6,67%,17%,17%,21 Oct 2015,27 Sep 2017,23:11
5668,dubane,1155,-,1,1,4,6,67%,17%,17%,12 Aug 2015,27 Sep 2017,23:11
5669,ThatCoolDude,1155,-,1,-,1,6,17%,17%,67%,25 Nov 2015,27 Sep 2017,23:11
5670,Ajc503,1155,-,1,-,1,5,60%,-,40%,02 Nov 2015,27 Sep 2017,23:11
5671,CNCRomeo,1155,-,1,-,2,5,60%,-,40%,30 Dec 2015,27 Sep 2017,23:11
5672,WiiperWapper,1155,-,1,-,1,4,25%,-,75%,17 Oct 2015,27 Sep 2017,23:11
5673,mystic98802,1155,-,1,-,1,3,67%,33%,-,04 Apr 2016,27 Sep 2017,23:11
5674,klein,1155,-,-,1,1,6,83%,17%,-,12 Dec 2015,27 Sep 2017,23:11
5675,Philemon,1155,-,-,1,1,4,25%,75%,-,06 Dec 2015,27 Sep 2017,23:11
5676,LittleHitler,1155,-,-,1,1,2,50%,-,50%,28 Oct 2016,27 Sep 2017,23:11
5677,AxasinD,1155,-,-,-,5,10,60%,40%,-,06 Aug 2016,27 Sep 2017,23:11
5678,Whatismatttripp,1155,-,-,-,3,10,10%,20%,70%,28 Dec 2015,27 Sep 2017,23:11
5679,Warmogerer,1155,-,-,-,4,9,22%,56%,22%,02 May 2016,27 Sep 2017,23:11
5680,AlexS08,1155,-,-,-,1,9,-,11%,89%,17 Oct 2015,27 Sep 2017,23:11
5681,N1029676,1155,-,-,-,1,7,43%,43%,14%,22 Mar 2016,27 Sep 2017,23:11
5682,mingie,1155,-,-,-,3,6,67%,17%,17%,16 Aug 2015,27 Sep 2017,23:11
5683,Dugven,1155,-,-,-,4,6,50%,50%,-,14 Feb 2016,27 Sep 2017,23:11
5684,Lumbercrack,1155,-,-,-,1,5,60%,20%,20%,28 Aug 2016,27 Sep 2017,23:11
5685,Sir Teman,1155,-,-,-,1,4,50%,-,50%,26 Sep 2015,27 Sep 2017,23:11
5686,Karl Nychig,1155,-,-,-,1,4,-,25%,75%,02 May 2016,27 Sep 2017,23:11
5687,imabigdipper,1155,-,-,-,1,4,-,50%,50%,06 May 2016,27 Sep 2017,23:11
5688,TheDarkBlade,1155,-,-,-,2,4,-,25%,75%,21 Oct 2015,27 Sep 2017,23:11
5689,bigdongerguy,1155,-,-,-,2,4,-,-,100%,01 Sep 2016,27 Sep 2017,23:11
5690,etraut,1155,-,-,-,1,3,33%,33%,33%,14 Dec 2015,27 Sep 2017,23:11
5691,Canimpache,1155,-,-,-,2,3,-,33%,67%,18 Oct 2015,27 Sep 2017,23:11
5692,totalgeek13,1155,-,-,-,1,3,-,-,100%,18 Oct 2015,27 Sep 2017,23:11
5693,qwerty2100,1155,-,-,-,1,3,-,33%,67%,21 Oct 2016,27 Sep 2017,23:11
5694,ThePanchoMc,1155,-,-,-,1,3,-,33%,67%,25 Feb 2016,27 Sep 2017,23:11
5695,Aliman999,1155,-,-,-,1,3,-,-,100%,24 Oct 2015,27 Sep 2017,23:11
5696,Grimshark,1155,-,-,-,1,2,50%,-,50%,09 Feb 2016,27 Sep 2017,23:11
5697,Manic21x,1155,-,-,-,1,2,50%,-,50%,08 Jan 2016,27 Sep 2017,23:11
5698,bspez,1155,-,-,-,1,2,-,100%,-,23 Jul 2017,27 Sep 2017,23:11
5699,Erotikhamster,1155,-,-,-,2,2,-,-,100%,19 Mar 2016,27 Sep 2017,23:11
5700,Martzzl,1155,-,-,-,1,1,-,-,100%,15 Oct 2015,27 Sep 2017,23:11
5701,noname22,1155,-,-,-,1,1,-,-,100%,30 Oct 2015,27 Sep 2017,23:11
5702,Aphelion,1154,3,5,7,2,27,81%,11%,7%,20 Oct 2015,27 Sep 2017,23:11
5703,lnrehaut,1154,2,3,-,14,19,58%,5%,37%,29 Mar 2016,27 Sep 2017,23:11
5704,jskwerd,1154,2,-,2,6,9,44%,44%,11%,03 Dec 2015,27 Sep 2017,23:11
5705,-SubZero-,1154,2,-,1,1,11,27%,18%,55%,29 Oct 2015,27 Sep 2017,23:11
5706,SCarton,1154,2,-,-,2,5,80%,-,20%,03 May 2017,27 Sep 2017,23:11
5707,scion,1154,1,2,3,5,18,44%,39%,17%,25 Jun 2016,27 Sep 2017,23:11
5708,makeamericagr8again,1154,1,2,1,1,5,80%,-,20%,21 Apr 2016,27 Sep 2017,23:11
5709,Meretch,1154,1,1,2,1,8,50%,-,50%,16 Oct 2015,27 Sep 2017,23:11
5710,Slothasaurus,1154,1,1,1,6,15,47%,53%,-,29 May 2016,27 Sep 2017,23:11
5711,TheLegend27,1154,1,1,-,7,7,29%,14%,57%,14 Dec 2016,27 Sep 2017,23:11
5712,echoshatter,1154,1,-,1,1,13,54%,15%,31%,19 Feb 2016,27 Sep 2017,23:11
5713,nldpdx,1154,1,-,1,4,7,43%,14%,43%,03 Dec 2016,27 Sep 2017,23:11
5714,Clarinch,1154,1,-,-,1,5,20%,40%,40%,03 Jan 2016,27 Sep 2017,23:11
5715,PbFOOT93,1154,1,-,-,2,4,50%,25%,25%,26 Nov 2016,27 Sep 2017,23:11
5716,JustinOnTap,1154,-,2,2,4,10,70%,-,30%,20 May 2016,27 Sep 2017,23:11
5717,Ionicnaga,1154,-,-,3,3,18,33%,39%,28%,20 Sep 2016,27 Sep 2017,23:11
5718,Logan0159,1154,-,-,1,2,5,-,20%,80%,24 Nov 2015,27 Sep 2017,23:11
5719,Seifan,1154,-,-,-,4,16,19%,44%,38%,06 Jan 2017,27 Sep 2017,23:11
5720,Treno,1154,-,-,-,1,8,-,50%,50%,14 Sep 2016,27 Sep 2017,23:11
5721,KenshinSia,1154,-,-,-,2,7,-,71%,29%,18 Oct 2016,27 Sep 2017,23:11
5722,Frunks,1154,-,-,-,1,6,-,33%,67%,28 Oct 2015,27 Sep 2017,23:11
5723,TheJudge,1154,-,-,-,2,4,25%,-,75%,23 Jul 2016,27 Sep 2017,23:11
5724,Clowser,1154,-,-,-,1,4,-,25%,75%,10 Oct 2015,27 Sep 2017,23:11
5725,Juvelin,1154,-,-,-,2,4,-,25%,75%,23 Jan 2017,27 Sep 2017,23:11
5726,SaucymovesOP,1154,-,-,-,1,4,-,50%,50%,05 Apr 2016,27 Sep 2017,23:11
5727,will23,1154,-,-,-,1,3,-,67%,33%,30 Apr 2017,27 Sep 2017,23:11
5728,Redstoner6,1154,-,-,-,1,3,-,-,100%,17 Oct 2015,27 Sep 2017,23:11
5729,Bigdub,1154,-,-,-,1,2,-,-,100%,21 Nov 2016,27 Sep 2017,23:11
5730,zack987,1154,-,-,-,1,2,-,-,100%,03 May 2017,27 Sep 2017,23:11
5731,CRobison462,1154,-,-,-,1,2,-,-,100%,01 Nov 2015,27 Sep 2017,23:11
5732,Bryce1,1154,-,-,-,1,2,-,-,100%,18 Feb 2016,27 Sep 2017,23:11
5733,EricArts,1154,-,-,-,1,1,-,100%,-,31 Dec 2016,27 Sep 2017,23:11
5734,Chuckles2016,1154,-,-,-,1,1,-,-,100%,13 Nov 2016,27 Sep 2017,23:11
5735,Tootsie Roll,1154,-,-,-,1,1,-,-,100%,19 Oct 2015,27 Sep 2017,23:11
5736,DukeOfDeepCore,1154,-,-,-,1,1,-,-,100%,17 Jan 2017,27 Sep 2017,23:11
5737,Alexpthegreat,1154,-,-,-,1,1,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
5738,PsychoMadness,1154,-,-,-,1,1,-,-,100%,22 Oct 2015,27 Sep 2017,23:11
5739,Desenho,1154,-,-,-,1,1,-,-,100%,14 Feb 2016,27 Sep 2017,23:11
5740,MisercordiA,1154,-,-,-,1,1,-,-,100%,16 Feb 2016,27 Sep 2017,23:11
5741,Albi160,1154,-,-,-,1,1,-,-,100%,21 Oct 2015,27 Sep 2017,23:11
5742,xloftobotx,1153,8,2,3,28,44,48%,36%,16%,28 Oct 2015,27 Sep 2017,23:11
5743,sommma,1153,5,1,-,13,20,55%,40%,5%,19 Oct 2015,27 Sep 2017,23:11
5744,Elia,1153,4,2,-,2,12,83%,8%,8%,30 Aug 2016,27 Sep 2017,23:11
5745,Lolwolf,1153,4,1,-,10,14,57%,14%,29%,16 Oct 2015,27 Sep 2017,23:11
5746,Nick bit,1153,2,4,8,33,46,67%,22%,11%,21 Oct 2015,27 Sep 2017,23:11
5747,Mpoe42,1153,2,1,1,7,11,73%,-,27%,31 Jul 2017,27 Sep 2017,23:11
5748,JockoSEAL1,1153,2,1,1,5,11,64%,9%,27%,18 Oct 2015,27 Sep 2017,23:11
5749,OutlawStar,1153,2,-,-,1,4,50%,25%,25%,06 Nov 2015,27 Sep 2017,23:11
5750,gyaretto,1153,2,-,-,1,3,100%,-,-,16 Oct 2015,27 Sep 2017,23:11
5751,krishna34,1153,1,3,2,5,12,50%,8%,42%,26 Aug 2017,27 Sep 2017,23:11
5752,IdentityBomb,1153,1,2,2,3,14,64%,7%,29%,15 Oct 2015,27 Sep 2017,23:11
5753,scuba1985,1153,1,1,-,1,12,33%,42%,25%,14 Oct 2015,27 Sep 2017,23:11
5754,DevProdigy,1153,1,1,-,1,8,50%,13%,38%,20 Dec 2016,27 Sep 2017,23:11
5755,Iterion,1153,1,1,-,7,8,50%,38%,13%,15 Oct 2015,27 Sep 2017,23:11
5756,iedopa,1153,1,-,1,17,20,30%,40%,30%,06 Nov 2015,27 Sep 2017,23:11
5757,Dizygotic,1153,1,-,1,7,12,50%,25%,25%,13 Mar 2016,27 Sep 2017,23:11
5758,Nightstrike,1153,1,-,1,3,5,60%,20%,20%,30 Jun 2016,27 Sep 2017,23:11
5759,dnalopy,1153,1,-,-,11,13,69%,23%,8%,05 Jan 2016,27 Sep 2017,23:11
5760,XGN Luciano,1153,1,-,-,4,12,58%,25%,17%,16 Sep 2016,27 Sep 2017,23:11
5761,HoopityHip,1153,1,-,-,2,11,45%,45%,9%,10 Jan 2017,27 Sep 2017,23:11
5762,ElcidBarrett,1153,1,-,-,1,3,67%,33%,-,07 Oct 2015,27 Sep 2017,23:11
5763,MosesBruce,1153,1,-,-,1,3,67%,33%,-,06 Jan 2017,27 Sep 2017,23:11
5764,Sora90,1153,1,-,-,2,3,67%,33%,-,07 Jan 2016,27 Sep 2017,23:11
5765,Andraken,1153,1,-,-,2,3,33%,33%,33%,01 Sep 2016,27 Sep 2017,23:11
5766,Lancelotlac,1153,1,-,-,1,2,50%,50%,-,18 Oct 2015,27 Sep 2017,23:11
5767,blu3crack,1153,-,2,4,7,11,82%,-,18%,31 Oct 2015,27 Sep 2017,23:11
5768,Red 5,1153,-,2,2,1,15,47%,13%,40%,05 Feb 2016,27 Sep 2017,23:11
5769,PRvex8,1153,-,1,1,4,14,43%,14%,43%,19 Apr 2016,27 Sep 2017,23:11
5770,JDnator,1153,-,1,-,1,8,50%,13%,38%,16 Oct 2015,27 Sep 2017,23:11
5771,Kohr-Ah,1153,-,1,-,3,5,80%,20%,-,22 Oct 2015,27 Sep 2017,23:11
5772,MTXperience,1153,-,1,-,2,3,100%,-,-,18 Dec 2015,27 Sep 2017,23:11
5773,Skabird,1153,-,-,1,2,6,17%,17%,67%,18 Oct 2015,27 Sep 2017,23:11
5774,brocko,1153,-,-,1,3,5,100%,-,-,22 Nov 2016,27 Sep 2017,23:11
5775,Heisenberg,1153,-,-,1,1,3,33%,-,67%,14 Oct 2015,27 Sep 2017,23:11
5776,Idimo,1153,-,-,-,1,6,-,-,100%,22 Oct 2015,27 Sep 2017,23:11
5777,Penguin Mafia,1153,-,-,-,2,5,40%,40%,20%,29 Oct 2015,27 Sep 2017,23:11
5778,fener1x,1153,-,-,-,1,5,20%,-,80%,10 Nov 2015,27 Sep 2017,23:11
5779,SaltyTurtle,1153,-,-,-,1,4,25%,25%,50%,07 Apr 2017,27 Sep 2017,23:11
5780,UNICORNSRDABEST,1153,-,-,-,2,4,-,25%,75%,13 Aug 2017,27 Sep 2017,23:11
5781,Moxedana,1153,-,-,-,1,3,-,-,100%,13 Oct 2015,27 Sep 2017,23:11
5782,Himoss23,1153,-,-,-,1,3,-,33%,67%,18 Jan 2016,27 Sep 2017,23:11
5783,Luca,1153,-,-,-,1,3,-,-,100%,14 Oct 2015,27 Sep 2017,23:11
5784,MrSlender,1153,-,-,-,1,3,-,67%,33%,09 Jan 2017,27 Sep 2017,23:11
5785,Lorentz,1153,-,-,-,1,2,-,100%,-,29 Aug 2015,27 Sep 2017,23:11
5786,hotwater,1153,-,-,-,1,2,-,50%,50%,14 May 2016,27 Sep 2017,23:11
5787,Bob1029,1153,-,-,-,1,2,-,-,100%,21 Oct 2015,27 Sep 2017,23:11
5788,Nofate,1153,-,-,-,1,2,-,-,100%,20 Oct 2015,27 Sep 2017,23:11
5789,Meme Master,1153,-,-,-,1,2,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
5790,Maceocoates,1153,-,-,-,1,1,-,-,100%,06 Mar 2016,27 Sep 2017,23:11
5791,Armydog6,1153,-,-,-,1,1,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
5792,Hideaki,1153,-,-,-,1,1,-,100%,-,29 Sep 2015,27 Sep 2017,23:11
5793,SShellShock,1153,-,-,-,1,1,-,-,100%,03 Sep 2017,27 Sep 2017,23:11
5794,MrsJankis,1153,-,-,-,1,1,-,100%,-,18 May 2016,27 Sep 2017,23:11
5795,Francs,1153,-,-,-,1,1,-,100%,-,19 Oct 2015,27 Sep 2017,23:11
5796,qc3455,1153,-,-,-,1,1,-,100%,-,17 Oct 2015,27 Sep 2017,23:11
5797,aliebrahimi,1153,-,-,-,1,1,-,-,100%,24 Oct 2015,27 Sep 2017,23:11
5798,Ranson,1153,-,-,-,1,1,-,-,100%,24 Oct 2015,27 Sep 2017,23:11
5799,bukzor,1152,9,2,-,35,38,63%,29%,8%,22 Jan 2017,27 Sep 2017,23:11
5800,Maggiot,1152,3,2,-,2,14,71%,21%,7%,21 Nov 2015,27 Sep 2017,23:11
5801,Saggarath,1152,3,2,-,11,14,64%,14%,21%,22 Nov 2016,27 Sep 2017,23:11
5802,Mango__Mike,1152,3,-,1,5,17,41%,41%,18%,09 Mar 2016,27 Sep 2017,23:11
5803,funkygallo,1152,2,-,3,5,10,70%,10%,20%,27 Mar 2017,27 Sep 2017,23:11
5804,Aquatic Alliance,1152,2,-,-,3,7,29%,-,71%,06 Oct 2015,27 Sep 2017,23:11
5805,chubacca,1152,2,-,-,1,3,67%,-,33%,18 Oct 2015,27 Sep 2017,23:11
5806,Chaosunit,1152,1,4,10,17,54,91%,7%,2%,12 Jul 2016,27 Sep 2017,23:11
5807,nimueh,1152,1,1,-,5,10,40%,50%,10%,01 Jan 2016,27 Sep 2017,23:11
5808,Octoise,1152,1,1,-,1,7,43%,43%,14%,19 Oct 2015,27 Sep 2017,23:11
5809,Carts,1152,1,-,-,3,8,63%,38%,-,30 Aug 2016,27 Sep 2017,23:11
5810,Hirofox,1152,1,-,-,3,7,29%,14%,57%,25 Aug 2016,27 Sep 2017,23:11
5811,HanTheMan,1152,1,-,-,1,3,33%,33%,33%,14 Oct 2015,27 Sep 2017,23:11
5812,Shiori,1152,-,2,-,3,7,29%,29%,43%,15 Oct 2015,27 Sep 2017,23:11
5813,leira,1152,-,1,1,7,13,31%,8%,62%,05 Oct 2015,27 Sep 2017,23:11
5814,RiseAgainst,1152,-,1,1,1,6,17%,17%,67%,15 Oct 2015,27 Sep 2017,23:11
5815,Glyphos,1152,-,1,-,2,9,44%,33%,22%,15 Dec 2015,27 Sep 2017,23:11
5816,M G P,1152,-,1,-,2,6,100%,-,-,16 Jan 2016,27 Sep 2017,23:11
5817,jonbi032,1152,-,1,-,4,5,80%,20%,-,01 Nov 2016,27 Sep 2017,23:11
5818,wanderm,1152,-,1,-,2,3,67%,33%,-,17 Oct 2015,27 Sep 2017,23:11
5819,Ludwig Friedrich,1152,-,-,2,4,7,43%,-,57%,01 Apr 2016,27 Sep 2017,23:11
5820,turbografx16,1152,-,-,2,2,4,50%,-,50%,20 Dec 2015,27 Sep 2017,23:11
5821,Empire of Me,1152,-,-,1,4,7,43%,29%,29%,01 Jan 2017,27 Sep 2017,23:11
5822,L2704,1152,-,-,1,1,5,20%,80%,-,16 Feb 2017,27 Sep 2017,23:11
5823,Buhbuhcuh,1152,-,-,1,1,3,100%,-,-,17 Oct 2015,27 Sep 2017,23:11
5824,SokoS,1152,-,-,-,1,9,-,-,100%,25 Dec 2015,27 Sep 2017,23:11
5825,Zandago,1152,-,-,-,4,8,63%,-,38%,19 Oct 2015,27 Sep 2017,23:11
5826,ParzivalHuntsOn,1152,-,-,-,1,5,20%,20%,60%,18 Oct 2015,27 Sep 2017,23:11
5827,MixerD,1152,-,-,-,2,4,25%,25%,50%,29 Dec 2015,27 Sep 2017,23:11
5828,Trollolol,1152,-,-,-,1,4,-,-,100%,27 Oct 2015,27 Sep 2017,23:11
5829,cshepss,1152,-,-,-,1,3,33%,33%,33%,06 May 2017,27 Sep 2017,23:11
5830,Exterminator,1152,-,-,-,1,3,-,-,100%,17 Oct 2015,27 Sep 2017,23:11
5831,Georgios6666s,1152,-,-,-,1,3,-,33%,67%,02 Feb 2016,27 Sep 2017,23:11
5832,q759193315,1152,-,-,-,1,2,50%,-,50%,22 Oct 2015,27 Sep 2017,23:11
5833,CharlesR220,1152,-,-,-,1,2,-,-,100%,22 Oct 2015,27 Sep 2017,23:11
5834,jonahbuist,1152,-,-,-,1,2,-,-,100%,08 Oct 2015,27 Sep 2017,23:11
5835,Opti87,1152,-,-,-,1,2,-,-,100%,13 Oct 2015,27 Sep 2017,23:11
5836,Screen,1152,-,-,-,1,1,-,100%,-,17 Oct 2015,27 Sep 2017,23:11
5837,blando_miranda,1152,-,-,-,1,1,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
5838,peuleschil,1152,-,-,-,1,1,-,-,100%,09 Mar 2017,27 Sep 2017,23:11
5839,IsGooby,1152,-,-,-,1,1,-,-,100%,23 Oct 2015,27 Sep 2017,23:11
5840,Lincoln,1152,-,-,-,1,1,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
5841,HARSH,1152,-,-,-,1,1,-,-,100%,20 Oct 2015,27 Sep 2017,23:11
5842,speare,1152,-,-,-,1,1,-,100%,-,17 Nov 2015,27 Sep 2017,23:11
5843,1696462853,1152,-,-,-,1,1,-,100%,-,15 Oct 2015,27 Sep 2017,23:11
5844,equarea,1152,-,-,-,1,1,-,-,100%,21 Oct 2015,27 Sep 2017,23:11
5845,bmbsqdbogle,1151,5,2,3,6,24,71%,21%,8%,02 Sep 2016,27 Sep 2017,23:11
5846,Rasilu,1151,5,-,1,3,8,75%,13%,13%,17 Jan 2016,27 Sep 2017,23:11
5847,Mac8,1151,4,-,-,5,10,80%,10%,10%,21 Oct 2015,27 Sep 2017,23:11
5848,Treeballcatfarm,1151,3,5,-,11,15,73%,7%,20%,24 Dec 2015,27 Sep 2017,23:11
5849,LemonCube,1151,3,2,3,2,20,45%,15%,40%,15 Oct 2015,27 Sep 2017,23:11
5850,AceUnderhand,1151,3,-,-,1,6,50%,-,50%,10 Jul 2017,27 Sep 2017,23:11
5851,Herbert Derps,1151,2,2,-,4,9,44%,11%,44%,15 Oct 2015,27 Sep 2017,23:11
5852,QueenSubterfuge,1151,2,1,4,4,20,85%,15%,-,31 May 2016,27 Sep 2017,23:11
5853,14pinkponies,1151,2,1,-,8,9,56%,22%,22%,29 Feb 2016,27 Sep 2017,23:11
5854,yosifc,1151,2,-,-,2,4,100%,-,-,21 Oct 2015,27 Sep 2017,23:11
5855,doodloo,1151,1,6,3,28,42,52%,17%,31%,21 Apr 2016,27 Sep 2017,23:11
5856,Gop Gop 1,1151,1,3,5,4,21,86%,10%,5%,09 Dec 2016,27 Sep 2017,23:11
5857,Visser,1151,1,1,2,15,26,46%,38%,15%,30 Jan 2017,27 Sep 2017,23:11
5858,TruffleHundin4ever,1151,1,-,3,18,29,45%,41%,14%,20 Sep 2016,27 Sep 2017,23:11
5859,dArKblAcK,1151,1,-,1,1,6,50%,33%,17%,18 Oct 2015,27 Sep 2017,23:11
5860,EricD,1151,1,-,-,2,3,67%,-,33%,16 Oct 2015,27 Sep 2017,23:11
5861,xDRKx,1151,1,-,-,1,2,50%,50%,-,06 Dec 2015,27 Sep 2017,23:11
5862,chatters,1151,-,1,1,1,10,80%,20%,-,06 Nov 2015,27 Sep 2017,23:11
5863,Twigs,1151,-,1,1,3,6,50%,17%,33%,30 Sep 2016,27 Sep 2017,23:11
5864,Erebor Khin,1151,-,1,-,1,11,9%,9%,82%,21 Nov 2015,27 Sep 2017,23:11
5865,Canttouchtis,1151,-,1,-,1,5,40%,20%,40%,19 Oct 2015,27 Sep 2017,23:11
5866,Aurelina,1151,-,1,-,3,4,50%,50%,-,10 Jun 2017,27 Sep 2017,23:11
5867,CloudLeap,1151,-,1,-,2,4,50%,25%,25%,05 Feb 2016,27 Sep 2017,23:11
5868,J Torrance,1151,-,1,-,1,3,33%,33%,33%,26 Dec 2015,27 Sep 2017,23:11
5869,Hypnotyx,1151,-,-,1,1,6,17%,50%,33%,16 Mar 2016,27 Sep 2017,23:11
5870,Sir_Ahh,1151,-,-,1,3,5,40%,60%,-,06 Nov 2016,27 Sep 2017,23:11
5871,Apenrar,1151,-,-,1,1,3,33%,67%,-,17 Oct 2015,27 Sep 2017,23:11
5872,Bondb,1151,-,-,1,1,3,33%,-,67%,18 Mar 2016,27 Sep 2017,23:11
5873,PetalExplorer,1151,-,-,-,7,11,18%,64%,18%,07 Jul 2017,27 Sep 2017,23:11
5874,glassblower420,1151,-,-,-,1,7,14%,43%,43%,14 Jan 2016,27 Sep 2017,23:11
5875,Sitchang,1151,-,-,-,3,5,40%,40%,20%,11 Oct 2016,27 Sep 2017,23:11
5876,Mindudeee,1151,-,-,-,2,5,20%,-,80%,19 Oct 2015,27 Sep 2017,23:11
5877,Cubix,1151,-,-,-,1,5,-,60%,40%,14 Feb 2016,27 Sep 2017,23:11
5878,Lance Legacy,1151,-,-,-,1,4,25%,50%,25%,17 Jun 2017,27 Sep 2017,23:11
5879,Aspx,1151,-,-,-,3,4,25%,75%,-,26 Jul 2017,27 Sep 2017,23:11
5880,Paradise,1151,-,-,-,2,3,67%,-,33%,16 Feb 2016,27 Sep 2017,23:11
5881,Coffeebun,1151,-,-,-,2,3,67%,33%,-,12 Dec 2015,27 Sep 2017,23:11
5882,Feetoffthesky,1151,-,-,-,2,3,33%,67%,-,26 Oct 2015,27 Sep 2017,23:11
5883,Outsiderocket15,1151,-,-,-,2,3,-,-,100%,18 Oct 2015,27 Sep 2017,23:11
5884,XrayEvan,1151,-,-,-,1,3,-,-,100%,21 Oct 2015,27 Sep 2017,23:11
5885,Domesticmango,1151,-,-,-,2,3,-,100%,-,05 Sep 2016,27 Sep 2017,23:11
5886,griggle24,1151,-,-,-,1,3,-,-,100%,12 Jan 2017,27 Sep 2017,23:11
5887,Tribane,1151,-,-,-,1,2,50%,50%,-,20 Dec 2015,27 Sep 2017,23:11
5888,Tylore,1151,-,-,-,1,2,50%,50%,-,23 Oct 2015,27 Sep 2017,23:11
5889,AwkardMan,1151,-,-,-,2,2,-,-,100%,17 Jun 2017,27 Sep 2017,23:11
5890,Duke of Deepcore,1151,-,-,-,1,2,-,50%,50%,05 Jan 2016,27 Sep 2017,23:11
5891,Yakuza671,1151,-,-,-,1,2,-,50%,50%,01 Apr 2016,27 Sep 2017,23:11
5892,henta,1151,-,-,-,1,1,-,-,100%,18 Oct 2015,27 Sep 2017,23:11
5893,AeoKiD,1151,-,-,-,1,1,-,-,100%,18 Oct 2015,27 Sep 2017,23:11
5894,p0wda,1151,-,-,-,1,1,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
5895,Seam,1151,-,-,-,1,1,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
5896,davood,1151,-,-,-,1,1,-,100%,-,23 Oct 2015,27 Sep 2017,23:11
5897,HachiRoku,1151,-,-,-,1,1,-,-,100%,25 Oct 2015,27 Sep 2017,23:11
5898,CountCaffine,1151,-,-,-,1,1,-,-,100%,31 Jul 2016,27 Sep 2017,23:11
