rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
974,Plaodin,1343,4,5,4,15,25,88%,8%,4%,11 Nov 2015,30 Sep 2017,18:11
975,Flemmeus,1343,4,3,4,6,20,80%,10%,10%,27 Nov 2015,30 Sep 2017,18:11
976,Harry1,1343,3,4,1,9,19,53%,32%,16%,09 Jan 2017,30 Sep 2017,18:11
977,DifferentName,1343,3,1,-,2,4,100%,-,-,14 Oct 2015,30 Sep 2017,18:11
978,King Benjamin,1343,2,4,2,12,20,85%,15%,-,17 May 2016,30 Sep 2017,18:11
979,Cpt Sham,1343,1,-,-,2,6,50%,33%,17%,20 May 2016,30 Sep 2017,18:11
980,Danberns1,1343,-,2,3,7,8,88%,13%,-,11 Jul 2017,30 Sep 2017,18:11
981,bigmacchia,1343,-,2,2,3,9,78%,22%,-,13 Oct 2015,30 Sep 2017,18:11
982,TheHumanHack,1342,7,4,3,28,36,81%,14%,6%,15 Oct 2015,30 Sep 2017,18:11
983,dylanlove,1342,4,8,3,10,25,72%,8%,20%,10 Feb 2015,30 Sep 2017,18:11
984,LifeFindsaWay,1342,4,4,-,3,15,87%,7%,7%,27 Oct 2015,30 Sep 2017,18:11
985,lazy42,1342,4,2,-,3,8,100%,-,-,21 Jan 2016,30 Sep 2017,18:11
986,Eliminator531,1342,4,1,-,7,14,50%,14%,36%,28 Nov 2016,30 Sep 2017,18:11
987,Boobs McGee,1342,3,4,4,5,17,100%,-,-,29 Oct 2015,30 Sep 2017,18:11
988,Amnesiablo,1342,2,4,12,35,43,74%,14%,12%,16 Oct 2015,30 Sep 2017,18:11
989,botz,1341,9,1,6,34,37,62%,22%,16%,13 Jun 2016,30 Sep 2017,18:11
990,Stedic,1341,4,6,5,13,22,91%,9%,-,26 Jan 2017,30 Sep 2017,18:11
991,Bimmer28,1341,4,3,1,5,15,73%,7%,20%,19 Oct 2015,30 Sep 2017,18:11
992,Joe66,1341,3,2,3,3,9,89%,-,11%,19 Sep 2016,30 Sep 2017,18:11
993,SubZero88,1341,3,2,1,7,11,82%,18%,-,25 May 2017,30 Sep 2017,18:11
994,Padrepablo,1341,3,1,4,4,11,91%,-,9%,27 Oct 2015,30 Sep 2017,18:11
995,LarryBird,1341,2,1,1,3,8,75%,-,25%,25 Mar 2017,30 Sep 2017,18:11
996,Baroldgene,1341,1,3,1,3,8,88%,-,13%,06 Jul 2017,30 Sep 2017,18:11
997,Archemedes143,1341,1,2,3,5,8,88%,13%,-,26 Nov 2015,30 Sep 2017,18:11
998,Impinpin,1341,-,4,4,15,16,88%,13%,-,20 Jan 2016,30 Sep 2017,18:11
999,Flickatina,1341,-,2,1,11,11,91%,9%,-,10 Jun 2017,30 Sep 2017,18:11
1000,Valfreia,1340,7,1,1,4,10,90%,10%,-,29 Apr 2016,30 Sep 2017,18:11
1001,El Perrolokko,1340,6,1,3,8,17,71%,18%,12%,08 Jun 2016,30 Sep 2017,18:11
1002,deep-blue,1340,5,4,-,10,16,100%,-,-,15 Feb 2016,30 Sep 2017,18:11
1003,Mothballs,1340,3,4,1,7,13,92%,8%,-,06 Oct 2015,30 Sep 2017,18:11
1004,Gene Heist,1340,3,4,-,4,9,67%,11%,22%,17 Oct 2015,30 Sep 2017,18:11
1005,Vermont,1340,3,-,2,6,9,78%,11%,11%,28 Nov 2015,30 Sep 2017,18:11
1006,RawFishTails,1340,2,5,3,23,27,85%,11%,4%,10 Apr 2016,30 Sep 2017,18:11
1007,Strangerdanger72,1340,2,3,2,18,19,84%,11%,5%,20 Jul 2016,30 Sep 2017,18:11
1008,KeiranHalcyon,1340,1,4,-,3,6,83%,-,17%,27 Dec 2015,30 Sep 2017,18:11
1009,Swingline2008,1340,1,2,1,6,8,88%,13%,-,24 Oct 2015,30 Sep 2017,18:11
1010,Mumbo Jumbo,1340,1,1,1,7,15,93%,7%,-,22 Nov 2015,30 Sep 2017,18:11
1011,Jazchen,1340,-,2,2,4,6,100%,-,-,27 May 2017,30 Sep 2017,18:11
1012,TheRatMan22,1339,29,20,14,20,129,84%,12%,4%,04 Jan 2016,30 Sep 2017,18:11
1013,Trahnezor,1339,12,2,3,11,30,90%,7%,3%,10 Nov 2015,30 Sep 2017,18:11
1014,bluelobster,1339,5,8,9,22,48,90%,10%,-,26 Dec 2016,30 Sep 2017,18:11
1015,broncos,1339,4,1,-,5,16,56%,38%,6%,28 Jan 2016,30 Sep 2017,18:11
1016,Glib,1339,4,1,-,2,5,100%,-,-,06 Nov 2015,30 Sep 2017,18:11
1017,Dashdom,1339,3,-,1,3,5,100%,-,-,23 Oct 2015,30 Sep 2017,18:11
1018,Damronius,1339,2,2,3,4,8,100%,-,-,12 Jul 2016,30 Sep 2017,18:11
1019,wargeneral8989,1339,1,8,3,14,25,80%,4%,16%,19 Oct 2016,30 Sep 2017,18:11
1020,Natedawg1990,1338,7,5,1,5,17,94%,-,6%,11 Aug 2016,30 Sep 2017,18:11
1021,nishaq,1338,6,1,5,26,29,76%,24%,-,31 Oct 2015,30 Sep 2017,18:11
1022,SubmarineRook,1338,4,10,3,19,29,79%,14%,7%,03 Nov 2015,30 Sep 2017,18:11
1023,Cpt Sbrillo,1338,3,2,1,3,6,100%,-,-,13 Sep 2016,30 Sep 2017,18:11
1024,frizalzal,1338,3,1,-,9,9,78%,22%,-,24 Oct 2015,30 Sep 2017,18:11
1025,DiscoGator,1338,2,1,5,3,10,100%,-,-,02 May 2016,30 Sep 2017,18:11
1026,sexyBack,1338,-,6,-,4,11,82%,-,18%,24 May 2017,30 Sep 2017,18:11
1027,Kurasu,1338,-,1,2,4,7,71%,-,29%,29 Nov 2015,30 Sep 2017,18:11
1028,1888,1337,17,11,2,9,46,93%,7%,-,15 Oct 2015,30 Sep 2017,18:11
1029,jaykay077,1337,4,3,3,13,20,85%,15%,-,21 Oct 2015,30 Sep 2017,18:11
1030,Emmaceleste,1337,4,1,3,7,19,63%,11%,26%,20 Oct 2015,30 Sep 2017,18:11
1031,Bendetta,1337,3,3,1,8,15,73%,7%,20%,01 Nov 2015,30 Sep 2017,18:11
1032,PaulJustHappened,1337,3,2,5,13,19,89%,-,11%,19 Nov 2015,30 Sep 2017,18:11
1033,RickA,1336,30,15,15,114,159,72%,25%,3%,02 Mar 2015,30 Sep 2017,18:11
1034,connor3491,1336,16,2,1,15,25,88%,4%,8%,17 Oct 2015,30 Sep 2017,18:11
1035,Matt1377,1336,9,3,4,24,46,76%,20%,4%,23 Oct 2015,30 Sep 2017,18:11
1036,Uahawke,1336,7,6,6,14,32,75%,13%,13%,15 Mar 2016,30 Sep 2017,18:11
1037,Tsukiko,1336,7,4,1,15,31,74%,16%,10%,20 Oct 2015,30 Sep 2017,18:11
1038,Suomieven,1336,5,9,9,24,45,89%,9%,2%,31 Mar 2016,30 Sep 2017,18:11
1039,Noobrage,1336,5,6,2,14,27,74%,15%,11%,19 Oct 2016,30 Sep 2017,18:11
1040,fahjya,1336,4,7,6,24,35,86%,14%,-,19 Oct 2015,30 Sep 2017,18:11
1041,Bond527,1336,4,3,3,5,17,88%,-,12%,21 Feb 2016,30 Sep 2017,18:11
1042,Maxcrypt,1336,4,3,3,5,11,100%,-,-,12 Oct 2015,30 Sep 2017,18:11
1043,kispaljr,1336,4,1,-,4,6,100%,-,-,03 Aug 2016,30 Sep 2017,18:11
1044,Espadero,1336,3,1,2,12,17,82%,12%,6%,16 Oct 2015,30 Sep 2017,18:11
1045,Quck,1336,2,5,2,8,11,91%,9%,-,13 Jan 2016,30 Sep 2017,18:11
1046,Dark Phoenix,1336,2,3,5,5,11,100%,-,-,25 Dec 2016,30 Sep 2017,18:11
1047,ConunDrumCypher,1336,2,2,-,4,8,75%,25%,-,14 Nov 2016,30 Sep 2017,18:11
1048,Nakedmolerat1,1335,13,9,2,9,41,80%,7%,12%,17 Oct 2015,30 Sep 2017,18:11
1049,Germanmonkeyboy,1335,12,7,4,33,55,69%,20%,11%,22 Dec 2015,30 Sep 2017,18:11
1050,Hootie,1335,11,9,4,15,39,85%,13%,3%,13 Nov 2015,30 Sep 2017,18:11
1051,Luvscake,1335,10,11,9,6,44,82%,9%,9%,15 Dec 2016,30 Sep 2017,18:11
1052,U319,1335,9,7,13,69,93,67%,31%,2%,09 Feb 2016,30 Sep 2017,18:11
1053,ChocoT,1335,7,1,3,4,18,83%,-,17%,08 Sep 2016,30 Sep 2017,18:11
1054,Slii Fox,1335,6,6,3,22,29,66%,31%,3%,20 Oct 2015,30 Sep 2017,18:11
1055,WarlordIII,1335,6,5,3,8,19,89%,5%,5%,20 Dec 2015,30 Sep 2017,18:11
1056,DeadIllusion,1335,5,2,2,6,24,67%,21%,13%,21 Oct 2015,30 Sep 2017,18:11
1057,Cossack,1335,4,5,2,13,25,92%,4%,4%,20 Oct 2015,30 Sep 2017,18:11
1058,Daniel1904,1335,4,3,3,9,16,75%,25%,-,04 Aug 2015,30 Sep 2017,18:11
1059,hank2000,1335,4,3,1,6,13,92%,8%,-,23 Nov 2015,30 Sep 2017,18:11
1060,Honno,1335,3,2,-,6,9,67%,-,33%,15 Oct 2015,30 Sep 2017,18:11
1061,Zealot Immortal,1335,3,2,-,5,8,63%,38%,-,21 May 2016,30 Sep 2017,18:11
1062,francoisvn,1335,3,1,-,2,4,100%,-,-,27 Apr 2015,30 Sep 2017,18:11
1063,ErikII,1335,3,-,2,15,15,80%,13%,7%,04 Jan 2016,30 Sep 2017,18:11
1064,Underwater Dildo,1335,3,-,1,3,5,100%,-,-,28 May 2017,30 Sep 2017,18:11
1065,Ruhkov,1335,2,6,1,13,19,84%,16%,-,04 Nov 2016,30 Sep 2017,18:11
1066,Daallie,1335,2,3,6,15,23,78%,13%,9%,08 Nov 2015,30 Sep 2017,18:11
1067,molo,1335,2,1,-,2,6,83%,-,17%,15 Oct 2015,30 Sep 2017,18:11
1068,OgTheClever92,1335,2,-,3,5,14,64%,7%,29%,28 Dec 2015,30 Sep 2017,18:11
1069,Zadex,1335,2,-,-,2,3,67%,-,33%,17 Oct 2015,30 Sep 2017,18:11
1070,Halberet,1335,1,3,1,4,8,75%,13%,13%,15 Aug 2015,30 Sep 2017,18:11
1071,Stitch29,1335,1,2,4,19,20,90%,5%,5%,05 Jan 2015,30 Sep 2017,18:11
1072,Jonstriker,1334,17,6,5,58,73,79%,16%,4%,04 Sep 2016,30 Sep 2017,18:11
1073,andyyy,1334,6,4,-,7,15,93%,7%,-,13 Jan 2016,30 Sep 2017,18:11
1074,knappe,1334,5,3,2,18,22,73%,23%,5%,19 Jan 2016,30 Sep 2017,18:11
1075,fruitpig,1334,5,1,1,6,13,85%,8%,8%,08 Mar 2016,30 Sep 2017,18:11
1076,Alamo,1334,4,8,7,3,24,96%,-,4%,19 Oct 2015,30 Sep 2017,18:11
1077,Kygo,1334,3,1,1,4,8,75%,13%,13%,13 Oct 2015,30 Sep 2017,18:11
1078,JDAR,1333,4,2,2,6,16,88%,13%,-,10 Jan 2017,30 Sep 2017,18:11
1079,Timo_man,1333,3,-,-,3,4,100%,-,-,09 Jul 2016,30 Sep 2017,18:11
1080,fishlhk,1333,2,3,3,7,23,61%,13%,26%,16 Oct 2015,30 Sep 2017,18:11
1081,Wolverines,1333,2,3,2,9,14,93%,7%,-,31 Dec 2016,30 Sep 2017,18:11
1082,Rouge Thunder,1333,2,-,4,5,12,83%,8%,8%,22 Jul 2016,30 Sep 2017,18:11
1083,Nafnafnaf,1333,1,4,4,6,9,100%,-,-,26 Oct 2015,30 Sep 2017,18:11
1084,Ix3f,1333,1,-,2,11,21,81%,14%,5%,24 Oct 2015,30 Sep 2017,18:11
1085,BOODZ,1333,-,1,1,4,4,100%,-,-,12 Oct 2015,30 Sep 2017,18:11
1086,EvanJ,1332,8,6,8,24,42,74%,21%,5%,30 Jan 2017,30 Sep 2017,18:11
1087,Contred,1332,7,10,8,10,45,67%,9%,24%,26 Dec 2015,30 Sep 2017,18:11
1088,Tsarcastic,1332,2,1,1,4,6,100%,-,-,05 Oct 2015,30 Sep 2017,18:11
1089,TheJameser,1331,17,3,1,33,41,63%,15%,22%,15 Oct 2015,30 Sep 2017,18:11
1090,oezi,1331,7,2,-,2,10,100%,-,-,02 Apr 2016,30 Sep 2017,18:11
1091,Retrewuq,1331,6,2,4,7,25,84%,8%,8%,21 Jan 2017,30 Sep 2017,18:11
1092,EthanKesner,1331,5,-,5,29,38,61%,26%,13%,23 Oct 2015,30 Sep 2017,18:11
1093,TohyaMiho,1331,5,-,-,6,8,88%,-,13%,15 Oct 2015,30 Sep 2017,18:11
1094,cleatoma,1331,3,4,3,6,18,94%,6%,-,06 Nov 2015,30 Sep 2017,18:11
1095,Sugarlumps,1331,3,3,2,5,14,71%,29%,-,30 Apr 2016,30 Sep 2017,18:11
1096,Take5,1331,3,1,2,2,6,100%,-,-,18 Jan 2016,30 Sep 2017,18:11
1097,Glitchpaw,1331,2,2,2,5,10,60%,10%,30%,06 Jan 2016,30 Sep 2017,18:11
1098,TheBing87,1331,1,3,3,7,15,67%,27%,7%,09 Nov 2015,30 Sep 2017,18:11
1099,Hydr03,1331,1,3,1,7,11,91%,9%,-,09 Jan 2017,30 Sep 2017,18:11
1100,CPCMoustache,1331,1,2,-,4,5,60%,20%,20%,03 Jan 2016,30 Sep 2017,18:11
1101,Mimprota,1331,-,9,3,24,27,78%,15%,7%,17 Oct 2015,30 Sep 2017,18:11
1102,DontHassleDaHoff,1331,-,2,1,4,7,100%,-,-,19 Apr 2017,30 Sep 2017,18:11
1103,Myrrhlin,1330,8,5,3,9,25,76%,20%,4%,13 Feb 2017,30 Sep 2017,18:11
1104,Losty,1330,4,4,-,4,16,81%,-,19%,16 Jun 2016,30 Sep 2017,18:11
1105,dexter z cropduster,1330,4,2,5,21,24,83%,17%,-,29 Mar 2017,30 Sep 2017,18:11
1106,BobaPhat,1330,2,-,2,8,13,85%,8%,8%,10 Jun 2017,30 Sep 2017,18:11
1107,TheoLM,1330,1,1,1,2,5,80%,20%,-,11 Jan 2017,30 Sep 2017,18:11
1108,Jubbly,1330,-,2,-,2,2,100%,-,-,16 Oct 2015,30 Sep 2017,18:11
1109,Charon,1329,24,11,5,5,46,100%,-,-,25 Apr 2016,30 Sep 2017,18:11
1110,theindianninja,1329,9,2,2,5,20,80%,15%,5%,15 Oct 2015,30 Sep 2017,18:11
1111,Ralphacus,1329,7,3,4,15,24,83%,8%,8%,15 Oct 2015,30 Sep 2017,18:11
1112,Raleigh,1329,5,3,3,7,18,83%,11%,6%,11 Nov 2015,30 Sep 2017,18:11
1113,Chandarin,1329,5,1,6,16,22,91%,9%,-,05 Jun 2016,30 Sep 2017,18:11
1114,andreit,1329,4,3,2,17,19,89%,11%,-,18 Oct 2015,30 Sep 2017,18:11
1115,Huck the Dog,1329,4,1,-,2,6,100%,-,-,03 Dec 2015,30 Sep 2017,18:11
1116,hswb,1329,4,-,-,3,10,90%,10%,-,25 Dec 2015,30 Sep 2017,18:11
1117,Snorky,1329,3,-,-,2,3,100%,-,-,15 Oct 2015,30 Sep 2017,18:11
1118,Urquhart Bear,1329,2,1,2,5,8,63%,13%,25%,27 Feb 2017,30 Sep 2017,18:11
1119,sruffell,1329,2,1,-,6,8,100%,-,-,19 Oct 2015,30 Sep 2017,18:11
1120,Twitchy Geezer,1329,1,2,3,6,10,100%,-,-,09 Dec 2015,30 Sep 2017,18:11
1121,The_Count,1329,1,1,2,5,6,67%,17%,17%,17 Feb 2016,30 Sep 2017,18:11
1122,Batmon,1329,-,3,-,2,5,80%,20%,-,23 Oct 2015,30 Sep 2017,18:11
1123,Zack,1329,-,1,3,7,9,78%,-,22%,19 Aug 2015,30 Sep 2017,18:11
1124,cypressaries_tgf,1328,9,-,-,10,10,90%,-,10%,22 Aug 2016,30 Sep 2017,18:11
1125,yeniv,1328,5,2,-,2,7,100%,-,-,26 May 2017,30 Sep 2017,18:11
1126,NotJust,1328,3,6,2,9,19,89%,5%,5%,02 Nov 2015,30 Sep 2017,18:11
1127,Skiterlingua,1328,2,5,11,21,41,63%,27%,10%,19 Nov 2015,30 Sep 2017,18:11
1128,PotatoChipHands,1328,2,4,3,13,17,88%,-,12%,18 Oct 2015,30 Sep 2017,18:11
1129,Miawe,1328,2,2,2,5,9,89%,11%,-,28 Mar 2017,30 Sep 2017,18:11
1130,MrFriendly,1328,2,1,1,9,9,44%,44%,11%,26 Mar 2017,30 Sep 2017,18:11
1131,Mercutio,1328,2,-,-,2,2,100%,-,-,16 Oct 2015,30 Sep 2017,18:11
1132,BaronGuard,1328,1,1,2,5,7,71%,29%,-,02 Jul 2017,30 Sep 2017,18:11
1133,RentonO,1328,-,5,3,8,13,85%,8%,8%,06 Aug 2016,30 Sep 2017,18:11
1134,Trip21,1327,17,9,15,95,113,65%,30%,5%,16 Feb 2016,30 Sep 2017,18:11
1135,MikeP,1327,7,6,1,5,17,100%,-,-,18 Oct 2015,30 Sep 2017,18:11
1136,Zaknafein,1327,4,1,2,2,15,87%,-,13%,02 May 2017,30 Sep 2017,18:11
1137,ignite,1327,4,1,1,11,14,71%,29%,-,16 Oct 2015,30 Sep 2017,18:11
1138,CornyCoyote,1327,3,6,4,20,26,85%,15%,-,17 Mar 2016,30 Sep 2017,18:11
1139,santhix1,1327,3,2,-,7,11,91%,9%,-,20 Apr 2016,30 Sep 2017,18:11
1140,reed02m,1327,2,4,1,2,11,82%,9%,9%,30 Oct 2016,30 Sep 2017,18:11
1141,ManOWar,1327,2,1,4,23,23,87%,4%,9%,24 May 2016,30 Sep 2017,18:11
1142,SunQ,1327,1,3,-,6,9,78%,11%,11%,25 Jul 2017,30 Sep 2017,18:11
1143,blablack,1327,1,2,2,13,19,74%,16%,11%,21 Mar 2017,30 Sep 2017,18:11
1144,coolioasjulio,1326,10,8,1,5,30,80%,13%,7%,17 Feb 2016,30 Sep 2017,18:11
1145,Devoid21,1326,8,7,4,5,22,100%,-,-,15 Oct 2015,30 Sep 2017,18:11
1146,NicH,1326,5,5,2,8,26,81%,15%,4%,16 Oct 2015,30 Sep 2017,18:11
1147,MasterFader,1326,5,3,2,15,21,81%,10%,10%,16 Oct 2015,30 Sep 2017,18:11
1148,Skylite,1326,5,1,4,12,21,81%,19%,-,04 Dec 2015,30 Sep 2017,18:11
1149,Balaquis,1326,4,6,4,17,31,100%,-,-,31 Jan 2016,30 Sep 2017,18:11
1150,Juane,1326,4,3,2,8,16,88%,6%,6%,25 Apr 2017,30 Sep 2017,18:11
1151,EdmundKingsman,1326,4,1,2,7,13,85%,8%,8%,22 Jan 2016,30 Sep 2017,18:11
1152,NightHawk08,1326,4,1,-,4,9,78%,22%,-,20 Oct 2015,30 Sep 2017,18:11
1153,axelei,1326,4,-,3,13,17,53%,24%,24%,11 Sep 2016,30 Sep 2017,18:11
1154,Marx,1326,3,1,-,2,4,100%,-,-,15 Oct 2015,30 Sep 2017,18:11
1155,KdR1106,1326,2,2,3,9,15,87%,13%,-,03 Jan 2016,30 Sep 2017,18:11
1156,Javin,1326,1,2,-,4,5,80%,20%,-,28 Oct 2015,30 Sep 2017,18:11
1157,The Don,1326,-,3,2,3,7,86%,-,14%,06 Dec 2015,30 Sep 2017,18:11
1158,Agis III,1326,-,3,1,7,10,90%,10%,-,04 Feb 2017,30 Sep 2017,18:11
1159,Germanikov,1325,10,4,3,35,44,66%,20%,14%,07 Mar 2016,30 Sep 2017,18:11
1160,P3AC3MAK3R,1325,6,6,6,18,44,84%,11%,5%,29 Apr 2016,30 Sep 2017,18:11
1161,rawr,1325,6,1,-,4,8,88%,-,13%,23 Oct 2015,30 Sep 2017,18:11
1162,James2at8,1325,4,11,10,67,75,87%,13%,-,26 Oct 2015,30 Sep 2017,18:11
1163,Kylf,1325,4,4,3,14,19,68%,21%,11%,15 Oct 2015,30 Sep 2017,18:11
1164,megapanza,1325,4,3,10,22,32,81%,9%,9%,27 Dec 2015,30 Sep 2017,18:11
1165,DarkChasmCorporation,1325,4,2,6,19,25,92%,8%,-,05 Jan 2016,30 Sep 2017,18:11
1166,Soddy,1325,3,1,3,8,14,93%,-,7%,05 Nov 2015,30 Sep 2017,18:11
1167,Puuuf,1325,2,3,2,13,15,73%,13%,13%,25 Feb 2016,30 Sep 2017,18:11
1168,oGTo,1325,2,3,1,13,16,75%,19%,6%,16 Nov 2016,30 Sep 2017,18:11
1169,M1ngl3,1325,2,1,-,2,3,100%,-,-,14 Oct 2015,30 Sep 2017,18:11
1170,Spedtime,1325,2,-,4,6,12,75%,-,25%,21 Oct 2015,30 Sep 2017,18:11
1171,SubLiminal,1324,4,4,5,24,26,73%,4%,23%,14 Nov 2015,30 Sep 2017,18:11
1172,Corto Maltese,1324,4,2,1,2,13,77%,8%,15%,15 May 2016,30 Sep 2017,18:11
1173,BabeInTheWoods,1324,4,1,4,5,30,87%,13%,-,25 Feb 2016,30 Sep 2017,18:11
1174,Octopusman,1324,3,6,5,25,38,71%,18%,11%,24 Oct 2015,30 Sep 2017,18:11
1175,Thanatos0400,1324,3,4,3,22,34,65%,24%,12%,19 Oct 2015,30 Sep 2017,18:11
1176,Bill Cipher,1324,2,8,3,10,19,74%,11%,16%,09 Jul 2016,30 Sep 2017,18:11
1177,HelTheReaper,1324,2,4,8,7,21,81%,19%,-,05 Jun 2016,30 Sep 2017,18:11
1178,BEEateMAN,1324,2,3,3,5,14,93%,7%,-,10 Nov 2016,30 Sep 2017,18:11
1179,Miss Piggy,1324,1,6,2,15,20,60%,25%,15%,16 Dec 2015,30 Sep 2017,18:11
1180,TRG3,1324,1,3,1,8,11,64%,18%,18%,24 Oct 2015,30 Sep 2017,18:11
1181,failtoprepareand,1324,1,3,-,3,7,71%,29%,-,07 Apr 2016,30 Sep 2017,18:11
1182,EternalCarnage,1324,-,3,8,12,31,68%,32%,-,13 Nov 2016,30 Sep 2017,18:11
1183,Blackfall,1323,9,2,-,3,15,87%,-,13%,18 Oct 2015,30 Sep 2017,18:11
1184,monkeu,1323,7,10,9,10,49,92%,6%,2%,25 Dec 2015,30 Sep 2017,18:11
1185,Nebel03,1323,6,6,5,7,27,85%,15%,-,15 Oct 2015,30 Sep 2017,18:11
1186,PumperNICKel,1323,6,3,5,39,44,59%,36%,5%,25 Aug 2016,30 Sep 2017,18:11
1187,benhammy,1323,5,3,1,2,15,93%,7%,-,16 Oct 2015,30 Sep 2017,18:11
1188,JF09,1323,5,1,3,10,23,83%,17%,-,07 Jul 2015,30 Sep 2017,18:11
1189,KillTheFuture,1323,4,-,-,3,7,71%,29%,-,14 Oct 2015,30 Sep 2017,18:11
1190,Paco Lopez,1323,3,3,-,2,7,100%,-,-,18 Oct 2016,30 Sep 2017,18:11
1191,DasBootUpYourAss,1323,3,-,-,4,8,75%,25%,-,09 May 2017,30 Sep 2017,18:11
1192,Rathorian,1323,2,1,1,5,7,71%,14%,14%,12 Jan 2017,30 Sep 2017,18:11
1193,Alcove,1322,9,5,-,6,20,90%,10%,-,21 Oct 2015,30 Sep 2017,18:11
1194,Fuddafudda,1322,7,9,7,35,43,93%,5%,2%,21 Oct 2015,30 Sep 2017,18:11
1195,ynosyn,1322,7,1,1,6,16,88%,6%,6%,08 Jan 2016,30 Sep 2017,18:11
1196,stuart00,1322,6,-,1,2,7,100%,-,-,21 Oct 2015,30 Sep 2017,18:11
1197,yaropolk,1322,5,4,2,13,22,82%,5%,14%,06 Oct 2016,30 Sep 2017,18:11
1198,Numa,1322,5,3,2,10,23,70%,9%,22%,26 Jan 2015,30 Sep 2017,18:11
1199,deathbymonty,1322,5,2,1,10,15,73%,20%,7%,19 Mar 2016,30 Sep 2017,18:11
1200,AlexDz,1322,5,2,-,11,17,76%,12%,12%,15 Oct 2015,30 Sep 2017,18:11
1201,LordSputnik,1322,3,2,2,4,11,73%,18%,9%,01 Dec 2016,30 Sep 2017,18:11
1202,bovs,1322,2,5,-,6,11,91%,-,9%,15 Oct 2015,30 Sep 2017,18:11
1203,Deeep,1322,2,2,3,6,8,75%,-,25%,29 Jan 2016,30 Sep 2017,18:11
1204,ptmeyer84,1322,2,1,1,5,6,100%,-,-,18 Oct 2015,30 Sep 2017,18:11
1205,Armstrong,1322,2,1,1,4,5,100%,-,-,15 Oct 2015,30 Sep 2017,18:11
1206,Brain8934,1321,15,13,5,5,46,89%,7%,4%,10 Aug 2016,30 Sep 2017,18:11
1207,Tombolala,1321,7,4,2,16,20,85%,10%,5%,24 Nov 2015,30 Sep 2017,18:11
1208,yellowcake,1321,7,1,1,3,17,59%,-,41%,21 Feb 2017,30 Sep 2017,18:11
1209,ganaldo,1321,7,-,3,16,20,70%,25%,5%,16 Oct 2015,30 Sep 2017,18:11
1210,Highlander,1321,6,3,6,45,49,67%,31%,2%,18 Oct 2015,30 Sep 2017,18:11
1211,ZackD,1321,5,9,7,42,60,78%,20%,2%,10 Jan 2017,30 Sep 2017,18:11
1212,Captainmorgan,1321,5,4,5,2,16,100%,-,-,22 Dec 2015,30 Sep 2017,18:11
1213,Hero Cerebrum,1321,5,3,11,19,36,78%,17%,6%,07 Jul 2016,30 Sep 2017,18:11
1214,Whyu,1321,4,1,6,28,33,82%,18%,-,30 Mar 2016,30 Sep 2017,18:11
1215,Kroenen,1321,3,4,2,19,23,96%,-,4%,23 Oct 2015,30 Sep 2017,18:11
1216,FrancisCrozier,1321,3,1,2,11,12,83%,17%,-,08 Mar 2017,30 Sep 2017,18:11
1217,Shake And Bake,1321,2,3,2,9,11,91%,9%,-,03 Jun 2016,30 Sep 2017,18:11
1218,RudieOnFire,1321,1,1,4,15,22,73%,9%,18%,16 Oct 2015,30 Sep 2017,18:11
1219,NilC,1321,1,1,1,4,8,88%,13%,-,30 Mar 2016,30 Sep 2017,18:11
1220,Ewela,1320,14,7,4,22,45,73%,9%,18%,03 Apr 2016,30 Sep 2017,18:11
1221,AlFly,1320,6,5,-,5,21,76%,10%,14%,16 Oct 2015,30 Sep 2017,18:11
1222,Colorblinder,1320,5,4,6,4,23,91%,-,9%,21 May 2016,30 Sep 2017,18:11
1223,the_funktopus,1320,5,1,1,7,10,80%,-,20%,17 Oct 2015,30 Sep 2017,18:11
1224,The Prophet,1320,5,-,-,3,8,88%,13%,-,02 May 2016,30 Sep 2017,18:11
1225,Rommelboy,1320,4,6,1,7,17,76%,18%,6%,24 Oct 2015,30 Sep 2017,18:11
1226,Kai20,1320,4,2,2,5,15,80%,7%,13%,28 Mar 2016,30 Sep 2017,18:11
1227,Spervins,1320,4,-,-,3,12,42%,25%,33%,04 Dec 2015,30 Sep 2017,18:11
1228,Romanr,1320,3,4,-,12,17,65%,18%,18%,29 Nov 2015,30 Sep 2017,18:11
1229,mark1nhu,1320,2,-,2,2,4,100%,-,-,25 Dec 2016,30 Sep 2017,18:11
1230,azdaddyo,1320,1,4,1,5,9,89%,11%,-,15 May 2016,30 Sep 2017,18:11
1231,Brainiac327,1320,1,3,7,7,22,59%,9%,32%,11 Dec 2015,30 Sep 2017,18:11
1232,WillPower,1320,-,3,1,13,13,54%,38%,8%,25 Feb 2016,30 Sep 2017,18:11
1233,TheKorfballer,1319,22,10,6,20,79,87%,13%,-,24 Nov 2015,30 Sep 2017,18:11
1234,wavq,1319,6,5,5,45,57,86%,12%,2%,24 Oct 2015,30 Sep 2017,18:11
1235,tak6,1319,6,4,10,9,34,82%,12%,6%,30 Mar 2017,30 Sep 2017,18:11
1236,Army5partan117,1319,6,1,3,11,23,74%,22%,4%,18 Oct 2015,30 Sep 2017,18:11
1237,Wergeldt,1319,5,-,1,5,9,100%,-,-,20 Oct 2015,30 Sep 2017,18:11
1238,Maemi,1319,4,-,-,2,4,100%,-,-,15 Nov 2015,30 Sep 2017,18:11
