rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
3493,Kazdan,1210,-,1,-,1,4,100%,-,-,17 Oct 2015,30 Sep 2017,18:11
3494,F3 scorn,1210,-,1,-,1,4,75%,25%,-,17 Oct 2015,30 Sep 2017,18:11
3495,Qarl,1210,-,1,-,1,3,100%,-,-,14 Oct 2014,30 Sep 2017,18:11
3496,Amatak,1210,-,-,2,3,6,-,17%,83%,24 Oct 2015,30 Sep 2017,18:11
3497,Noxling,1210,-,-,1,1,5,20%,20%,60%,22 Sep 2015,30 Sep 2017,18:11
3498,Lawivido,1210,-,-,1,2,2,50%,50%,-,14 Mar 2016,30 Sep 2017,18:11
3499,Poke,1210,-,-,-,1,13,69%,-,31%,15 Oct 2015,30 Sep 2017,18:11
3500,Whatishappening,1210,-,-,-,1,6,67%,17%,17%,21 Dec 2015,30 Sep 2017,18:11
3501,SKUNK626,1210,-,-,-,1,6,50%,-,50%,26 Oct 2015,30 Sep 2017,18:11
3502,NateHill61,1210,-,-,-,1,4,100%,-,-,03 Nov 2015,30 Sep 2017,18:11
3503,chris_,1210,-,-,-,1,4,75%,25%,-,16 Oct 2015,30 Sep 2017,18:11
3504,gideon,1210,-,-,-,1,4,75%,-,25%,14 Oct 2015,30 Sep 2017,18:11
3505,Fumble,1210,-,-,-,1,3,100%,-,-,06 Feb 2017,30 Sep 2017,18:11
3506,NBBGQ,1210,-,-,-,1,3,67%,-,33%,22 Oct 2015,30 Sep 2017,18:11
3507,Reed0341,1210,-,-,-,1,3,67%,33%,-,17 Oct 2015,30 Sep 2017,18:11
3508,DOSHIRAK228,1210,-,-,-,1,3,33%,-,67%,17 Oct 2015,30 Sep 2017,18:11
3509,Bobalobasquebe,1210,-,-,-,1,3,-,-,100%,20 Oct 2015,30 Sep 2017,18:11
3510,sferreito,1210,-,-,-,1,2,100%,-,-,06 Oct 2015,30 Sep 2017,18:11
3511,GoGoEdgar,1210,-,-,-,1,2,100%,-,-,16 Dec 2016,30 Sep 2017,18:11
3512,LordFPL,1210,-,-,-,1,2,50%,-,50%,14 Oct 2015,30 Sep 2017,18:11
3513,Playlost,1210,-,-,-,1,2,50%,-,50%,16 Oct 2015,30 Sep 2017,18:11
3514,LeonGB,1210,-,-,-,1,2,-,-,100%,16 Oct 2015,30 Sep 2017,18:11
3515,itsJon,1210,-,-,-,1,2,-,50%,50%,14 Oct 2015,30 Sep 2017,18:11
3516,red99,1210,-,-,-,1,1,100%,-,-,06 Oct 2015,30 Sep 2017,18:11
3517,griot,1210,-,-,-,1,1,100%,-,-,13 Oct 2015,30 Sep 2017,18:11
3518,Robiaster,1210,-,-,-,1,1,100%,-,-,06 Oct 2015,30 Sep 2017,18:11
3519,funb,1210,-,-,-,1,1,100%,-,-,13 Oct 2015,30 Sep 2017,18:11
3520,2plus2isjoe,1210,-,-,-,1,1,100%,-,-,06 Oct 2015,30 Sep 2017,18:11
3521,Utheris,1210,-,-,-,1,1,100%,-,-,05 Oct 2015,30 Sep 2017,18:11
3522,Googlebugle,1210,-,-,-,1,1,100%,-,-,21 Oct 2015,30 Sep 2017,18:11
3523,Ampkai,1210,-,-,-,1,1,100%,-,-,01 Oct 2015,30 Sep 2017,18:11
3524,EasedRaptor,1210,-,-,-,1,1,100%,-,-,18 Oct 2015,30 Sep 2017,18:11
3525,goodnight,1210,-,-,-,1,1,100%,-,-,28 Oct 2015,30 Sep 2017,18:11
3526,Zander_Panda,1210,-,-,-,1,1,100%,-,-,23 Oct 2015,30 Sep 2017,18:11
3527,aid22,1210,-,-,-,1,1,100%,-,-,23 Oct 2015,30 Sep 2017,18:11
3528,TheHazr,1210,-,-,-,1,1,-,-,100%,21 Oct 2015,30 Sep 2017,18:11
3529,KSI_Dewaruci,1210,-,-,-,1,1,-,-,100%,20 Oct 2015,30 Sep 2017,18:11
3530,Cyndaquill,1210,-,-,-,1,1,-,-,100%,07 Jul 2017,30 Sep 2017,18:11
3531,GeneralH,1210,-,-,-,1,1,-,-,100%,01 Sep 2016,30 Sep 2017,18:11
3532,Stevo,1210,-,-,-,1,1,-,100%,-,13 Oct 2015,30 Sep 2017,18:11
3533,spann87,1210,-,-,-,1,1,-,100%,-,12 Oct 2015,30 Sep 2017,18:11
3534,dofukadi,1210,-,-,-,1,1,-,-,100%,21 Oct 2015,30 Sep 2017,18:11
3535,pawasimo,1210,-,-,-,1,1,-,-,100%,17 Oct 2015,30 Sep 2017,18:11
3536,Franc,1209,7,8,2,1,21,86%,-,14%,03 Sep 2016,30 Sep 2017,18:11
3537,Deortuka,1209,6,4,5,49,64,48%,45%,6%,22 Oct 2015,30 Sep 2017,18:11
3538,RocketTurtle,1209,4,3,2,20,32,53%,44%,3%,10 Jan 2016,30 Sep 2017,18:11
3539,sylveon,1209,3,1,2,14,15,67%,20%,13%,04 Jan 2016,30 Sep 2017,18:11
3540,GrayGriffin,1209,2,2,1,4,13,69%,31%,-,19 Feb 2016,30 Sep 2017,18:11
3541,Arbitron,1209,2,2,-,2,8,75%,25%,-,02 Dec 2015,30 Sep 2017,18:11
3542,Hossman,1209,2,1,-,4,10,70%,10%,20%,22 Jan 2016,30 Sep 2017,18:11
3543,Duffie,1209,2,-,1,1,11,64%,18%,18%,18 Jan 2016,30 Sep 2017,18:11
3544,Damazzman,1209,2,-,-,2,9,78%,22%,-,09 Nov 2016,30 Sep 2017,18:11
3545,AkioOhtori,1209,2,-,-,1,3,100%,-,-,30 Nov 2015,30 Sep 2017,18:11
3546,KxngBxby,1209,1,3,2,10,13,85%,15%,-,16 Oct 2015,30 Sep 2017,18:11
3547,Hache,1209,1,3,-,5,12,75%,25%,-,17 Oct 2015,30 Sep 2017,18:11
3548,le defamia,1209,1,2,-,2,8,38%,13%,50%,11 Sep 2016,30 Sep 2017,18:11
3549,Wolfang,1209,1,2,-,3,5,80%,-,20%,20 Oct 2015,30 Sep 2017,18:11
3550,holycattle,1209,1,1,-,4,7,57%,14%,29%,23 Oct 2015,30 Sep 2017,18:11
3551,Unimpressed,1209,1,1,-,1,6,83%,-,17%,07 Dec 2015,30 Sep 2017,18:11
3552,OlivierLe,1209,1,1,-,2,4,75%,25%,-,14 Oct 2015,30 Sep 2017,18:11
3553,elzbee,1209,1,-,-,1,11,36%,9%,55%,03 Nov 2015,30 Sep 2017,18:11
3554,GirNation,1209,1,-,-,3,4,75%,-,25%,16 Oct 2015,30 Sep 2017,18:11
3555,CorvoKalel,1209,1,-,-,1,3,100%,-,-,21 Oct 2015,30 Sep 2017,18:11
3556,ACarboardBox,1209,-,4,3,5,23,52%,22%,26%,30 Jan 2016,30 Sep 2017,18:11
3557,Qureshi,1209,-,4,3,11,16,50%,13%,38%,28 Feb 2016,30 Sep 2017,18:11
3558,Peshy,1209,-,3,1,2,8,75%,13%,13%,13 Oct 2015,30 Sep 2017,18:11
3559,NotBandit,1209,-,2,1,2,5,60%,-,40%,29 Mar 2017,30 Sep 2017,18:11
3560,robertvmarshall,1209,-,1,3,8,16,50%,19%,31%,20 Oct 2015,30 Sep 2017,18:11
3561,ThankTheStars,1209,-,1,1,2,9,11%,-,89%,16 Oct 2015,30 Sep 2017,18:11
3562,vlanutor,1209,-,1,1,1,5,80%,-,20%,21 Nov 2015,30 Sep 2017,18:11
3563,MetalSVT,1209,-,1,-,1,4,50%,25%,25%,22 Dec 2016,30 Sep 2017,18:11
3564,lemma,1209,-,1,-,1,2,100%,-,-,24 Oct 2015,30 Sep 2017,18:11
3565,The Commodore,1209,-,1,-,1,2,100%,-,-,21 Jan 2016,30 Sep 2017,18:11
3566,Avoco,1209,-,-,1,1,3,33%,67%,-,18 Mar 2016,30 Sep 2017,18:11
3567,roubaozi,1209,-,-,1,2,2,100%,-,-,26 Oct 2015,30 Sep 2017,18:11
3568,Joeyraymer,1209,-,-,1,1,2,50%,50%,-,20 Oct 2015,30 Sep 2017,18:11
3569,Endo,1209,-,-,1,1,2,-,50%,50%,18 Oct 2015,30 Sep 2017,18:11
3570,nom28,1209,-,-,-,3,4,75%,-,25%,04 Jan 2016,30 Sep 2017,18:11
3571,elekim98,1209,-,-,-,2,4,50%,50%,-,11 Feb 2016,30 Sep 2017,18:11
3572,MariJ,1209,-,-,-,1,4,25%,25%,50%,22 Feb 2016,30 Sep 2017,18:11
3573,ithinkchaos,1209,-,-,-,1,2,50%,50%,-,05 Oct 2015,30 Sep 2017,18:11
3574,AdmiralKim,1209,-,-,-,1,2,-,100%,-,15 Oct 2015,30 Sep 2017,18:11
3575,Darve,1209,-,-,-,1,2,-,50%,50%,11 Oct 2015,30 Sep 2017,18:11
3576,Mandroid,1209,-,-,-,1,1,100%,-,-,11 Oct 2015,30 Sep 2017,18:11
3577,WizBoom,1209,-,-,-,1,1,100%,-,-,15 Oct 2015,30 Sep 2017,18:11
3578,b6r305,1209,-,-,-,1,1,-,-,100%,16 Oct 2015,30 Sep 2017,18:11
3579,The Captain,1209,-,-,-,1,1,-,-,100%,16 Oct 2015,30 Sep 2017,18:11
3580,Aizen14X,1208,10,1,3,3,31,68%,13%,19%,29 Nov 2015,30 Sep 2017,18:11
3581,Murdock14emw,1208,5,-,2,1,9,89%,-,11%,15 Oct 2015,30 Sep 2017,18:11
3582,IrishSpitfire,1208,4,5,-,2,12,83%,8%,8%,18 Jun 2017,30 Sep 2017,18:11
3583,Samekh,1208,4,3,-,7,27,41%,22%,37%,30 Dec 2015,30 Sep 2017,18:11
3584,GoldenHeart,1208,4,-,-,5,14,71%,7%,21%,11 Feb 2016,30 Sep 2017,18:11
3585,fieryPhoenix,1208,3,1,4,42,58,84%,14%,2%,18 Jan 2016,30 Sep 2017,18:11
3586,Hartwell,1208,3,1,2,2,9,100%,-,-,01 Jun 2015,30 Sep 2017,18:11
3587,Spidey75,1208,3,1,1,1,9,89%,11%,-,16 Nov 2015,30 Sep 2017,18:11
3588,Meshichenu,1208,2,4,2,2,16,81%,6%,13%,13 Sep 2016,30 Sep 2017,18:11
3589,justin1098,1208,2,2,3,2,19,68%,16%,16%,24 Jan 2017,30 Sep 2017,18:11
3590,Nanogibbon,1208,2,1,2,6,12,75%,25%,-,26 Oct 2015,30 Sep 2017,18:11
3591,Ricardo Monalban,1208,2,1,2,4,9,67%,33%,-,26 Dec 2015,30 Sep 2017,18:11
3592,Philipines,1208,2,-,3,2,10,70%,20%,10%,16 Oct 2015,30 Sep 2017,18:11
3593,Cloud4197,1208,2,-,3,1,9,78%,22%,-,29 Oct 2015,30 Sep 2017,18:11
3594,TheButlerDidIt,1208,1,3,-,5,13,77%,23%,-,22 Oct 2015,30 Sep 2017,18:11
3595,GoodWitch,1208,1,2,4,1,20,90%,10%,-,26 Dec 2015,30 Sep 2017,18:11
3596,ReverseCold,1208,1,1,-,1,10,20%,-,80%,14 Oct 2015,30 Sep 2017,18:11
3597,Disciple,1208,1,-,2,1,6,67%,33%,-,17 Oct 2015,30 Sep 2017,18:11
3598,Wiley120,1208,1,-,1,2,4,75%,25%,-,09 Dec 2015,30 Sep 2017,18:11
3599,Mend,1208,1,-,-,1,3,67%,33%,-,05 Dec 2015,30 Sep 2017,18:11
3600,CancerboyBilly,1208,1,-,-,1,2,100%,-,-,25 Feb 2016,30 Sep 2017,18:11
3601,Mr Lawrence,1208,1,-,-,2,2,50%,-,50%,14 Oct 2015,30 Sep 2017,18:11
3602,Grissom,1208,-,3,1,2,16,75%,25%,-,30 May 2016,30 Sep 2017,18:11
3603,JCool,1208,-,2,-,2,8,75%,25%,-,02 Dec 2015,30 Sep 2017,18:11
3604,Darkfire_666,1208,-,2,-,1,5,100%,-,-,11 Nov 2015,30 Sep 2017,18:11
3605,chankro,1208,-,1,1,1,3,100%,-,-,13 May 2017,30 Sep 2017,18:11
3606,Barber,1208,-,1,-,1,2,50%,50%,-,18 Oct 2015,30 Sep 2017,18:11
3607,BIObryce9,1208,-,-,2,5,9,78%,22%,-,07 Apr 2017,30 Sep 2017,18:11
3608,Baron Von Zindreich,1208,-,-,2,7,8,63%,-,38%,07 Jan 2016,30 Sep 2017,18:11
3609,Tango,1208,-,-,1,1,7,86%,-,14%,15 Oct 2015,30 Sep 2017,18:11
3610,BJGO,1208,-,-,1,1,2,50%,50%,-,09 Nov 2016,30 Sep 2017,18:11
3611,Pwrobel,1208,-,-,1,1,2,50%,-,50%,01 Jan 2016,30 Sep 2017,18:11
3612,Jadge,1208,-,-,-,1,4,50%,25%,25%,10 Jan 2017,30 Sep 2017,18:11
3613,Pavarotti2829,1208,-,-,-,1,3,-,33%,67%,18 Oct 2015,30 Sep 2017,18:11
3614,kippi,1208,-,-,-,1,2,100%,-,-,09 Jan 2016,30 Sep 2017,18:11
3615,tomatrow,1208,-,-,-,1,2,100%,-,-,15 Aug 2015,30 Sep 2017,18:11
3616,Darth Zireael,1208,-,-,-,1,1,-,-,100%,16 Oct 2015,30 Sep 2017,18:11
3617,Iwillbenicetou,1207,20,20,13,8,76,88%,5%,7%,21 Feb 2016,30 Sep 2017,18:11
3618,Soulman,1207,5,9,7,1,34,91%,3%,6%,24 Oct 2015,30 Sep 2017,18:11
3619,Bobby Schmurda,1207,3,13,4,50,64,75%,25%,-,29 May 2016,30 Sep 2017,18:11
3620,JC-HP,1207,3,1,1,7,13,85%,8%,8%,31 Oct 2015,30 Sep 2017,18:11
3621,Dravish,1207,2,3,3,2,12,92%,8%,-,16 Jan 2017,30 Sep 2017,18:11
3622,Highlink55,1207,2,1,-,3,5,60%,40%,-,15 Oct 2015,30 Sep 2017,18:11
3623,Aardinkvis,1207,2,-,1,1,11,64%,-,36%,15 Nov 2015,30 Sep 2017,18:11
3624,Knoddus,1207,2,-,-,1,7,57%,-,43%,27 Oct 2015,30 Sep 2017,18:11
3625,Asew,1207,2,-,-,1,4,50%,-,50%,15 Mar 2017,30 Sep 2017,18:11
3626,Ivio,1207,1,2,1,5,7,43%,14%,43%,15 Oct 2015,30 Sep 2017,18:11
3627,APieceOfToast,1207,1,1,2,1,7,86%,-,14%,15 Oct 2015,30 Sep 2017,18:11
3628,Pinprix,1207,1,1,1,1,4,100%,-,-,24 Oct 2015,30 Sep 2017,18:11
3629,Dr3wman0,1207,1,1,-,1,6,83%,-,17%,11 Apr 2016,30 Sep 2017,18:11
3630,Wingster76,1207,1,1,-,3,6,67%,17%,17%,07 May 2016,30 Sep 2017,18:11
3631,ControlFreak,1207,1,1,-,2,3,67%,33%,-,15 Oct 2015,30 Sep 2017,18:11
3632,SuperG,1207,1,-,-,1,5,60%,-,40%,04 Nov 2015,30 Sep 2017,18:11
3633,Bussman,1207,-,4,-,1,18,67%,6%,28%,21 Oct 2015,30 Sep 2017,18:11
3634,Dupree,1207,-,3,3,7,9,78%,22%,-,15 Oct 2015,30 Sep 2017,18:11
3635,sugarkekse,1207,-,3,1,1,9,100%,-,-,24 Nov 2015,30 Sep 2017,18:11
3636,Krygon,1207,-,1,3,17,26,85%,15%,-,11 Mar 2016,30 Sep 2017,18:11
3637,Thrackerzod,1207,-,1,3,13,20,60%,15%,25%,12 Jan 2016,30 Sep 2017,18:11
3638,Saint X,1207,-,1,1,2,10,30%,50%,20%,23 Oct 2015,30 Sep 2017,18:11
3639,Heseltine,1207,-,1,-,1,2,50%,-,50%,23 Oct 2015,30 Sep 2017,18:11
3640,Charley,1207,-,-,2,1,9,33%,11%,56%,05 Dec 2015,30 Sep 2017,18:11
3641,-Spyglass-,1207,-,-,1,1,7,29%,14%,57%,27 Aug 2016,30 Sep 2017,18:11
3642,RorschachSix,1207,-,-,1,2,4,75%,-,25%,18 Oct 2015,30 Sep 2017,18:11
3643,Areo,1207,-,-,-,2,11,55%,36%,9%,31 Oct 2015,30 Sep 2017,18:11
3644,Jon20200,1207,-,-,-,1,11,27%,9%,64%,06 Nov 2015,30 Sep 2017,18:11
3645,ClockTower,1207,-,-,-,1,5,80%,-,20%,27 Jul 2017,30 Sep 2017,18:11
3646,Darlessa,1207,-,-,-,1,4,25%,50%,25%,16 Sep 2016,30 Sep 2017,18:11
3647,Levieux,1207,-,-,-,2,4,-,-,100%,17 Oct 2015,30 Sep 2017,18:11
3648,Corstin,1207,-,-,-,1,3,67%,33%,-,22 Oct 2015,30 Sep 2017,18:11
3649,ll-MoDz,1207,-,-,-,1,3,-,-,100%,18 Oct 2015,30 Sep 2017,18:11
3650,jhrrsn,1207,-,-,-,1,2,100%,-,-,14 Oct 2015,30 Sep 2017,18:11
3651,teemobaby,1207,-,-,-,1,1,-,-,100%,16 Oct 2015,30 Sep 2017,18:11
3652,Astrocyte,1206,10,16,12,94,112,74%,18%,8%,19 Oct 2015,30 Sep 2017,18:11
3653,Qohen Leth,1206,9,9,4,30,53,74%,9%,17%,19 Mar 2016,30 Sep 2017,18:11
3654,Basile,1206,7,3,-,1,15,73%,27%,-,01 Sep 2016,30 Sep 2017,18:11
3655,Capitan Teemo,1206,6,4,2,1,23,83%,13%,4%,22 Nov 2015,30 Sep 2017,18:11
3656,new player,1206,6,3,4,8,27,78%,19%,4%,21 Feb 2017,30 Sep 2017,18:11
3657,Radliay,1206,3,4,4,22,34,47%,24%,29%,28 Apr 2016,30 Sep 2017,18:11
3658,Amundernorsk,1206,2,6,1,15,29,48%,17%,34%,15 Oct 2015,30 Sep 2017,18:11
3659,Muglington,1206,2,2,2,1,10,70%,-,30%,16 Dec 2015,30 Sep 2017,18:11
3660,Cottonball 117,1206,2,2,-,1,9,67%,22%,11%,26 Mar 2016,30 Sep 2017,18:11
3661,SKFD,1206,2,1,1,4,9,67%,-,33%,16 Oct 2015,30 Sep 2017,18:11
3662,Samwisegam,1206,2,-,1,15,22,41%,41%,18%,27 Jan 2016,30 Sep 2017,18:11
3663,mars1537,1206,1,5,2,2,24,75%,4%,21%,13 Mar 2017,30 Sep 2017,18:11
3664,actionjawa,1206,1,4,1,4,10,100%,-,-,20 Oct 2015,30 Sep 2017,18:11
3665,Bighero5,1206,1,2,4,1,15,67%,13%,20%,24 Dec 2015,30 Sep 2017,18:11
3666,Zaroff,1206,1,1,2,1,8,50%,13%,38%,15 Oct 2015,30 Sep 2017,18:11
3667,Commander Knod,1206,1,-,6,34,56,59%,29%,13%,24 Apr 2017,30 Sep 2017,18:11
3668,Jellies,1206,1,-,1,1,3,100%,-,-,19 Oct 2015,30 Sep 2017,18:11
3669,stoss,1206,1,-,1,2,3,33%,33%,33%,17 Oct 2015,30 Sep 2017,18:11
3670,Gougoutte3000,1206,1,-,-,1,4,50%,50%,-,23 Mar 2017,30 Sep 2017,18:11
3671,lol123,1206,1,-,-,1,3,67%,-,33%,18 Feb 2016,30 Sep 2017,18:11
3672,nukeLEAR,1206,-,1,-,2,3,67%,-,33%,14 Jan 2017,30 Sep 2017,18:11
3673,CyDrgn,1206,-,-,2,4,5,60%,20%,20%,08 Jun 2016,30 Sep 2017,18:11
3674,Eternaldreck,1206,-,-,1,2,3,33%,33%,33%,16 Oct 2015,30 Sep 2017,18:11
3675,SgtNutman,1206,-,-,-,1,4,-,-,100%,28 Dec 2015,30 Sep 2017,18:11
3676,Master Arthur,1206,-,-,-,1,3,33%,33%,33%,07 Mar 2017,30 Sep 2017,18:11
3677,Poe_,1206,-,-,-,2,2,50%,50%,-,14 Oct 2015,30 Sep 2017,18:11
3678,Eyehacks,1206,-,-,-,1,1,100%,-,-,17 May 2017,30 Sep 2017,18:11
3679,Iron Bob,1205,6,-,1,1,10,80%,10%,10%,28 Mar 2016,30 Sep 2017,18:11
3680,Richwai,1205,5,8,11,14,47,68%,26%,6%,27 Mar 2016,30 Sep 2017,18:11
3681,Hogaboga,1205,5,3,5,8,20,70%,15%,15%,23 May 2016,30 Sep 2017,18:11
3682,MiKi,1205,4,1,-,3,9,78%,22%,-,16 Oct 2015,30 Sep 2017,18:11
3683,Gabusch,1205,3,-,3,8,13,62%,8%,31%,21 Jul 2014,30 Sep 2017,18:11
3684,Slud,1205,3,-,-,1,4,100%,-,-,20 Dec 2015,30 Sep 2017,18:11
3685,Uglyroman,1205,2,1,1,5,12,67%,17%,17%,20 Mar 2016,30 Sep 2017,18:11
3686,baLaj430,1205,2,1,1,5,11,73%,18%,9%,14 Feb 2016,30 Sep 2017,18:11
3687,mickmacks,1205,2,1,1,2,9,67%,11%,22%,06 Dec 2016,30 Sep 2017,18:11
3688,MrMime,1205,2,1,1,6,8,75%,25%,-,15 Oct 2015,30 Sep 2017,18:11
3689,SaltyKidN3RV3S,1205,2,1,-,1,9,56%,11%,33%,08 Dec 2015,30 Sep 2017,18:11
3690,Vecc,1205,2,-,1,7,11,82%,-,18%,20 Oct 2015,30 Sep 2017,18:11
3691,MetZave,1205,2,-,-,1,4,100%,-,-,10 Nov 2015,30 Sep 2017,18:11
3692,Oazzy,1205,1,1,1,2,25,60%,20%,20%,18 Oct 2015,30 Sep 2017,18:11
3693,Duxon,1205,1,-,1,1,5,80%,-,20%,22 Dec 2015,30 Sep 2017,18:11
3694,Max Heller,1205,1,-,1,1,4,100%,-,-,15 Jul 2017,30 Sep 2017,18:11
3695,Grailly,1205,1,-,1,1,4,75%,25%,-,15 Oct 2015,30 Sep 2017,18:11
3696,KirisatoSei06,1205,-,1,1,1,6,83%,-,17%,07 Aug 2016,30 Sep 2017,18:11
3697,HoleCity,1205,-,1,-,1,6,83%,-,17%,04 Jun 2017,30 Sep 2017,18:11
3698,Thisoneguy,1205,-,1,-,1,4,50%,-,50%,18 Oct 2016,30 Sep 2017,18:11
3699,Barnstorm,1205,-,-,1,1,5,40%,40%,20%,17 Nov 2015,30 Sep 2017,18:11
3700,Timpanic,1205,-,-,1,2,4,75%,-,25%,16 Mar 2016,30 Sep 2017,18:11
3701,Lyka,1205,-,-,1,1,2,100%,-,-,13 Mar 2017,30 Sep 2017,18:11
3702,ZROCKER,1205,-,-,-,3,17,65%,35%,-,21 Oct 2015,30 Sep 2017,18:11
3703,Mistborn,1205,-,-,-,2,4,25%,50%,25%,21 Feb 2016,30 Sep 2017,18:11
3704,Calouf,1205,-,-,-,1,4,-,50%,50%,07 Oct 2015,30 Sep 2017,18:11
3705,Perky,1205,-,-,-,1,3,33%,33%,33%,16 Feb 2015,30 Sep 2017,18:11
3706,Kold_Assassin,1205,-,-,-,1,2,50%,-,50%,10 Nov 2015,30 Sep 2017,18:11
3707,Laden,1205,-,-,-,1,1,100%,-,-,07 Jun 2017,30 Sep 2017,18:11
3708,warrenm,1205,-,-,-,1,1,100%,-,-,28 Jul 2015,30 Sep 2017,18:11
3709,raptor,1204,5,2,-,1,11,82%,9%,9%,16 Oct 2015,30 Sep 2017,18:11
3710,Lvnr,1204,3,2,1,7,26,77%,12%,12%,08 Jun 2016,30 Sep 2017,18:11
3711,Generikman,1204,2,1,1,1,11,82%,-,18%,26 May 2017,30 Sep 2017,18:11
3712,Sir-HC,1204,2,-,1,5,7,43%,14%,43%,15 Oct 2015,30 Sep 2017,18:11
3713,kaizoku,1204,1,2,3,9,25,52%,-,48%,02 Jul 2016,30 Sep 2017,18:11
3714,kaathewise,1204,1,2,-,4,7,57%,-,43%,30 Oct 2015,30 Sep 2017,18:11
3715,Miggypops,1204,1,1,3,3,12,42%,-,58%,20 Jun 2016,30 Sep 2017,18:11
3716,Marthinka,1204,1,1,2,8,9,56%,33%,11%,15 Jan 2016,30 Sep 2017,18:11
3717,jayyy23,1204,1,1,1,6,13,54%,23%,23%,11 Apr 2017,30 Sep 2017,18:11
3718,Waturrrr,1204,1,1,1,1,7,71%,-,29%,13 Dec 2016,30 Sep 2017,18:11
3719,dviper8605,1204,1,1,-,2,7,71%,-,29%,20 Dec 2015,30 Sep 2017,18:11
3720,AFreakinHobo,1204,1,1,-,1,6,50%,-,50%,01 Nov 2015,30 Sep 2017,18:11
3721,exceptionblock,1204,1,1,-,1,4,75%,-,25%,29 Jul 2017,30 Sep 2017,18:11
3722,littleSPOON4u,1204,1,-,2,1,14,64%,21%,14%,09 Jan 2016,30 Sep 2017,18:11
3723,GodofWar9194,1204,1,-,2,4,11,36%,36%,27%,27 Nov 2016,30 Sep 2017,18:11
3724,Porkloaf,1204,1,-,2,4,9,44%,33%,22%,23 May 2017,30 Sep 2017,18:11
3725,Chriscook8,1204,-,2,1,2,5,80%,20%,-,25 Jun 2017,30 Sep 2017,18:11
3726,Mudman56,1204,-,1,2,1,5,60%,20%,20%,18 Oct 2015,30 Sep 2017,18:11
3727,DominicB,1204,-,1,-,2,3,33%,33%,33%,17 Oct 2015,30 Sep 2017,18:11
3728,JulianSG16,1204,-,1,-,2,2,50%,50%,-,26 Sep 2016,30 Sep 2017,18:11
3729,agamos69,1204,-,-,1,3,7,71%,29%,-,17 Oct 2015,30 Sep 2017,18:11
3730,Lulu,1204,-,-,1,1,6,17%,-,83%,25 Oct 2015,30 Sep 2017,18:11
3731,wabbz,1204,-,-,-,1,6,33%,-,67%,13 May 2016,30 Sep 2017,18:11
3732,muzerious,1204,-,-,-,1,3,67%,-,33%,31 Dec 2015,30 Sep 2017,18:11
3733,Pie Dood,1204,-,-,-,2,2,-,-,100%,22 Oct 2015,30 Sep 2017,18:11
3734,Noexcuzes,1204,-,-,-,1,1,100%,-,-,17 May 2016,30 Sep 2017,18:11
3735,K55B,1204,-,-,-,1,1,-,100%,-,15 Feb 2017,30 Sep 2017,18:11
3736,ad__,1203,7,9,9,20,42,93%,5%,2%,04 Jan 2017,30 Sep 2017,18:11
3737,Nard Dog,1203,6,1,-,10,16,81%,13%,6%,15 Oct 2015,30 Sep 2017,18:11
3738,Malaclypse,1203,4,2,1,4,16,63%,31%,6%,12 May 2016,30 Sep 2017,18:11
3739,Hurricane9673,1203,4,1,1,13,26,50%,42%,8%,05 Jan 2017,30 Sep 2017,18:11
3740,VulcansBlade,1203,3,1,3,7,20,65%,20%,15%,21 Oct 2015,30 Sep 2017,18:11
3741,dgreen,1203,3,1,2,10,14,71%,14%,14%,23 Oct 2015,30 Sep 2017,18:11
3742,Sievers,1203,3,1,-,2,7,57%,-,43%,16 Oct 2015,30 Sep 2017,18:11
3743,Feng Shui,1203,2,7,5,40,56,48%,38%,14%,16 Nov 2015,30 Sep 2017,18:11
3744,Zorbaz,1203,2,4,-,6,14,50%,14%,36%,17 Oct 2015,30 Sep 2017,18:11
3745,Tashaffin,1203,2,3,4,17,27,67%,22%,11%,21 May 2017,30 Sep 2017,18:11
3746,Awesnap96,1203,2,3,1,3,14,57%,29%,14%,07 Nov 2015,30 Sep 2017,18:11
3747,Maugetar,1203,2,1,3,6,15,73%,7%,20%,03 Jan 2017,30 Sep 2017,18:11
3748,Zamora,1203,2,1,1,3,11,55%,9%,36%,17 Oct 2015,30 Sep 2017,18:11
3749,Kosciej,1203,2,1,-,1,8,75%,25%,-,31 Mar 2016,30 Sep 2017,18:11
3750,Hades666666,1203,2,-,3,6,10,50%,10%,40%,05 Mar 2016,30 Sep 2017,18:11
3751,HerrTill,1203,2,-,-,6,12,58%,17%,25%,14 Oct 2015,30 Sep 2017,18:11
3752,kanehara,1203,2,-,-,3,7,71%,14%,14%,04 Oct 2016,30 Sep 2017,18:11
3753,Pidgey,1203,1,1,-,1,4,100%,-,-,27 Dec 2016,30 Sep 2017,18:11
3754,Awilson,1203,1,-,1,1,10,40%,40%,20%,23 Mar 2016,30 Sep 2017,18:11
3755,Posideons Spear,1203,1,-,1,2,4,75%,25%,-,15 Oct 2015,30 Sep 2017,18:11
3756,Conrad,1203,1,-,-,1,2,50%,-,50%,16 Oct 2015,30 Sep 2017,18:11
3757,Kamero,1203,-,2,-,1,6,50%,17%,33%,02 Nov 2015,30 Sep 2017,18:11
3758,Fake4,1203,-,1,-,5,5,-,-,100%,14 Dec 2016,30 Sep 2017,18:11
3759,Wikman,1203,-,1,-,1,4,50%,25%,25%,03 Jun 2016,30 Sep 2017,18:11
