rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
7469,McThagor,1116,1,3,-,3,11,45%,36%,18%,29 Dec 2015,25 Sep 2017,16:18
7470,Vinz,1116,1,2,-,2,8,50%,13%,38%,15 Oct 2015,25 Sep 2017,16:18
7471,Lyork21,1116,1,1,2,2,8,50%,13%,38%,06 Nov 2016,25 Sep 2017,16:18
7472,Mschweng,1116,1,1,1,6,17,35%,41%,24%,20 Oct 2015,25 Sep 2017,16:18
7473,Saucetrays,1116,1,1,1,10,13,46%,31%,23%,20 Oct 2015,25 Sep 2017,16:18
7474,Stormtrooper16,1116,1,1,1,3,7,57%,-,43%,01 Sep 2016,25 Sep 2017,16:18
7475,aymeh,1116,1,-,2,3,7,71%,-,29%,05 Apr 2016,25 Sep 2017,16:18
7476,Crowley,1116,1,-,-,1,6,33%,33%,33%,08 Oct 2015,25 Sep 2017,16:18
7477,Humpydumpydink,1116,1,-,-,1,6,17%,33%,50%,26 Jan 2017,25 Sep 2017,16:18
7478,helium2s1,1116,1,-,-,1,4,75%,-,25%,16 Oct 2015,25 Sep 2017,16:18
7479,Jeliera,1116,1,-,-,1,2,50%,50%,-,04 Nov 2015,25 Sep 2017,16:18
7480,brocantecombat,1116,-,3,4,7,20,40%,40%,20%,16 Nov 2016,25 Sep 2017,16:18
7481,Socky,1116,-,2,4,12,30,57%,27%,17%,18 Feb 2016,25 Sep 2017,16:18
7482,Black Lion,1116,-,2,2,6,9,67%,-,33%,15 Oct 2015,25 Sep 2017,16:18
7483,AntalFyra,1116,-,2,1,4,9,44%,56%,-,26 Oct 2015,25 Sep 2017,16:18
7484,Commander Rebelite,1116,-,2,-,6,14,29%,14%,57%,07 Apr 2017,25 Sep 2017,16:18
7485,Trepty,1116,-,1,2,4,9,56%,33%,11%,27 Nov 2015,25 Sep 2017,16:18
7486,GetOffMyScreen,1116,-,1,-,4,11,36%,36%,27%,23 Apr 2016,25 Sep 2017,16:18
7487,Dinoshaw,1116,-,1,-,4,6,17%,67%,17%,10 Jul 2016,25 Sep 2017,16:18
7488,FisHTaco,1116,-,1,-,1,4,25%,-,75%,21 Jan 2017,25 Sep 2017,16:18
7489,Degalii,1116,-,1,-,1,2,50%,-,50%,05 Nov 2016,25 Sep 2017,16:18
7490,wbqd,1116,-,1,-,1,2,-,-,100%,18 Oct 2015,25 Sep 2017,16:18
7491,Waylon,1116,-,-,2,4,22,32%,23%,45%,16 Oct 2015,25 Sep 2017,16:18
7492,SparkyFox,1116,-,-,-,20,20,100%,-,-,15 Apr 2016,25 Sep 2017,16:18
7493,Smithy,1116,-,-,-,2,10,-,-,100%,08 Nov 2015,25 Sep 2017,16:18
7494,Noah111,1116,-,-,-,5,7,29%,57%,14%,11 Mar 2017,25 Sep 2017,16:18
7495,Kosh,1116,-,-,-,1,7,14%,43%,43%,25 Oct 2015,25 Sep 2017,16:18
7496,Moduspwned,1116,-,-,-,2,5,-,20%,80%,23 Jun 2016,25 Sep 2017,16:18
7497,Over,1116,-,-,-,1,4,-,25%,75%,15 May 2017,25 Sep 2017,16:18
7498,Sirius-,1116,-,-,-,2,3,33%,33%,33%,21 Apr 2017,25 Sep 2017,16:18
7499,tahajasim,1116,-,-,-,2,2,-,100%,-,18 Feb 2016,25 Sep 2017,16:18
7500,GioMat,1116,-,-,-,1,2,-,-,100%,23 Jan 2017,25 Sep 2017,16:18
7501,xixin77,1116,-,-,-,1,1,-,100%,-,18 Oct 2015,25 Sep 2017,16:18
7502,DeNeSsOuSa,1116,-,-,-,1,1,-,-,100%,28 Dec 2016,25 Sep 2017,16:18
7503,techora,1116,-,-,-,1,1,-,-,100%,04 Dec 2016,25 Sep 2017,16:18
7504,Btkakashi,1115,3,-,2,7,15,87%,-,13%,14 Nov 2015,25 Sep 2017,16:18
7505,Skyroad,1115,3,-,2,3,12,67%,17%,17%,17 Sep 2016,25 Sep 2017,16:18
7506,McMutton,1115,1,3,1,1,21,62%,19%,19%,25 Oct 2015,25 Sep 2017,16:18
7507,CapHullis,1115,1,-,-,1,4,25%,-,75%,13 Oct 2015,25 Sep 2017,16:18
7508,reza1001,1115,1,-,-,1,2,50%,-,50%,31 Oct 2015,25 Sep 2017,16:18
7509,Balor McGrand,1115,-,1,1,1,3,67%,33%,-,20 Oct 2015,25 Sep 2017,16:18
7510,Dacheat1000,1115,-,1,-,2,5,40%,60%,-,06 Nov 2015,25 Sep 2017,16:18
7511,LordBrodie,1115,-,-,1,6,8,13%,13%,75%,17 Aug 2016,25 Sep 2017,16:18
7512,Soothums,1115,-,-,1,2,3,33%,33%,33%,08 Jan 2017,25 Sep 2017,16:18
7513,BLTaylor,1115,-,-,-,2,8,25%,50%,25%,08 Nov 2015,25 Sep 2017,16:18
7514,PixelGabe,1115,-,-,-,2,7,29%,14%,57%,04 May 2016,25 Sep 2017,16:18
7515,Captain Kenway,1115,-,-,-,1,6,-,17%,83%,28 Aug 2016,25 Sep 2017,16:18
7516,Schmutzy,1115,-,-,-,3,5,-,60%,40%,23 Feb 2016,25 Sep 2017,16:18
7517,Yoba322,1115,-,-,-,3,5,-,-,100%,20 Oct 2015,25 Sep 2017,16:18
7518,cweast,1115,-,-,-,2,4,-,25%,75%,18 Jan 2016,25 Sep 2017,16:18
7519,addisonsmith,1115,-,-,-,1,3,-,67%,33%,27 May 2016,25 Sep 2017,16:18
7520,Pash,1115,-,-,-,1,2,-,-,100%,05 Dec 2015,25 Sep 2017,16:18
7521,666666,1115,-,-,-,1,1,-,-,100%,15 Oct 2015,25 Sep 2017,16:18
7522,joao victor,1115,-,-,-,1,1,-,-,100%,17 Mar 2017,25 Sep 2017,16:18
7523,jijiheida,1115,-,-,-,1,1,-,100%,-,22 Oct 2015,25 Sep 2017,16:18
7524,Amirkhavari,1115,-,-,-,1,1,-,-,100%,05 Nov 2015,25 Sep 2017,16:18
7525,MonteV,1114,7,2,-,1,10,90%,10%,-,20 Feb 2016,25 Sep 2017,16:18
7526,Major Bacon,1114,2,2,1,24,38,50%,24%,26%,18 Oct 2015,25 Sep 2017,16:18
7527,Darkstone199,1114,2,1,2,4,15,53%,33%,13%,17 Oct 2015,25 Sep 2017,16:18
7528,Anor,1114,1,2,-,5,8,75%,25%,-,23 Oct 2015,25 Sep 2017,16:18
7529,brigit,1114,1,1,-,2,12,58%,33%,8%,03 Dec 2015,25 Sep 2017,16:18
7530,Soakleaf,1114,1,1,-,1,7,71%,14%,14%,03 Nov 2015,25 Sep 2017,16:18
7531,Bonk,1114,1,-,4,4,11,64%,27%,9%,22 Nov 2015,25 Sep 2017,16:18
7532,Drew2,1114,1,-,1,8,14,36%,29%,36%,06 Jun 2016,25 Sep 2017,16:18
7533,mrliioadin,1114,1,-,1,4,12,50%,50%,-,09 Dec 2015,25 Sep 2017,16:18
7534,Jackson64,1114,1,-,-,2,5,60%,40%,-,23 Oct 2015,25 Sep 2017,16:18
7535,dnlshkh,1114,-,1,2,10,17,53%,-,47%,24 Oct 2015,25 Sep 2017,16:18
7536,Rejiown,1114,-,1,1,1,8,25%,13%,63%,16 Oct 2015,25 Sep 2017,16:18
7537,ThaMau5,1114,-,1,1,2,5,40%,-,60%,15 Oct 2015,25 Sep 2017,16:18
7538,Migaloo,1114,-,1,-,3,32,25%,6%,69%,17 Oct 2015,25 Sep 2017,16:18
7539,Azedenkae,1114,-,1,-,13,16,38%,13%,50%,25 Mar 2016,25 Sep 2017,16:18
7540,House Baenre,1114,-,1,-,9,14,50%,36%,14%,25 Nov 2015,25 Sep 2017,16:18
7541,thugtron,1114,-,-,1,1,5,20%,-,80%,02 Nov 2015,25 Sep 2017,16:18
7542,TekkitbrosR,1114,-,-,1,2,3,33%,33%,33%,07 Feb 2016,25 Sep 2017,16:18
7543,slain,1114,-,-,-,3,6,17%,50%,33%,19 Jan 2017,25 Sep 2017,16:18
7544,mharris717,1114,-,-,-,3,5,60%,20%,20%,11 Dec 2015,25 Sep 2017,16:18
7545,Bananaedmonkey,1114,-,-,-,1,5,-,20%,80%,17 Oct 2015,25 Sep 2017,16:18
7546,TheVilch,1114,-,-,-,1,2,50%,50%,-,13 Jul 2017,25 Sep 2017,16:18
7547,aDrunkenRetard,1114,-,-,-,1,2,-,100%,-,17 Nov 2015,25 Sep 2017,16:18
7548,arnk,1114,-,-,-,1,2,-,-,100%,29 Oct 2015,25 Sep 2017,16:18
7549,SEP7EM,1114,-,-,-,1,2,-,100%,-,14 Sep 2017,25 Sep 2017,16:18
7550,SWAT101,1114,-,-,-,1,1,-,-,100%,20 Jan 2016,25 Sep 2017,16:18
7551,Jamespearson,1114,-,-,-,1,1,-,-,100%,16 Feb 2016,25 Sep 2017,16:18
7552,MicroscopicPie,1113,10,14,13,73,105,65%,33%,2%,14 Feb 2016,25 Sep 2017,16:18
7553,powr_of_pepple,1113,4,3,3,5,24,58%,13%,29%,28 Oct 2015,25 Sep 2017,16:18
7554,phallic otter,1113,3,1,4,6,20,70%,15%,15%,28 Oct 2015,25 Sep 2017,16:18
7555,Zakalwe42,1113,2,1,1,4,15,40%,7%,53%,04 May 2015,25 Sep 2017,16:18
7556,Rainbowtrout,1113,2,1,1,2,6,83%,17%,-,18 Mar 2016,25 Sep 2017,16:18
7557,nobodyname,1113,2,-,2,1,6,67%,-,33%,02 Mar 2017,25 Sep 2017,16:18
7558,Nero,1113,2,-,1,10,14,36%,-,64%,13 Oct 2015,25 Sep 2017,16:18
7559,Abdelrahman Warda,1113,2,-,-,2,10,30%,10%,60%,12 Nov 2015,25 Sep 2017,16:18
7560,hpuxguy,1113,1,3,5,20,22,64%,32%,5%,19 Oct 2015,25 Sep 2017,16:18
7561,Jucetan,1113,1,-,1,4,11,36%,18%,45%,01 Sep 2016,25 Sep 2017,16:18
7562,Calypso,1113,1,-,1,1,8,38%,13%,50%,29 May 2016,25 Sep 2017,16:18
7563,Cuddler90,1113,-,1,1,7,12,50%,8%,42%,26 Oct 2015,25 Sep 2017,16:18
7564,Maddog suber,1113,-,1,1,2,8,13%,25%,63%,17 Mar 2016,25 Sep 2017,16:18
7565,Enzo1,1113,-,1,-,1,7,43%,29%,29%,18 May 2016,25 Sep 2017,16:18
7566,Bigdave1258,1113,-,1,-,2,6,33%,33%,33%,15 Nov 2015,25 Sep 2017,16:18
7567,HeyThere92,1113,-,1,-,4,4,-,-,100%,27 Oct 2016,25 Sep 2017,16:18
7568,Meridien,1113,-,-,2,3,8,38%,63%,-,01 Feb 2017,25 Sep 2017,16:18
7569,Brewko,1113,-,-,1,5,14,50%,36%,14%,25 Feb 2016,25 Sep 2017,16:18
7570,Aenor,1113,-,-,1,4,14,43%,29%,29%,18 Oct 2015,25 Sep 2017,16:18
7571,Mschf,1113,-,-,1,4,6,17%,17%,67%,21 Aug 2016,25 Sep 2017,16:18
7572,RoboPhilia,1113,-,-,1,3,5,40%,60%,-,18 Mar 2016,25 Sep 2017,16:18
7573,Jack101,1113,-,-,-,2,6,-,17%,83%,31 Aug 2016,25 Sep 2017,16:18
7574,filthyfrank,1113,-,-,-,2,6,-,-,100%,17 Jan 2017,25 Sep 2017,16:18
7575,MDLafayette,1113,-,-,-,1,5,40%,20%,40%,24 Mar 2016,25 Sep 2017,16:18
7576,LukeSpy,1113,-,-,-,1,4,25%,-,75%,08 Jan 2016,25 Sep 2017,16:18
7577,Poloplayer99,1113,-,-,-,2,3,-,-,100%,18 Mar 2016,25 Sep 2017,16:18
7578,Daviddddddj,1113,-,-,-,3,3,-,33%,67%,07 Nov 2015,25 Sep 2017,16:18
7579,MegalaDONG,1113,-,-,-,2,3,-,33%,67%,05 Jan 2016,25 Sep 2017,16:18
7580,Burn,1113,-,-,-,1,2,-,-,100%,19 Oct 2015,25 Sep 2017,16:18
7581,Jorj,1113,-,-,-,1,2,-,-,100%,22 Oct 2015,25 Sep 2017,16:18
7582,DarkQuantum,1113,-,-,-,2,2,-,50%,50%,20 Oct 2015,25 Sep 2017,16:18
7583,Oleksandr,1113,-,-,-,1,2,-,50%,50%,29 Oct 2015,25 Sep 2017,16:18
7584,F5AMH,1113,-,-,-,1,2,-,-,100%,06 Aug 2016,25 Sep 2017,16:18
7585,SupZee,1113,-,-,-,1,1,-,100%,-,28 Aug 2016,25 Sep 2017,16:18
7586,who-bum,1113,-,-,-,1,1,-,-,100%,12 Jun 2017,25 Sep 2017,16:18
7587,BloodNigga,1113,-,-,-,1,1,-,-,100%,16 Oct 2015,25 Sep 2017,16:18
7588,Hacksaw295,1113,-,-,-,1,1,-,100%,-,20 Oct 2015,25 Sep 2017,16:18
7589,Ghostrider972,1113,-,-,-,1,1,-,-,100%,05 Nov 2015,25 Sep 2017,16:18
7590,u8o812,1113,-,-,-,1,1,-,-,100%,02 Nov 2015,25 Sep 2017,16:18
7591,subgod,1112,11,4,4,23,45,62%,16%,22%,17 Oct 2015,25 Sep 2017,16:18
7592,Rekt77,1112,10,6,12,73,91,53%,14%,33%,06 Sep 2016,25 Sep 2017,16:18
7593,Hadar Dawn,1112,4,9,15,60,101,58%,39%,3%,09 Nov 2016,25 Sep 2017,16:18
7594,Happy Potato,1112,3,2,2,4,15,80%,13%,7%,24 Jan 2016,25 Sep 2017,16:18
7595,Blackjaw,1112,3,2,1,13,21,76%,14%,10%,07 Apr 2016,25 Sep 2017,16:18
7596,bebrs,1112,3,1,1,3,16,50%,19%,31%,31 Oct 2015,25 Sep 2017,16:18
7597,DaSpaceMonkey,1112,2,3,-,3,13,54%,23%,23%,16 Dec 2015,25 Sep 2017,16:18
7598,Mizzta,1112,2,2,-,15,16,25%,19%,56%,10 Oct 2016,25 Sep 2017,16:18
7599,FearTheBlonde,1112,2,-,-,3,5,40%,-,60%,21 Oct 2015,25 Sep 2017,16:18
7600,Evander,1112,1,2,1,5,12,50%,33%,17%,03 Jun 2016,25 Sep 2017,16:18
7601,wayway,1112,1,2,-,1,8,63%,13%,25%,15 Oct 2015,25 Sep 2017,16:18
7602,MileHighMonkey,1112,1,1,3,17,30,43%,57%,-,23 Jan 2016,25 Sep 2017,16:18
7603,cryptolingo,1112,1,-,-,2,3,33%,33%,33%,15 Oct 2015,25 Sep 2017,16:18
7604,BL19,1112,-,4,-,9,15,33%,60%,7%,29 Oct 2015,25 Sep 2017,16:18
7605,Sh4mbles,1112,-,2,-,8,14,64%,29%,7%,15 Dec 2015,25 Sep 2017,16:18
7606,Adkodak,1112,-,1,4,4,14,50%,50%,-,09 Jan 2017,25 Sep 2017,16:18
7607,NorthWindMN,1112,-,1,1,3,11,27%,64%,9%,20 Oct 2015,25 Sep 2017,16:18
7608,Brendini,1112,-,1,-,1,3,-,33%,67%,15 Apr 2016,25 Sep 2017,16:18
7609,azjj09,1112,-,-,3,2,6,83%,17%,-,03 Nov 2015,25 Sep 2017,16:18
7610,HeyThere93,1112,-,-,1,4,4,-,-,100%,27 Oct 2016,25 Sep 2017,16:18
7611,DrizztDoUrden,1112,-,-,-,5,7,71%,14%,14%,16 Mar 2016,25 Sep 2017,16:18
7612,DeeDough,1112,-,-,-,3,6,-,-,100%,30 Oct 2015,25 Sep 2017,16:18
7613,visseck,1112,-,-,-,3,5,20%,40%,40%,14 Feb 2016,25 Sep 2017,16:18
7614,buting,1112,-,-,-,4,4,75%,-,25%,25 Oct 2015,25 Sep 2017,16:18
7615,SirGeonie,1112,-,-,-,2,4,50%,50%,-,23 Dec 2015,25 Sep 2017,16:18
7616,wangel13,1112,-,-,-,1,3,67%,33%,-,18 Oct 2015,25 Sep 2017,16:18
7617,Darth qwerty,1112,-,-,-,1,3,67%,33%,-,25 Dec 2015,25 Sep 2017,16:18
7618,kirisuna,1112,-,-,-,1,3,33%,-,67%,29 Feb 2016,25 Sep 2017,16:18
7619,flam27,1112,-,-,-,1,3,-,67%,33%,22 Oct 2015,25 Sep 2017,16:18
7620,Dalton29,1112,-,-,-,2,3,-,33%,67%,31 Aug 2016,25 Sep 2017,16:18
7621,mannan999,1112,-,-,-,2,3,-,-,100%,12 Jun 2017,25 Sep 2017,16:18
7622,wz7300,1112,-,-,-,2,3,-,67%,33%,21 Oct 2015,25 Sep 2017,16:18
7623,HazDogg,1112,-,-,-,1,2,-,-,100%,18 Jan 2016,25 Sep 2017,16:18
7624,skoormit,1112,-,-,-,1,2,-,50%,50%,07 Oct 2015,25 Sep 2017,16:18
7625,a421,1112,-,-,-,1,2,-,-,100%,25 Oct 2015,25 Sep 2017,16:18
7626,FungLaung,1112,-,-,-,1,2,-,-,100%,16 Oct 2015,25 Sep 2017,16:18
7627,odawgzzz,1112,-,-,-,1,2,-,-,100%,04 Nov 2015,25 Sep 2017,16:18
7628,Destroya,1112,-,-,-,1,1,-,-,100%,11 Nov 2015,25 Sep 2017,16:18
7629,krasav4ik323,1112,-,-,-,1,1,-,-,100%,21 Oct 2015,25 Sep 2017,16:18
7630,Hschoong,1112,-,-,-,1,1,-,-,100%,21 Oct 2015,25 Sep 2017,16:18
7631,JinFei,1112,-,-,-,1,1,-,100%,-,18 Oct 2015,25 Sep 2017,16:18
7632,Greg,1112,-,-,-,1,1,-,-,100%,13 Oct 2015,25 Sep 2017,16:18
7633,ikarx,1112,-,-,-,1,1,-,-,100%,17 Oct 2015,25 Sep 2017,16:18
7634,rubychuba,1111,13,3,3,2,43,51%,26%,23%,21 Jun 2016,25 Sep 2017,16:18
7635,Darkrogue98,1111,5,6,7,37,59,73%,22%,5%,26 Oct 2015,25 Sep 2017,16:18
7636,Scappie,1111,4,7,2,6,33,64%,24%,12%,17 Oct 2015,25 Sep 2017,16:18
7637,TMenaceT,1111,2,5,2,17,21,57%,19%,24%,27 Apr 2016,25 Sep 2017,16:18
7638,Vlachbild,1111,2,1,1,6,9,44%,-,56%,15 Mar 2016,25 Sep 2017,16:18
7639,Yohoteyohoho,1111,2,-,-,2,17,47%,24%,29%,16 Dec 2015,25 Sep 2017,16:18
7640,Culio101,1111,1,3,3,6,22,55%,18%,27%,27 Nov 2016,25 Sep 2017,16:18
7641,verb0s,1111,1,2,-,4,13,54%,15%,31%,27 Oct 2015,25 Sep 2017,16:18
7642,Atomsk,1111,1,2,-,2,8,50%,25%,25%,17 Jul 2016,25 Sep 2017,16:18
7643,Eric the Red,1111,1,-,2,14,20,50%,35%,15%,13 May 2017,25 Sep 2017,16:18
7644,Silver Leinens,1111,1,-,1,2,12,33%,33%,33%,31 Aug 2016,25 Sep 2017,16:18
7645,JorjX,1111,1,-,-,5,6,67%,17%,17%,17 Dec 2015,25 Sep 2017,16:18
7646,milkshakes,1111,-,3,-,1,7,86%,-,14%,09 Dec 2015,25 Sep 2017,16:18
7647,aircorps,1111,-,1,4,2,16,75%,25%,-,03 Sep 2016,25 Sep 2017,16:18
7648,FISHKEEPER,1111,-,1,-,4,10,30%,10%,60%,21 Jan 2016,25 Sep 2017,16:18
7649,GazRaven,1111,-,1,-,5,8,38%,50%,13%,17 Oct 2015,25 Sep 2017,16:18
7650,AKAJoker,1111,-,1,-,2,7,57%,29%,14%,03 Apr 2016,25 Sep 2017,16:18
7651,HappyGary777,1111,-,-,2,10,18,33%,44%,22%,23 Aug 2016,25 Sep 2017,16:18
7652,alpha42,1111,-,-,1,5,6,33%,67%,-,25 Apr 2017,25 Sep 2017,16:18
7653,Niumbup,1111,-,-,1,1,3,33%,-,67%,15 Oct 2015,25 Sep 2017,16:18
7654,A Vandeley,1111,-,-,-,3,10,20%,70%,10%,14 Oct 2016,25 Sep 2017,16:18
7655,The Ambassador,1111,-,-,-,3,6,50%,17%,33%,31 Oct 2015,25 Sep 2017,16:18
7656,Newmanator,1111,-,-,-,2,5,-,20%,80%,13 Oct 2015,25 Sep 2017,16:18
7657,AsianLawyer,1111,-,-,-,2,3,33%,-,67%,19 Oct 2015,25 Sep 2017,16:18
7658,Dvd1,1111,-,-,-,2,3,-,33%,67%,05 Oct 2015,25 Sep 2017,16:18
7659,Evan3630,1111,-,-,-,1,3,-,-,100%,31 Aug 2016,25 Sep 2017,16:18
7660,wolivehood,1111,-,-,-,1,2,-,50%,50%,30 Jan 2017,25 Sep 2017,16:18
7661,FHorse,1111,-,-,-,1,1,-,-,100%,22 Oct 2015,25 Sep 2017,16:18
7662,Kalium,1111,-,-,-,1,1,-,-,100%,11 Oct 2015,25 Sep 2017,16:18
7663,Daniel49795,1111,-,-,-,1,1,-,-,100%,16 Feb 2016,25 Sep 2017,16:18
7664,Captain Gooch,1110,14,11,10,76,87,69%,25%,6%,11 Nov 2015,25 Sep 2017,16:18
7665,mouse1116,1110,10,2,-,1,27,67%,19%,15%,15 Oct 2015,25 Sep 2017,16:18
7666,Polar,1110,6,3,4,9,39,59%,23%,18%,07 Apr 2016,25 Sep 2017,16:18
7667,No Mercy,1110,6,3,-,9,18,61%,33%,6%,15 Oct 2015,25 Sep 2017,16:18
7668,tracert,1110,4,-,-,4,9,78%,11%,11%,18 Nov 2015,25 Sep 2017,16:18
7669,Smokemage,1110,3,4,-,1,42,31%,7%,62%,26 Oct 2015,25 Sep 2017,16:18
7670,Jackrad447,1110,3,1,-,4,14,50%,36%,14%,28 Mar 2017,25 Sep 2017,16:18
7671,The Almighty Colon,1110,3,-,4,1,15,47%,13%,40%,22 Dec 2015,25 Sep 2017,16:18
7672,Joker454,1110,2,1,-,2,8,38%,13%,50%,15 Dec 2015,25 Sep 2017,16:18
7673,Colt,1110,1,3,1,4,15,67%,33%,-,16 Oct 2015,25 Sep 2017,16:18
7674,Hardvor,1110,1,2,-,5,11,55%,9%,36%,16 Oct 2015,25 Sep 2017,16:18
7675,Dead_In_The _Head,1110,1,1,1,11,16,50%,44%,6%,17 Dec 2015,25 Sep 2017,16:18
7676,NickB132,1110,1,-,1,8,14,29%,50%,21%,01 Aug 2016,25 Sep 2017,16:18
7677,Lemontrace,1110,1,-,-,4,9,11%,56%,33%,15 Oct 2015,25 Sep 2017,16:18
7678,Deatf,1110,1,-,-,3,4,25%,75%,-,20 Nov 2015,25 Sep 2017,16:18
7679,Taubs27,1110,-,4,1,22,28,36%,25%,39%,12 Feb 2017,25 Sep 2017,16:18
7680,JaxSterling,1110,-,2,4,3,23,39%,22%,39%,07 Aug 2016,25 Sep 2017,16:18
7681,Stratos,1110,-,1,1,6,11,18%,-,82%,14 Oct 2015,25 Sep 2017,16:18
7682,scratchyvinyl,1110,-,1,-,3,9,44%,56%,-,16 Oct 2015,25 Sep 2017,16:18
7683,johnt5050,1110,-,1,-,2,4,50%,25%,25%,21 Feb 2017,25 Sep 2017,16:18
7684,Tomato,1110,-,-,-,3,10,20%,20%,60%,15 Oct 2015,25 Sep 2017,16:18
7685,Martinelli,1110,-,-,-,5,9,22%,33%,44%,12 May 2016,25 Sep 2017,16:18
7686,Sol Nevirius,1110,-,-,-,1,7,14%,-,86%,28 Dec 2016,25 Sep 2017,16:18
7687,Noteworthy,1110,-,-,-,5,6,83%,-,17%,02 Jan 2016,25 Sep 2017,16:18
7688,Archimedes,1110,-,-,-,2,6,83%,-,17%,31 Aug 2016,25 Sep 2017,16:18
7689,TheTurtleBear,1110,-,-,-,2,6,17%,50%,33%,05 Nov 2015,25 Sep 2017,16:18
7690,HeyThere96,1110,-,-,-,4,4,-,-,100%,27 Oct 2016,25 Sep 2017,16:18
7691,Dopeo,1110,-,-,-,2,3,33%,33%,33%,04 Aug 2016,25 Sep 2017,16:18
7692,NameTag,1110,-,-,-,2,3,-,67%,33%,27 Nov 2016,25 Sep 2017,16:18
7693,korea010,1110,-,-,-,1,2,-,-,100%,26 Oct 2015,25 Sep 2017,16:18
7694,Coos teez moose airy,1110,-,-,-,2,2,-,50%,50%,26 Mar 2016,25 Sep 2017,16:18
7695,SoakedSilence,1110,-,-,-,2,2,-,-,100%,04 Nov 2016,25 Sep 2017,16:18
7696,etiennel,1110,-,-,-,1,1,-,100%,-,13 Oct 2015,25 Sep 2017,16:18
7697,husainali15,1110,-,-,-,1,1,-,-,100%,18 Feb 2016,25 Sep 2017,16:18
7698,jxesto,1110,-,-,-,1,1,-,-,100%,22 Oct 2015,25 Sep 2017,16:18
7699,WARDOM,1110,-,-,-,1,1,-,-,100%,08 Jan 2017,25 Sep 2017,16:18
7700,dr_micky,1109,6,7,11,84,92,73%,27%,-,01 Nov 2015,25 Sep 2017,16:18
7701,Maritime,1109,3,2,1,4,14,71%,7%,21%,18 Oct 2015,25 Sep 2017,16:18
7702,ddmic94,1109,2,5,1,4,29,76%,24%,-,07 Feb 2016,25 Sep 2017,16:18
7703,iLLTeaCHYEr,1109,2,1,-,4,15,33%,33%,33%,03 Feb 2017,25 Sep 2017,16:18
7704,C-Note70,1109,2,-,1,1,7,86%,-,14%,05 Nov 2015,25 Sep 2017,16:18
7705,Shoey,1109,2,-,-,3,6,67%,33%,-,04 Nov 2015,25 Sep 2017,16:18
7706,DaemonLasher,1109,1,1,-,1,4,50%,-,50%,15 Oct 2015,25 Sep 2017,16:18
7707,EvilCorgi,1109,1,-,-,1,3,33%,-,67%,15 Oct 2015,25 Sep 2017,16:18
7708,Hartpence,1109,-,4,4,6,22,50%,18%,32%,27 Oct 2015,25 Sep 2017,16:18
7709,Eben_C,1109,-,2,2,6,13,38%,38%,23%,10 Feb 2016,25 Sep 2017,16:18
7710,Jayhjwindz,1109,-,1,-,3,6,50%,-,50%,19 Oct 2015,25 Sep 2017,16:18
7711,BigMac Trax,1109,-,1,-,2,5,80%,-,20%,17 Jan 2017,25 Sep 2017,16:18
7712,B1RD MD,1109,-,-,-,3,17,29%,53%,18%,15 Nov 2015,25 Sep 2017,16:18
7713,Alpha Gamer,1109,-,-,-,2,8,38%,-,63%,18 Oct 2015,25 Sep 2017,16:18
7714,Axson,1109,-,-,-,1,5,-,-,100%,14 Oct 2015,25 Sep 2017,16:18
7715,Willis,1109,-,-,-,3,4,25%,25%,50%,05 Aug 2015,25 Sep 2017,16:18
7716,XXDarkMaverickXx,1109,-,-,-,1,3,33%,-,67%,18 Feb 2016,25 Sep 2017,16:18
7717,Lagunes,1109,-,-,-,2,3,-,33%,67%,02 Dec 2016,25 Sep 2017,16:18
7718,DJniceDog,1109,-,-,-,1,3,-,-,100%,15 Oct 2015,25 Sep 2017,16:18
7719,Sequ,1109,-,-,-,1,2,50%,-,50%,22 Mar 2016,25 Sep 2017,16:18
7720,Yvutvufvfuvfy,1109,-,-,-,2,2,-,-,100%,20 Oct 2015,25 Sep 2017,16:18
7721,Hopey,1109,-,-,-,1,2,-,-,100%,25 Oct 2015,25 Sep 2017,16:18
7722,maw525,1109,-,-,-,1,2,-,50%,50%,10 Mar 2017,25 Sep 2017,16:18
7723,Trex972,1109,-,-,-,1,2,-,-,100%,29 Oct 2015,25 Sep 2017,16:18
7724,Jcm17,1109,-,-,-,2,2,-,50%,50%,30 Aug 2017,25 Sep 2017,16:18
7725,aporou99,1109,-,-,-,1,2,-,-,100%,08 Sep 2016,25 Sep 2017,16:18
7726,hihi,1109,-,-,-,1,1,-,-,100%,24 Oct 2015,25 Sep 2017,16:18
7727,Kayram2710,1109,-,-,-,1,1,-,-,100%,09 Jan 2017,25 Sep 2017,16:18
7728,Square,1108,5,1,3,13,27,44%,37%,19%,29 Oct 2015,25 Sep 2017,16:18
7729,Bombs,1108,2,4,-,9,19,37%,21%,42%,06 Jun 2016,25 Sep 2017,16:18
7730,CooganV3,1108,2,3,4,7,33,73%,12%,15%,19 Oct 2015,25 Sep 2017,16:18
7731,Sempronius,1108,2,1,2,8,14,79%,14%,7%,15 Oct 2015,25 Sep 2017,16:18
7732,Moulsham,1108,2,-,-,14,25,20%,48%,32%,11 Jan 2017,25 Sep 2017,16:18
7733,Antola,1108,1,2,1,6,15,40%,27%,33%,14 Aug 2016,25 Sep 2017,16:18
