rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
3107,JuntaDNA,1222,3,1,-,4,12,75%,-,25%,19 Oct 2015,02 Oct 2017,12:41
3108,Motiros,1222,2,2,1,2,8,88%,13%,-,22 Apr 2017,02 Oct 2017,12:41
3109,AwesomeAlexander,1222,2,2,-,2,10,70%,30%,-,26 Nov 2016,02 Oct 2017,12:41
3110,SirGuarfuncle,1222,2,1,2,4,10,80%,20%,-,11 Aug 2016,02 Oct 2017,12:41
3111,Scrup,1222,2,1,-,4,7,71%,14%,14%,06 Apr 2016,02 Oct 2017,12:41
3112,SirK,1222,2,-,1,7,13,69%,23%,8%,21 May 2016,02 Oct 2017,12:41
3113,Avian,1222,1,3,1,2,20,60%,15%,25%,25 Feb 2016,02 Oct 2017,12:41
3114,N_UK3,1222,1,2,-,2,4,75%,25%,-,27 Aug 2016,02 Oct 2017,12:41
3115,Kilgoretrout14,1222,1,1,2,1,7,86%,-,14%,11 Jul 2017,02 Oct 2017,12:41
3116,ares1198,1222,1,1,2,2,6,67%,17%,17%,02 Sep 2016,02 Oct 2017,12:41
3117,Jwolo,1222,1,1,-,1,4,75%,-,25%,16 Oct 2015,02 Oct 2017,12:41
3118,Shaun_Yap,1222,1,-,3,1,8,88%,-,13%,18 Oct 2015,02 Oct 2017,12:41
3119,StopTheLag,1222,1,-,2,1,3,100%,-,-,04 Aug 2016,02 Oct 2017,12:41
3120,Manwe,1222,1,-,-,1,5,60%,20%,20%,14 Oct 2015,02 Oct 2017,12:41
3121,Mxywes,1222,1,-,-,2,3,33%,33%,33%,21 Apr 2016,02 Oct 2017,12:41
3122,michel,1222,1,-,-,2,3,33%,33%,33%,15 Oct 2015,02 Oct 2017,12:41
3123,Slightly Royal,1222,-,4,2,1,13,77%,15%,8%,01 Mar 2016,02 Oct 2017,12:41
3124,zionheath,1222,-,3,1,13,13,8%,-,92%,27 Sep 2016,02 Oct 2017,12:41
3125,EpicStorm,1222,-,2,1,4,9,22%,11%,67%,21 Oct 2015,02 Oct 2017,12:41
3126,RussianMan,1222,-,2,-,8,9,22%,11%,67%,07 Apr 2017,02 Oct 2017,12:41
3127,Eagle11,1222,-,1,1,1,4,100%,-,-,04 Jun 2016,02 Oct 2017,12:41
3128,icewisperer,1222,-,1,1,1,3,100%,-,-,30 Jan 2016,02 Oct 2017,12:41
3129,frogmannm,1222,-,1,1,2,3,67%,33%,-,08 Jun 2017,02 Oct 2017,12:41
3130,John Galt,1222,-,1,-,2,3,67%,-,33%,01 Sep 2015,02 Oct 2017,12:41
3131,Mr Math,1222,-,-,2,1,6,50%,33%,17%,22 Apr 2016,02 Oct 2017,12:41
3132,Jimmy LaMotta,1222,-,-,2,1,5,80%,20%,-,15 Feb 2016,02 Oct 2017,12:41
3133,Zipote Misterioso,1222,-,-,2,1,3,67%,33%,-,17 Mar 2016,02 Oct 2017,12:41
3134,doGG,1222,-,-,1,4,11,73%,-,27%,09 Jan 2017,02 Oct 2017,12:41
3135,5h4d0w_w47k36,1222,-,-,1,2,3,33%,-,67%,16 Oct 2015,02 Oct 2017,12:41
3136,Nixter,1221,7,6,4,7,35,60%,29%,11%,16 Nov 2015,02 Oct 2017,12:41
3137,U237,1221,6,3,3,5,24,63%,8%,29%,22 Sep 2016,02 Oct 2017,12:41
3138,TacticalBigMan,1221,5,8,2,1,23,83%,13%,4%,12 Oct 2016,02 Oct 2017,12:41
3139,Hoban Washburne,1221,4,5,3,1,17,88%,-,12%,10 Feb 2016,02 Oct 2017,12:41
3140,LoPingHo,1221,4,-,1,1,14,57%,29%,14%,25 Oct 2015,02 Oct 2017,12:41
3141,danpeqny,1221,3,6,4,26,31,71%,16%,13%,16 Nov 2015,02 Oct 2017,12:41
3142,TandSerrai,1221,3,3,2,1,10,90%,10%,-,04 Oct 2016,02 Oct 2017,12:41
3143,battlebeard,1221,3,1,1,2,8,50%,13%,38%,25 Oct 2015,02 Oct 2017,12:41
3144,ToBioRob,1221,2,6,4,8,28,71%,21%,7%,04 May 2017,02 Oct 2017,12:41
3145,AJMetal,1221,2,4,1,2,19,68%,11%,21%,11 Aug 2016,02 Oct 2017,12:41
3146,MrProbes,1221,2,1,-,1,3,67%,-,33%,31 Dec 2015,02 Oct 2017,12:41
3147,JodyHicks,1221,1,3,3,4,17,53%,24%,24%,04 Jul 2016,02 Oct 2017,12:41
3148,josie_scoresby,1221,1,2,-,1,6,67%,17%,17%,28 Oct 2016,02 Oct 2017,12:41
3149,MrNickDyer,1221,1,1,-,1,6,83%,-,17%,26 Oct 2015,02 Oct 2017,12:41
3150,Kowman,1221,1,1,-,3,4,75%,-,25%,16 Oct 2015,02 Oct 2017,12:41
3151,zappdust,1221,1,-,-,1,5,60%,20%,20%,02 Dec 2015,02 Oct 2017,12:41
3152,samskivert,1221,-,2,-,4,6,50%,50%,-,19 Nov 2015,02 Oct 2017,12:41
3153,Ravenshead,1221,-,1,1,4,6,50%,33%,17%,09 Jan 2017,02 Oct 2017,12:41
3154,Ncfc,1221,-,1,-,2,5,40%,40%,20%,18 Oct 2015,02 Oct 2017,12:41
3155,svenieboy100,1221,-,1,-,2,3,67%,-,33%,03 Apr 2016,02 Oct 2017,12:41
3156,Thewelshgoat44,1221,-,-,2,2,3,67%,-,33%,09 Sep 2017,02 Oct 2017,12:41
3157,The Coral Republic,1221,-,-,1,1,1,100%,-,-,06 Sep 2017,02 Oct 2017,12:41
3158,Totpy,1221,-,-,-,1,5,60%,20%,20%,20 Oct 2015,02 Oct 2017,12:41
3159,Rscom92,1221,-,-,-,1,4,75%,-,25%,12 Feb 2016,02 Oct 2017,12:41
3160,Untouchable911,1221,-,-,-,2,3,67%,-,33%,22 Oct 2015,02 Oct 2017,12:41
3161,mithbane,1221,-,-,-,3,3,67%,33%,-,18 Nov 2015,02 Oct 2017,12:41
3162,Audemars,1221,-,-,-,1,3,33%,67%,-,19 Oct 2015,02 Oct 2017,12:41
3163,Woolf,1220,8,2,-,1,14,79%,7%,14%,23 Nov 2015,02 Oct 2017,12:41
3164,Boss Boy,1220,5,5,3,56,82,54%,40%,6%,03 Nov 2016,02 Oct 2017,12:41
3165,MagicKarl,1220,5,4,5,5,20,95%,5%,-,27 Jun 2016,02 Oct 2017,12:41
3166,A Husky Bear,1220,5,1,2,1,11,82%,9%,9%,28 Oct 2016,02 Oct 2017,12:41
3167,zkondrad,1220,4,7,6,8,42,86%,7%,7%,06 Nov 2015,02 Oct 2017,12:41
3168,Girly Girl,1220,3,2,1,5,15,53%,7%,40%,19 Feb 2016,02 Oct 2017,12:41
3169,Oliver Clothesoff,1220,3,1,-,2,8,63%,38%,-,05 Dec 2016,02 Oct 2017,12:41
3170,sirdorius,1220,3,-,-,3,5,80%,-,20%,10 Mar 2015,02 Oct 2017,12:41
3171,jeff7777777,1220,2,2,1,1,9,89%,11%,-,10 May 2017,02 Oct 2017,12:41
3172,8-Bit,1220,2,-,3,2,10,90%,10%,-,06 Sep 2016,02 Oct 2017,12:41
3173,packhead,1220,2,-,1,6,12,67%,8%,25%,12 Jan 2016,02 Oct 2017,12:41
3174,datboiii,1220,2,-,1,7,11,55%,36%,9%,17 Nov 2016,02 Oct 2017,12:41
3175,epssilva,1220,2,-,1,7,8,50%,38%,13%,21 Sep 2015,02 Oct 2017,12:41
3176,Kork,1220,2,-,-,1,3,100%,-,-,07 Nov 2015,02 Oct 2017,12:41
3177,AmelianDraco,1220,1,2,2,4,10,90%,-,10%,22 Oct 2015,02 Oct 2017,12:41
3178,OrionthehunterR,1220,1,2,1,1,9,78%,11%,11%,15 Oct 2015,02 Oct 2017,12:41
3179,Opancreas,1220,1,1,3,16,25,60%,20%,20%,16 Oct 2015,02 Oct 2017,12:41
3180,StormOfTheStars,1220,1,1,2,10,28,57%,21%,21%,05 Dec 2015,02 Oct 2017,12:41
3181,zz0ck77,1220,1,-,-,1,5,80%,-,20%,05 Oct 2015,02 Oct 2017,12:41
3182,shulrak,1220,1,-,-,1,2,100%,-,-,25 Jul 2017,02 Oct 2017,12:41
3183,sinister empire,1220,-,4,-,1,11,73%,9%,18%,03 Sep 2016,02 Oct 2017,12:41
3184,tUrNbuckle,1220,-,2,1,1,19,84%,16%,-,25 Feb 2016,02 Oct 2017,12:41
3185,Sokunokumi,1220,-,2,-,1,4,100%,-,-,15 Oct 2015,02 Oct 2017,12:41
3186,Raki,1220,-,1,1,3,5,60%,20%,20%,16 Aug 2017,02 Oct 2017,12:41
3187,Shh2000,1220,-,1,1,1,3,67%,-,33%,17 Mar 2016,02 Oct 2017,12:41
3188,Jollyrock,1220,-,1,-,1,5,60%,-,40%,21 Oct 2015,02 Oct 2017,12:41
3189,A_MAC_11,1220,-,-,1,8,11,64%,36%,-,29 Jan 2017,02 Oct 2017,12:41
3190,DeeBucks,1220,-,-,1,3,5,-,-,100%,30 Oct 2015,02 Oct 2017,12:41
3191,ANTERIUM,1220,-,-,1,2,4,50%,25%,25%,17 Sep 2016,02 Oct 2017,12:41
3192,Deano,1220,-,-,1,3,4,50%,25%,25%,17 Oct 2015,02 Oct 2017,12:41
3193,schmones,1220,-,-,1,3,3,100%,-,-,16 Jan 2016,02 Oct 2017,12:41
3194,Zanifer,1220,-,-,1,1,3,67%,33%,-,14 Nov 2015,02 Oct 2017,12:41
3195,Kageve,1220,-,-,1,1,2,100%,-,-,20 Oct 2016,02 Oct 2017,12:41
3196,HumbleBeast,1220,-,-,1,1,1,-,-,100%,03 Jan 2017,02 Oct 2017,12:41
3197,Beppo,1220,-,-,-,2,3,100%,-,-,22 Oct 2015,02 Oct 2017,12:41
3198,RookScarlet11,1220,-,-,-,2,3,67%,33%,-,27 Jun 2017,02 Oct 2017,12:41
3199,ShaunCG,1220,-,-,-,1,2,100%,-,-,08 Oct 2015,02 Oct 2017,12:41
3200,IDontLikeYou,1220,-,-,-,2,2,50%,-,50%,07 Apr 2017,02 Oct 2017,12:41
3201,Codex,1220,-,-,-,1,2,50%,-,50%,18 Oct 2015,02 Oct 2017,12:41
3202,NiRox,1220,-,-,-,1,2,-,-,100%,19 Oct 2015,02 Oct 2017,12:41
3203,NegroMan,1220,-,-,-,2,2,-,-,100%,17 Jun 2017,02 Oct 2017,12:41
3204,Sparks,1220,-,-,-,1,1,100%,-,-,13 Oct 2015,02 Oct 2017,12:41
3205,Dandy Lion,1220,-,-,-,1,1,100%,-,-,11 Oct 2015,02 Oct 2017,12:41
3206,LeahB,1220,-,-,-,1,1,100%,-,-,13 Oct 2015,02 Oct 2017,12:41
3207,Cash at Folsom,1220,-,-,-,1,1,100%,-,-,13 Oct 2015,02 Oct 2017,12:41
3208,Max57891,1220,-,-,-,1,1,100%,-,-,25 Jan 2017,02 Oct 2017,12:41
3209,Contigo,1220,-,-,-,1,1,100%,-,-,14 Oct 2015,02 Oct 2017,12:41
3210,marcotzukini,1219,13,7,1,26,37,76%,-,24%,22 Oct 2015,02 Oct 2017,12:41
3211,Joalaco24,1219,12,1,1,3,25,92%,8%,-,31 Mar 2016,02 Oct 2017,12:41
3212,LowLight,1219,10,6,6,6,39,92%,5%,3%,24 Apr 2016,02 Oct 2017,12:41
3213,NATO forces,1219,6,4,3,1,21,90%,-,10%,25 Nov 2015,02 Oct 2017,12:41
3214,Arnab,1219,6,3,5,13,27,74%,11%,15%,28 Aug 2016,02 Oct 2017,12:41
3215,Snarley88,1219,5,1,-,2,11,64%,9%,27%,03 Sep 2016,02 Oct 2017,12:41
3216,Sheriffjoe,1219,4,3,2,2,16,56%,6%,38%,26 Oct 2015,02 Oct 2017,12:41
3217,Dzeff,1219,4,1,-,2,10,60%,30%,10%,16 Aug 2016,02 Oct 2017,12:41
3218,muskrat,1219,3,3,1,1,9,89%,11%,-,17 Oct 2015,02 Oct 2017,12:41
3219,BeebZ89,1219,3,1,2,8,16,69%,31%,-,08 Apr 2016,02 Oct 2017,12:41
3220,Code Panther,1219,3,1,-,4,8,63%,25%,13%,15 Oct 2015,02 Oct 2017,12:41
3221,J Cill,1219,2,6,2,10,25,60%,12%,28%,02 Sep 2016,02 Oct 2017,12:41
3222,CockZilla,1219,2,3,2,2,10,90%,-,10%,19 Aug 2016,02 Oct 2017,12:41
3223,GingerNinja314,1219,2,3,-,7,15,87%,-,13%,04 Nov 2015,02 Oct 2017,12:41
3224,Brainsaysyes,1219,2,1,1,4,9,78%,-,22%,18 Jan 2016,02 Oct 2017,12:41
3225,ChiefTripodBear,1219,2,1,-,2,5,80%,20%,-,03 Jan 2017,02 Oct 2017,12:41
3226,Oliveeggs,1219,1,6,3,5,21,86%,14%,-,01 Dec 2016,02 Oct 2017,12:41
3227,Ismagon,1219,1,5,7,28,52,52%,31%,17%,25 Oct 2015,02 Oct 2017,12:41
3228,Slutz,1219,1,4,2,6,18,67%,11%,22%,05 Jan 2016,02 Oct 2017,12:41
3229,JetMedicine,1219,1,2,-,3,9,67%,33%,-,18 Nov 2015,02 Oct 2017,12:41
3230,W4rD4ddy,1219,1,2,-,2,6,83%,17%,-,27 Jun 2017,02 Oct 2017,12:41
3231,Nofaceless,1219,1,2,-,2,4,75%,-,25%,28 Oct 2015,02 Oct 2017,12:41
3232,King of Hearts,1219,1,-,2,1,9,78%,11%,11%,22 Oct 2015,02 Oct 2017,12:41
3233,Boredstoner420,1219,1,-,-,1,3,67%,-,33%,30 May 2017,02 Oct 2017,12:41
3234,dw82,1219,-,2,-,2,3,100%,-,-,24 Jan 2016,02 Oct 2017,12:41
3235,Dabee,1219,-,1,2,1,6,83%,17%,-,30 Jul 2017,02 Oct 2017,12:41
3236,M4DM4RI4,1219,-,1,-,2,6,50%,50%,-,31 Aug 2016,02 Oct 2017,12:41
3237,Zillah,1219,-,1,-,2,4,75%,25%,-,23 Jul 2016,02 Oct 2017,12:41
3238,tedtermite,1219,-,1,-,1,4,25%,-,75%,02 Nov 2015,02 Oct 2017,12:41
3239,WavyGravy,1219,-,1,-,2,3,100%,-,-,20 Dec 2015,02 Oct 2017,12:41
3240,SergeantFTC,1219,-,1,-,2,3,67%,33%,-,22 Nov 2015,02 Oct 2017,12:41
3241,beano904,1219,-,-,1,2,9,56%,-,44%,19 Dec 2016,02 Oct 2017,12:41
3242,MrBallz,1219,-,-,1,1,2,-,50%,50%,15 Sep 2017,02 Oct 2017,12:41
3243,Mcompany,1219,-,-,-,2,4,75%,-,25%,12 Dec 2016,02 Oct 2017,12:41
3244,raoul,1219,-,-,-,1,3,33%,67%,-,15 Oct 2015,02 Oct 2017,12:41
3245,willabees,1218,9,-,-,1,16,75%,19%,6%,18 Jul 2016,02 Oct 2017,12:41
3246,Hippington,1218,4,3,1,9,16,75%,25%,-,17 Oct 2015,02 Oct 2017,12:41
3247,trajan,1218,4,1,-,1,6,83%,17%,-,21 Feb 2017,02 Oct 2017,12:41
3248,Victuoso,1218,4,-,1,11,15,67%,33%,-,29 Oct 2015,02 Oct 2017,12:41
3249,Denhoof,1218,3,1,-,2,13,62%,-,38%,24 Oct 2015,02 Oct 2017,12:41
3250,Abdiel,1218,2,1,-,5,9,67%,22%,11%,23 Sep 2016,02 Oct 2017,12:41
3251,emmalouise,1218,1,6,8,17,43,72%,16%,12%,24 Oct 2015,02 Oct 2017,12:41
3252,Judyoga,1218,1,3,2,1,12,83%,8%,8%,03 Mar 2017,02 Oct 2017,12:41
3253,Glikker,1218,1,1,-,2,5,80%,20%,-,18 Oct 2015,02 Oct 2017,12:41
3254,apomictica,1218,1,-,2,2,8,50%,13%,38%,12 Jan 2016,02 Oct 2017,12:41
3255,SanTechnik,1218,1,-,-,2,6,50%,33%,17%,16 Sep 2016,02 Oct 2017,12:41
3256,KishanPatel,1218,1,-,-,2,3,67%,33%,-,18 Apr 2016,02 Oct 2017,12:41
3257,Vernea,1218,1,-,-,1,3,33%,67%,-,02 Dec 2015,02 Oct 2017,12:41
3258,dahudsonjags,1218,1,-,-,2,2,50%,50%,-,26 Dec 2015,02 Oct 2017,12:41
3259,Arkanni,1218,-,2,6,19,35,29%,26%,46%,17 Apr 2016,02 Oct 2017,12:41
3260,j0n0,1218,-,2,2,5,22,73%,23%,5%,02 Aug 2016,02 Oct 2017,12:41
3261,Jasonite,1218,-,2,-,1,5,60%,20%,20%,17 Jan 2016,02 Oct 2017,12:41
3262,Drab,1218,-,1,2,4,10,60%,10%,30%,16 Oct 2015,02 Oct 2017,12:41
3263,Daniel2231,1218,-,1,2,4,8,38%,38%,25%,09 Jan 2017,02 Oct 2017,12:41
3264,crankshaft,1218,-,1,1,1,11,82%,9%,9%,05 Jul 2016,02 Oct 2017,12:41
3265,Delucks,1218,-,1,-,2,5,60%,20%,20%,16 Oct 2015,02 Oct 2017,12:41
3266,Revo,1218,-,1,-,2,3,-,100%,-,06 Nov 2015,02 Oct 2017,12:41
3267,Cubik,1218,-,1,-,1,2,100%,-,-,18 Oct 2015,02 Oct 2017,12:41
3268,Torden,1218,-,-,-,4,4,100%,-,-,15 Nov 2015,02 Oct 2017,12:41
3269,Kirkki,1218,-,-,-,1,4,50%,25%,25%,07 Oct 2015,02 Oct 2017,12:41
3270,Aarsjef,1218,-,-,-,1,4,25%,-,75%,22 Oct 2015,02 Oct 2017,12:41
3271,HaDeZs,1218,-,-,-,2,4,25%,25%,50%,20 Oct 2015,02 Oct 2017,12:41
3272,Realyser,1218,-,-,-,1,2,100%,-,-,26 Dec 2015,02 Oct 2017,12:41
3273,Lenore,1218,-,-,-,1,1,100%,-,-,10 Oct 2015,02 Oct 2017,12:41
3274,Krebward Mos Zef,1217,10,8,1,24,35,66%,9%,26%,14 Oct 2015,02 Oct 2017,12:41
3275,Kikiyai,1217,3,2,3,22,43,47%,37%,16%,18 Oct 2015,02 Oct 2017,12:41
3276,22rugrat22,1217,3,2,-,11,17,59%,29%,12%,12 Mar 2016,02 Oct 2017,12:41
3277,Bobby Adams,1217,3,-,-,6,20,45%,25%,30%,17 Nov 2015,02 Oct 2017,12:41
3278,Circa Silvia,1217,2,-,-,7,9,44%,-,56%,15 Dec 2015,02 Oct 2017,12:41
3279,Masao,1217,1,2,1,13,15,87%,7%,7%,25 Oct 2015,02 Oct 2017,12:41
3280,PublicDomain,1217,1,1,1,1,5,80%,20%,-,25 Nov 2015,02 Oct 2017,12:41
3281,Brb House on Fire,1217,1,1,-,1,9,67%,11%,22%,06 Oct 2015,02 Oct 2017,12:41
3282,Griit,1217,1,1,-,2,3,67%,33%,-,16 Oct 2015,02 Oct 2017,12:41
3283,SnakySun,1217,1,-,2,5,9,78%,22%,-,08 Aug 2016,02 Oct 2017,12:41
3284,MigratingLemons,1217,1,-,1,2,14,57%,14%,29%,11 Nov 2015,02 Oct 2017,12:41
3285,ARES-,1217,1,-,1,4,4,50%,50%,-,16 May 2017,02 Oct 2017,12:41
3286,eviljack109,1217,-,1,1,2,4,50%,-,50%,15 Oct 2015,02 Oct 2017,12:41
3287,ChopperX,1217,-,1,1,1,3,100%,-,-,15 Dec 2015,02 Oct 2017,12:41
3288,angrycola,1217,-,1,-,2,3,100%,-,-,12 Oct 2015,02 Oct 2017,12:41
3289,TheOutlawTorn,1217,-,-,1,2,7,71%,14%,14%,08 Dec 2015,02 Oct 2017,12:41
3290,dOlivaw,1217,-,-,1,2,3,100%,-,-,19 Dec 2015,02 Oct 2017,12:41
3291,Gman_117,1217,-,-,-,1,4,50%,25%,25%,07 Nov 2015,02 Oct 2017,12:41
3292,Viscount00,1217,-,-,-,1,3,33%,67%,-,07 Jan 2017,02 Oct 2017,12:41
3293,simps,1217,-,-,-,1,2,100%,-,-,16 Jan 2015,02 Oct 2017,12:41
3294,kateract,1217,-,-,-,1,2,50%,-,50%,12 Jul 2017,02 Oct 2017,12:41
3295,Nera,1216,16,8,2,16,42,71%,14%,14%,20 Oct 2015,02 Oct 2017,12:41
3296,Blobbydude,1216,14,22,31,46,135,81%,13%,6%,18 Mar 2016,02 Oct 2017,12:41
3297,Falkenheim,1216,5,4,2,3,14,93%,-,7%,22 Oct 2015,02 Oct 2017,12:41
3298,spongybeanz,1216,5,3,5,1,29,72%,7%,21%,15 Oct 2015,02 Oct 2017,12:41
3299,lobe,1216,5,2,1,9,21,76%,24%,-,31 Oct 2015,02 Oct 2017,12:41
3300,DawningZ,1216,3,1,3,3,22,64%,14%,23%,17 Oct 2015,02 Oct 2017,12:41
3301,Rule405,1216,3,-,-,7,9,89%,11%,-,18 Oct 2015,02 Oct 2017,12:41
3302,Yojimbo,1216,2,3,1,5,10,70%,10%,20%,19 Oct 2015,02 Oct 2017,12:41
3303,itsallstar,1216,2,2,3,3,11,82%,18%,-,24 May 2016,02 Oct 2017,12:41
3304,Raria,1216,2,1,3,9,13,69%,15%,15%,23 Mar 2016,02 Oct 2017,12:41
3305,strongbif,1216,2,1,-,1,6,100%,-,-,24 Oct 2015,02 Oct 2017,12:41
3306,Skystomach,1216,1,2,1,3,7,71%,-,29%,23 Feb 2016,02 Oct 2017,12:41
3307,BranTheBuilder,1216,1,1,1,7,8,75%,25%,-,13 Aug 2017,02 Oct 2017,12:41
3308,Shadow-X,1216,1,-,1,8,11,55%,-,45%,14 Nov 2015,02 Oct 2017,12:41
3309,unimark,1216,1,-,-,2,5,80%,20%,-,06 Nov 2015,02 Oct 2017,12:41
3310,The Gangler,1216,1,-,-,2,3,67%,-,33%,08 Jan 2017,02 Oct 2017,12:41
3311,667DarkAve,1216,1,-,-,1,2,100%,-,-,16 Oct 2015,02 Oct 2017,12:41
3312,Abongile Viks Vika,1216,-,2,3,8,13,54%,15%,31%,22 Apr 2016,02 Oct 2017,12:41
3313,Choi05,1216,-,2,-,2,4,75%,25%,-,11 Feb 2016,02 Oct 2017,12:41
3314,Gorma,1216,-,1,1,6,11,55%,9%,36%,18 Feb 2016,02 Oct 2017,12:41
3315,nodthenbow,1216,-,1,1,1,7,57%,43%,-,04 Dec 2015,02 Oct 2017,12:41
3316,Zacius,1216,-,1,1,3,3,67%,-,33%,10 Jun 2017,02 Oct 2017,12:41
3317,Fishkill,1216,-,-,1,1,6,17%,33%,50%,25 Dec 2015,02 Oct 2017,12:41
3318,abc 3 1415926535897,1216,-,-,1,2,3,67%,-,33%,31 Jan 2017,02 Oct 2017,12:41
3319,ChewyKim,1216,-,-,-,1,5,60%,40%,-,10 Sep 2016,02 Oct 2017,12:41
3320,JNTO,1216,-,-,-,1,4,50%,-,50%,12 Nov 2016,02 Oct 2017,12:41
3321,LegendCat6,1215,10,2,2,5,21,90%,10%,-,07 May 2017,02 Oct 2017,12:41
3322,Bjnshannon,1215,8,1,1,7,18,61%,6%,33%,17 Oct 2015,02 Oct 2017,12:41
3323,Scipio,1215,7,5,6,22,42,83%,12%,5%,03 Mar 2015,02 Oct 2017,12:41
3324,Doctor Euw,1215,6,1,1,4,16,69%,19%,13%,30 Jan 2016,02 Oct 2017,12:41
3325,FrankUnderwood,1215,5,3,4,3,18,78%,17%,6%,18 Oct 2015,02 Oct 2017,12:41
3326,Scoresby,1215,4,-,1,2,7,71%,14%,14%,23 Oct 2015,02 Oct 2017,12:41
3327,AnteChristo,1215,3,9,16,1,103,66%,18%,16%,27 Jul 2016,02 Oct 2017,12:41
3328,Ploopy02,1215,3,9,12,2,69,80%,10%,10%,17 Oct 2015,02 Oct 2017,12:41
3329,Kyle 80,1215,3,5,6,1,41,73%,22%,5%,20 Nov 2015,02 Oct 2017,12:41
3330,philippehorne,1215,3,2,3,4,20,70%,15%,15%,21 Oct 2015,02 Oct 2017,12:41
3331,Yeyq2333,1215,3,1,2,1,13,69%,8%,23%,12 Jan 2017,02 Oct 2017,12:41
3332,The Face of Boe,1215,2,4,1,5,11,73%,27%,-,24 Jul 2017,02 Oct 2017,12:41
3333,cunningham529,1215,2,1,3,1,29,34%,10%,55%,15 Oct 2015,02 Oct 2017,12:41
3334,Krabbe,1215,1,5,5,14,24,67%,8%,25%,24 Nov 2015,02 Oct 2017,12:41
3335,Pepsi chalange,1215,1,1,-,5,8,75%,13%,13%,18 Oct 2015,02 Oct 2017,12:41
3336,Bob Kraftomatic,1215,1,-,2,29,36,47%,36%,17%,10 Feb 2016,02 Oct 2017,12:41
3337,LightedWind,1215,-,2,1,8,12,58%,8%,33%,19 May 2017,02 Oct 2017,12:41
3338,KSCR12,1215,-,-,2,12,14,57%,14%,29%,14 Mar 2017,02 Oct 2017,12:41
3339,Goldie,1215,-,-,-,1,7,29%,14%,57%,20 Oct 2015,02 Oct 2017,12:41
3340,xNash,1214,7,2,2,1,22,64%,27%,9%,21 Oct 2015,02 Oct 2017,12:41
3341,ponnithi,1214,6,8,11,10,58,76%,17%,7%,15 Jul 2015,02 Oct 2017,12:41
3342,solar_camel,1214,6,2,4,7,25,76%,16%,8%,23 Mar 2016,02 Oct 2017,12:41
3343,Ruka,1214,4,1,2,8,12,75%,25%,-,24 Oct 2015,02 Oct 2017,12:41
3344,William Hague,1214,4,-,-,1,8,88%,-,13%,28 Oct 2015,02 Oct 2017,12:41
3345,Obamacare77,1214,3,-,3,1,16,75%,-,25%,07 Aug 2016,02 Oct 2017,12:41
3346,Simon,1214,3,-,-,1,8,63%,13%,25%,22 Aug 2015,02 Oct 2017,12:41
3347,Asirito,1214,2,1,3,10,15,73%,13%,13%,16 Oct 2015,02 Oct 2017,12:41
3348,Kazz,1214,2,1,-,2,8,100%,-,-,09 Jan 2016,02 Oct 2017,12:41
3349,grey236,1214,1,3,5,9,23,57%,17%,26%,17 Oct 2015,02 Oct 2017,12:41
3350,King Kazma,1214,1,3,2,10,16,56%,31%,13%,18 Dec 2015,02 Oct 2017,12:41
3351,Firbozz,1214,1,3,1,2,7,100%,-,-,31 Jan 2016,02 Oct 2017,12:41
3352,Dubbsy,1214,1,1,1,5,7,43%,43%,14%,18 Nov 2015,02 Oct 2017,12:41
3353,Logren,1214,1,1,-,1,6,100%,-,-,17 Oct 2015,02 Oct 2017,12:41
3354,chjalcup,1214,1,1,-,1,3,100%,-,-,13 Dec 2016,02 Oct 2017,12:41
3355,Fumanstu,1214,1,-,1,1,5,60%,-,40%,09 Oct 2015,02 Oct 2017,12:41
3356,SheN,1214,1,-,-,2,4,25%,25%,50%,17 Oct 2015,02 Oct 2017,12:41
3357,DelTaco,1214,-,3,1,1,14,57%,21%,21%,18 Oct 2015,02 Oct 2017,12:41
3358,Splintercell,1214,-,1,2,2,6,50%,33%,17%,15 Oct 2015,02 Oct 2017,12:41
3359,Cunctator,1214,-,1,1,1,3,100%,-,-,18 Jan 2016,02 Oct 2017,12:41
3360,Chrononium,1214,-,1,-,1,4,100%,-,-,21 Jan 2016,02 Oct 2017,12:41
3361,bosonic_string,1214,-,1,-,2,2,50%,50%,-,16 Nov 2015,02 Oct 2017,12:41
3362,Smiling_Assassin,1214,-,-,1,3,4,75%,25%,-,26 Jan 2016,02 Oct 2017,12:41
3363,LGW2016,1214,-,-,1,1,4,75%,-,25%,29 Oct 2016,02 Oct 2017,12:41
3364,bigmid,1214,-,-,1,1,3,33%,33%,33%,07 Jul 2017,02 Oct 2017,12:41
3365,NTHS,1214,-,-,-,13,15,-,-,100%,02 Oct 2016,02 Oct 2017,12:41
3366,MrGotentog,1214,-,-,-,2,10,20%,20%,60%,10 Nov 2015,02 Oct 2017,12:41
3367,Kaleun,1214,-,-,-,2,6,17%,50%,33%,13 Aug 2016,02 Oct 2017,12:41
3368,Sharknado2,1214,-,-,-,1,1,-,100%,-,09 Nov 2015,02 Oct 2017,12:41
3369,Dewwwey,1213,7,1,3,4,18,78%,11%,11%,30 Oct 2015,02 Oct 2017,12:41
3370,Ol Big Head,1213,5,8,17,8,56,93%,-,7%,18 Oct 2015,02 Oct 2017,12:41
3371,coug1845,1213,5,4,-,1,18,83%,-,17%,02 Aug 2016,02 Oct 2017,12:41
